TIMESTAMP,MANC_OPEN_PRICE_USD,MANC_HIGH_PRICE_USD,MANC_LOW_PRICE_USD,MANC_CLOSE_PRICE_USD,MANC_VOLUME_USD,MANC_DIVIDENDS_USD,MANC_STOCK_SPLITS_USD
2022-04-20 00:00:00+00:00,1.550428032875061,1.7576309442520142,1.343250036239624,1.5337510108947754,7153706,0.0,0.0
2022-04-21 00:00:00+00:00,1.534958004951477,1.6609890460968018,1.3251110315322876,1.5987370014190674,5322905,0.0,0.0
2022-04-22 00:00:00+00:00,1.5987370014190674,1.6330089569091797,1.2339290380477905,1.343858003616333,8190920,0.0,0.0
2022-04-23 00:00:00+00:00,1.343858003616333,1.4407659769058228,1.2733709812164307,1.3184269666671753,8921704,0.0,0.0
2022-04-24 00:00:00+00:00,1.3184269666671753,1.5622930526733398,1.2629770040512085,1.5426889657974243,7693726,0.0,0.0
2022-04-25 00:00:00+00:00,1.5426889657974243,1.666746973991394,1.4288489818572998,1.5440640449523926,7882137,0.0,0.0
2022-04-26 00:00:00+00:00,1.5440640449523926,1.6108399629592896,1.3534159660339355,1.4913179874420166,6012742,0.0,0.0
2022-04-27 00:00:00+00:00,1.4913179874420166,1.5175859928131104,1.1552239656448364,1.23615300655365,6387625,0.0,0.0
2022-04-28 00:00:00+00:00,1.23615300655365,1.2396680116653442,0.8911319971084595,0.9813219904899597,6868454,0.0,0.0
2022-04-29 00:00:00+00:00,0.9813219904899597,1.1004749536514282,0.7409340143203735,1.030019998550415,6109396,0.0,0.0
2022-04-30 00:00:00+00:00,1.030019998550415,1.1600069999694824,0.9015600085258484,1.0294489860534668,10055382,0.0,0.0
2022-05-01 00:00:00+00:00,1.0294489860534668,1.0390870571136475,0.7993019819259644,0.9621779918670654,5920532,0.0,0.0
2022-05-02 00:00:00+00:00,0.9621779918670654,1.0405789613723755,0.7507240176200867,1.0310629606246948,1132028,0.0,0.0
2022-05-03 00:00:00+00:00,1.0310629606246948,1.0398989915847778,0.6649010181427002,0.792602002620697,6870330,0.0,0.0
