TIMESTAMP,NEVA_OPEN_PRICE_USD,NEVA_HIGH_PRICE_USD,NEVA_LOW_PRICE_USD,NEVA_CLOSE_PRICE_USD,NEVA_VOLUME_USD,NEVA_DIVIDENDS_USD,NEVA_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.021223999559879303,0.023547999560832977,0.019641999155282974,0.023229999467730522,113,0.0,0.0
2017-11-10 00:00:00+00:00,0.023298999294638634,0.02562200091779232,0.018316999077796936,0.018735000863671303,45,0.0,0.0
2017-11-11 00:00:00+00:00,0.01865600049495697,0.03680700063705444,0.01865600049495697,0.026409000158309937,312,0.0,0.0
2017-11-12 00:00:00+00:00,0.02638999931514263,0.02796499989926815,0.016245000064373016,0.016820000484585762,20,0.0,0.0
2017-11-13 00:00:00+00:00,0.016839999705553055,0.02223600074648857,0.01669199950993061,0.02152400091290474,172,0.0,0.0
2017-11-14 00:00:00+00:00,0.02156900055706501,0.025273000821471214,0.021352000534534454,0.02425999939441681,77,0.0,0.0
2017-11-15 00:00:00+00:00,0.024284999817609787,0.03739500045776367,0.02227099984884262,0.02672100067138672,759,0.0,0.0
2017-11-16 00:00:00+00:00,0.026861999183893204,0.027449000626802444,0.02230199985206127,0.025054000318050385,97,0.0,0.0
2017-11-17 00:00:00+00:00,0.025012999773025513,0.02691599912941456,0.024738000705838203,0.02642899937927723,379,0.0,0.0
2017-11-18 00:00:00+00:00,0.02632799930870533,0.02842799946665764,0.02552800066769123,0.028082000091671944,40,0.0,0.0
2017-11-19 00:00:00+00:00,0.02802800014615059,0.029231000691652298,0.02593100070953369,0.02671699970960617,56,0.0,0.0
2017-11-20 00:00:00+00:00,0.026704000309109688,0.0333699993789196,0.026314999908208847,0.0317079983651638,2976,0.0,0.0
2017-11-21 00:00:00+00:00,0.031713999807834625,0.034405000507831573,0.029384000226855278,0.03398999944329262,1173,0.0,0.0
2017-11-22 00:00:00+00:00,0.03407200053334236,0.03853899985551834,0.024421999230980873,0.03455999866127968,803,0.0,0.0
2017-11-23 00:00:00+00:00,0.034540001302957535,0.03513599932193756,0.030455000698566437,0.030489999800920486,174,0.0,0.0
2017-11-24 00:00:00+00:00,0.030378000810742378,0.033208999782800674,0.030167000368237495,0.03208500146865845,318,0.0,0.0
2017-11-25 00:00:00+00:00,0.03251300007104874,0.03989899903535843,0.03183799982070923,0.03383700177073479,5253,0.0,0.0
2017-11-26 00:00:00+00:00,0.03390200063586235,0.03655499964952469,0.03380399942398071,0.03428399935364723,601,0.0,0.0
2017-11-27 00:00:00+00:00,0.034292999655008316,0.037346001714468,0.03386000171303749,0.03535199910402298,1222,0.0,0.0
2017-11-28 00:00:00+00:00,0.03544300049543381,0.03849299997091293,0.03495299816131592,0.03753500059247017,272,0.0,0.0
2017-11-29 00:00:00+00:00,0.037602998316287994,0.0445839986205101,0.0323759987950325,0.03564700111746788,1844,0.0,0.0
2017-11-30 00:00:00+00:00,0.03618999943137169,0.056008998304605484,0.034258000552654266,0.0417650006711483,1257,0.0,0.0
