TIMESTAMP,METAL21769_OPEN_PRICE_USD,METAL21769_HIGH_PRICE_USD,METAL21769_LOW_PRICE_USD,METAL21769_CLOSE_PRICE_USD,METAL21769_VOLUME_USD,METAL21769_DIVIDENDS_USD,METAL21769_STOCK_SPLITS_USD
2022-09-11 00:00:00+00:00,1.5604350566864014,1.614469051361084,1.5004210472106934,1.5564299821853638,1396822,0.0,0.0
2022-09-12 00:00:00+00:00,1.5564370155334473,1.6464370489120483,1.5383679866790771,1.5733200311660767,1407011,0.0,0.0
2022-09-13 00:00:00+00:00,1.5732530355453491,1.595342993736267,1.4060289859771729,1.4180350303649902,1412167,0.0,0.0
2022-09-14 00:00:00+00:00,1.408053994178772,1.4621789455413818,1.3880959749221802,1.4091999530792236,1334963,0.0,0.0
2022-09-15 00:00:00+00:00,1.4091949462890625,1.4730889797210693,1.358978033065796,1.3620049953460693,1294004,0.0,0.0
2022-09-16 00:00:00+00:00,1.362002968788147,1.383010983467102,1.3429869413375854,1.3619740009307861,1010702,0.0,0.0
2022-09-17 00:00:00+00:00,1.3619749546051025,1.3681349754333496,1.342067003250122,1.352131962776184,400622,0.0,0.0
2022-09-18 00:00:00+00:00,1.3521300554275513,1.3541100025177002,1.2169849872589111,1.220028042793274,1113917,0.0,0.0
2022-09-19 00:00:00+00:00,1.2200100421905518,1.2520610094070435,1.1690690517425537,1.1891260147094727,1134226,0.0,0.0
2022-09-20 00:00:00+00:00,1.1891230344772339,1.2041410207748413,1.1291489601135254,1.174070954322815,1022804,0.0,0.0
2022-09-21 00:00:00+00:00,1.1740649938583374,1.1750719547271729,1.0271250009536743,1.0290889739990234,1037323,0.0,0.0
2022-09-22 00:00:00+00:00,1.029109001159668,1.1880099773406982,0.9000040292739868,0.988985002040863,974967,0.0,0.0
2022-09-23 00:00:00+00:00,0.9889940023422241,0.9890000224113464,0.9119560122489929,0.9839820265769958,577288,0.0,0.0
2022-09-24 00:00:00+00:00,0.9839820265769958,1.0040589570999146,0.9500619769096375,0.9610480070114136,289351,0.0,0.0
2022-09-25 00:00:00+00:00,0.9610509872436523,0.9780700206756592,0.9080610275268555,0.9180499911308289,553228,0.0,0.0
2022-09-26 00:00:00+00:00,0.9180430173873901,0.9181470274925232,0.9089670181274414,0.9089909791946411,508,0.0,0.0
2022-09-27 00:00:00+00:00,0.9089850187301636,0.9400720000267029,0.8829789757728577,0.8829820156097412,276551,0.0,0.0
2022-09-28 00:00:00+00:00,0.88298100233078,0.9159719944000244,0.8689690232276917,0.869979977607727,783904,0.0,0.0
2022-09-29 00:00:00+00:00,0.8699970245361328,0.8709790110588074,0.7990270256996155,0.8000640273094177,681544,0.0,0.0
2022-09-30 00:00:00+00:00,0.8000609874725342,0.8041329979896545,0.7780129909515381,0.7810379862785339,411166,0.0,0.0
2022-10-01 00:00:00+00:00,0.7810479998588562,0.7950699925422668,0.7620009779930115,0.7670329809188843,218555,0.0,0.0
2022-10-02 00:00:00+00:00,0.7670350074768066,0.7730510234832764,0.7480260133743286,0.7560449838638306,705958,0.0,0.0
2022-10-03 00:00:00+00:00,0.756043016910553,0.7560989856719971,0.7420139908790588,0.7500669956207275,540129,0.0,0.0
2022-10-04 00:00:00+00:00,0.7500690221786499,0.7581490278244019,0.739096999168396,0.7571899890899658,393110,0.0,0.0
2022-10-05 00:00:00+00:00,0.7571889758110046,0.7591990232467651,0.7200700044631958,0.7460809946060181,194755,0.0,0.0
2022-10-06 00:00:00+00:00,0.7460780143737793,0.7711060047149658,0.6890829801559448,0.6967599987983704,769474,0.0,0.0
2022-10-07 00:00:00+00:00,0.6967509984970093,0.701619029045105,0.6474260091781616,0.6561099886894226,720525,0.0,0.0
2022-10-08 00:00:00+00:00,0.6561179757118225,0.6634979844093323,0.6361789703369141,0.6474090218544006,301708,0.0,0.0
2022-10-09 00:00:00+00:00,0.6473420262336731,0.6547600030899048,0.6473420262336731,0.6540070176124573,876441,0.0,0.0
2022-10-10 00:00:00+00:00,0.6540079712867737,0.6540610194206238,0.625432014465332,0.6336399912834167,870343,0.0,0.0
2022-10-11 00:00:00+00:00,0.6336950063705444,0.6337159872055054,0.5937730073928833,0.5986480116844177,949866,0.0,0.0
2022-10-12 00:00:00+00:00,0.598613977432251,0.6017270088195801,0.5793740153312683,0.5796859860420227,823127,0.0,0.0
2022-10-13 00:00:00+00:00,0.5796809792518616,0.5796909928321838,0.540503978729248,0.5405579805374146,808852,0.0,0.0
2022-10-14 00:00:00+00:00,0.5406190156936646,0.5421749949455261,0.49463900923728943,0.4973610043525696,659649,0.0,0.0
2022-10-15 00:00:00+00:00,0.4973590075969696,0.4998779892921448,0.4493890106678009,0.49290600419044495,499364,0.0,0.0
2022-10-16 00:00:00+00:00,0.49290499091148376,0.49378201365470886,0.44285300374031067,0.44353199005126953,486125,0.0,0.0
2022-10-17 00:00:00+00:00,0.4435409903526306,0.44363099336624146,0.380605012178421,0.42204299569129944,303149,0.0,0.0
2022-10-18 00:00:00+00:00,0.4220390021800995,0.4234910011291504,0.4020270109176636,0.40376800298690796,723390,0.0,0.0
