TIMESTAMP,GBYTE_CLOSE_PRICE_USD,GBYTE_OPEN_PRICE_USD,GBYTE_HIGH_PRICE_USD,GBYTE_LOW_PRICE_USD
2018-04-09,183.945,191.579,199.264,178.415
2018-04-10,194.616,184.274,196.025,182.017
2018-04-11,205.005,194.59,208.536,193.528
2018-04-12,250.452,204.948,253.746,204.515
2018-04-13,242.475,251.113,253.664,232.989
2018-04-14,247.624,241.806,253.471,235.49
2018-04-15,275.781,247.723,275.781,247.723
2018-04-16,264.942,275.897,280.186,258.468
2018-04-17,257.452,265.314,270.87,256.783
2018-04-18,265.915,257.573,267.725,254.879
2018-04-19,283.33,265.237,289.173,264.404
2018-04-20,279.673,283.093,293.465,277.049
2018-04-21,274.603,279.945,282.645,260.361
2018-04-22,271.637,274.775,277.421,267.666
2018-04-23,282.692,271.828,288.041,271.255
2018-04-24,284.169,282.528,312.454,275.871
2018-04-25,253.702,284.382,287.948,244.735
2018-04-26,268.783,253.32,275.177,246.533
2018-04-27,259.053,268.359,284.191,254.508
2018-04-28,266.36,259.007,273.867,256.23
2018-04-29,270.582,266.382,275.151,255.412
2018-04-30,263.577,270.974,271.537,257.333
2018-05-01,250.841,263.791,263.791,247.614
2018-05-02,257.594,251.0,261.997,248.857
2018-05-03,270.232,257.738,271.542,252.518
2018-05-04,269.039,269.705,271.82,263.027
2018-05-05,271.314,268.947,279.175,267.568
2018-05-06,267.473,271.421,274.249,258.48
2018-05-07,258.337,267.466,268.393,253.954
2018-05-08,252.685,257.85,260.099,0.027
2018-05-09,252.26,252.43,255.945,243.9
2018-05-10,242.739,252.3,257.989,242.321
2018-05-11,217.636,242.524,242.524,214.696
2018-05-12,219.783,218.158,227.283,212.904
2018-05-13,234.557,220.059,236.188,217.749
2018-05-14,228.16,234.565,237.062,217.076
2018-05-15,220.499,228.141,232.77,219.455
2018-05-16,215.454,220.496,223.931,209.218
2018-05-17,190.271,215.633,218.462,188.918
2018-05-18,210.947,190.023,214.317,187.008
2018-05-19,206.819,210.947,215.639,198.952
2018-05-20,226.491,206.593,238.03,204.792
2018-05-21,231.288,226.479,242.253,224.555
2018-05-22,215.75,231.263,231.536,211.974
2018-05-23,182.656,215.674,216.263,181.49
2018-05-24,189.742,182.517,195.554,175.838
2018-05-25,179.885,189.822,189.822,177.309
2018-05-26,177.644,179.853,185.516,175.444
2018-05-27,172.006,177.684,177.684,164.614
2018-05-28,155.858,172.006,173.494,155.858
2018-05-29,164.785,157.132,174.519,153.619
2018-05-30,165.476,166.241,188.017,163.201
2018-05-31,166.21,165.475,179.925,163.246
2018-06-01,179.753,166.194,184.222,163.922
2018-06-02,172.361,179.753,181.365,171.615
2018-06-03,168.882,172.23,175.516,167.996
2018-06-04,158.154,168.877,168.877,156.868
2018-06-05,152.885,158.038,158.304,141.356
2018-06-06,144.095,153.015,154.217,139.826
2018-06-07,151.394,144.103,155.566,140.561
2018-06-08,149.673,151.331,153.51,140.673
2018-06-09,157.799,149.668,175.949,143.142
2018-06-10,139.997,157.841,160.748,128.481
2018-06-11,146.582,140.158,148.376,128.684
2018-06-12,128.953,146.572,147.932,127.874
2018-06-13,117.851,128.985,130.468,114.335
2018-06-14,125.519,117.917,127.584,111.335
2018-06-15,125.993,125.759,143.677,123.093
2018-06-16,132.939,126.052,138.04,124.172
2018-06-17,133.296,132.964,138.757,132.477
2018-06-18,133.5,133.403,142.191,124.914
2018-06-19,130.426,133.546,133.969,127.746
2018-06-20,129.33,130.28,131.099,125.849
2018-06-21,124.837,129.324,129.998,124.034
2018-06-22,108.084,124.844,125.155,105.57
2018-06-23,113.393,108.081,119.544,107.933
2018-06-24,118.053,114.021,120.315,105.846
2018-06-25,113.328,118.016,119.43,112.541
2018-06-26,107.499,113.402,114.015,106.667
2018-06-27,109.003,107.16,110.182,106.018
2018-06-28,104.236,109.003,109.449,103.724
2018-06-29,112.536,104.069,114.507,102.333
2018-06-30,113.769,112.535,118.308,109.07
2018-07-01,113.593,113.768,116.41,110.664
2018-07-02,124.825,113.583,128.799,0.001
2018-07-03,127.115,124.851,133.778,1.62
2018-07-04,129.724,127.371,134.765,123.433
2018-07-05,124.848,129.724,135.625,124.197
2018-07-06,117.135,125.171,125.306,114.765
2018-07-07,120.852,117.149,122.003,116.047
2018-07-08,121.314,120.912,126.107,117.254
2018-07-09,119.967,121.246,123.524,117.384
2018-07-10,113.976,119.928,120.629,110.249
2018-07-11,116.888,114.019,117.759,113.637
2018-07-12,113.869,116.811,120.496,111.2
2018-07-13,119.922,113.939,123.096,113.393
2018-07-14,119.703,119.914,123.278,118.616
2018-07-15,120.939,119.701,122.358,117.884
2018-07-16,122.606,120.948,124.04,117.962
2018-07-17,133.398,122.162,143.214,122.026
2018-07-18,129.921,133.411,138.049,129.393
2018-07-19,128.546,130.136,132.195,125.289
2018-07-20,126.336,128.546,136.299,124.638
2018-07-21,126.671,126.35,128.347,124.094
2018-07-22,128.123,126.671,131.274,125.75
2018-07-23,134.65,128.031,138.428,127.648
2018-07-24,147.016,134.742,148.057,134.285
2018-07-25,142.072,146.314,148.549,141.229
2018-07-26,142.38,142.202,148.042,141.134
2018-07-27,136.653,142.38,144.878,136.427
2018-07-28,133.928,136.653,136.889,132.575
2018-07-29,145.206,133.928,152.987,131.538
2018-07-30,143.043,145.204,147.006,129.088
2018-07-31,129.215,144.96,144.96,124.74
2018-08-01,107.717,129.193,129.411,103.86
2018-08-02,102.688,107.672,110.634,99.199
2018-08-03,97.486,102.574,103.182,96.878
2018-08-04,89.336,97.538,98.621,88.556
2018-08-05,89.826,89.429,91.339,86.172
2018-08-06,97.584,89.715,99.766,85.6
2018-08-07,88.788,97.673,98.204,88.145
2018-08-08,82.014,88.734,88.734,78.653
2018-08-09,77.732,82.743,83.567,72.898
2018-08-10,68.614,77.922,78.743,65.43
2018-08-11,61.174,68.643,69.427,60.349
2018-08-12,65.114,61.23,66.99,60.692
2018-08-13,53.595,65.073,68.253,53.385
2018-08-14,50.679,53.588,53.588,43.204
2018-08-15,48.91,50.701,55.232,47.581
2018-08-16,52.287,48.858,63.013,48.565
2018-08-17,57.102,52.235,58.33,52.042
2018-08-18,53.945,57.055,57.916,51.423
2018-08-19,58.966,53.954,59.801,51.739
2018-08-20,56.734,58.994,60.723,54.766
2018-08-21,61.893,56.709,62.618,55.181
2018-08-22,71.939,61.91,76.781,60.055
2018-08-23,78.25,72.011,81.428,65.616
2018-08-24,81.286,78.315,83.212,77.877
2018-08-25,90.985,81.308,93.975,80.272
2018-08-26,86.154,90.901,96.157,85.37
2018-08-27,104.269,86.032,108.107,85.64
2018-08-28,93.113,104.382,104.85,89.538
2018-08-29,82.266,93.177,94.445,79.356
2018-08-30,79.43,82.165,85.325,76.368
2018-08-31,76.466,79.335,81.236,70.498
2018-09-01,78.029,76.466,81.452,75.56
2018-09-02,76.549,78.03,80.413,74.234
2018-09-03,75.44,76.549,80.474,69.598
2018-09-04,74.732,75.397,76.467,73.578
2018-09-05,62.476,74.732,76.297,62.181
2018-09-06,60.793,62.476,67.084,58.128
2018-09-07,56.475,60.812,61.275,54.686
2018-09-08,56.492,56.475,64.743,53.808
2018-09-09,62.838,56.493,69.13,54.826
2018-09-10,60.378,62.89,65.674,57.995
2018-09-11,64.509,60.38,66.993,59.222
2018-09-12,60.32,64.533,65.703,58.108
2018-09-13,62.83,60.321,65.943,60.297
2018-09-14,62.724,62.829,64.214,60.766
2018-09-15,60.777,62.655,63.091,60.07
2018-09-16,57.297,60.73,60.74,55.437
2018-09-17,56.293,57.296,60.861,56.217
2018-09-18,58.236,56.293,62.661,54.426
2018-09-19,58.961,58.236,60.543,53.424
2018-09-20,58.692,58.978,59.296,55.411
2018-09-21,61.442,59.274,62.836,57.11
2018-09-22,58.988,61.355,62.068,55.41
2018-09-23,58.179,58.978,59.12,56.749
2018-09-24,55.283,58.172,58.968,55.028
2018-09-25,52.485,55.283,55.621,50.889
2018-09-26,52.747,52.556,54.041,51.234
2018-09-27,54.643,52.747,55.095,52.196
2018-09-28,54.204,54.697,55.029,52.483
2018-09-29,54.733,54.202,55.42,51.432
2018-09-30,54.492,54.734,55.642,53.442
2018-10-01,52.459,54.491,54.723,51.577
2018-10-02,53.29,52.475,54.294,52.366
2018-10-03,51.793,53.215,53.215,51.12
2018-10-04,52.433,51.824,53.492,51.763
2018-10-05,53.949,52.433,54.229,52.034
2018-10-06,50.39,53.949,53.977,50.244
2018-10-07,52.85,50.391,53.619,49.611
2018-10-08,51.039,52.849,53.85,50.306
2018-10-09,50.756,51.038,52.806,50.212
2018-10-10,50.021,50.756,51.253,49.584
2018-10-11,42.373,50.021,50.021,42.256
2018-10-12,40.29,42.513,45.614,40.207
2018-10-13,39.971,40.265,42.799,36.796
2018-10-14,41.117,40.144,50.481,39.027
2018-10-15,43.724,41.129,47.083,39.376
2018-10-16,43.225,43.724,45.102,42.113
2018-10-17,43.609,43.222,43.922,42.302
2018-10-18,42.424,43.615,44.32,41.628
2018-10-19,42.196,42.424,42.967,41.846
2018-10-20,46.24,42.199,46.944,41.944
2018-10-21,44.392,46.248,46.973,44.084
2018-10-22,43.76,44.411,46.352,43.307
2018-10-23,45.454,43.76,45.454,43.468
2018-10-24,46.581,45.454,47.503,44.588
2018-10-25,50.837,46.581,52.254,46.571
2018-10-26,47.855,50.819,51.435,47.663
2018-10-27,49.922,48.098,54.564,47.884
2018-10-28,48.863,49.922,49.922,48.172
2018-10-29,46.553,48.863,51.199,46.123
2018-10-30,48.677,46.553,48.842,46.267
2018-10-31,47.779,48.677,48.699,46.341
2018-11-01,48.688,47.779,48.727,47.221
2018-11-02,45.951,48.688,49.112,44.828
2018-11-03,45.742,45.952,46.289,45.089
2018-11-04,46.689,45.742,47.413,45.517
2018-11-05,46.067,46.689,47.229,45.719
2018-11-06,45.938,46.067,46.103,43.585
2018-11-07,44.694,45.941,46.828,44.518
2018-11-08,46.551,44.694,47.587,43.813
2018-11-09,45.763,46.541,47.782,45.184
2018-11-10,45.019,45.763,45.884,43.956
2018-11-11,44.018,45.019,46.294,43.641
2018-11-12,43.855,43.945,44.531,43.502
2018-11-13,43.648,43.855,44.264,43.502
2018-11-14,39.756,43.613,44.15,38.107
2018-11-15,41.413,40.011,41.758,36.801
2018-11-16,40.464,41.413,41.855,38.791
2018-11-17,40.194,40.464,41.002,39.331
2018-11-18,42.363,40.194,43.026,39.591
2018-11-19,36.071,42.338,42.338,31.99
2018-11-20,33.906,36.071,37.498,30.475
2018-11-21,34.17,33.99,34.586,32.191
2018-11-22,32.033,34.133,36.751,32.033
2018-11-23,32.092,31.857,32.914,28.415
2018-11-24,27.164,32.012,33.06,26.609
2018-11-25,29.605,27.164,30.114,24.682
2018-11-26,29.155,29.493,30.414,25.956
2018-11-27,28.184,29.156,29.66,26.558
2018-11-28,30.518,28.184,32.178,28.142
2018-11-29,30.243,30.518,30.829,28.456
2018-11-30,28.47,30.322,31.14,27.93
2018-12-01,31.129,28.47,31.885,28.0
2018-12-02,31.094,31.129,31.921,30.155
2018-12-03,30.118,31.193,31.263,28.285
2018-12-04,32.29,30.085,32.905,29.911
2018-12-05,29.092,32.335,33.061,29.092
2018-12-06,27.633,29.122,30.424,27.633
2018-12-07,29.583,27.56,30.41,25.745
2018-12-08,28.445,29.598,30.208,26.83
2018-12-09,32.206,28.441,32.899,27.954
2018-12-10,32.599,32.176,32.637,30.04
2018-12-11,35.995,32.593,38.393,31.274
2018-12-12,35.022,35.878,36.489,32.199
2018-12-13,30.162,35.008,35.051,29.701
2018-12-14,28.84,30.189,30.859,28.269
2018-12-15,28.15,28.846,29.454,27.932
2018-12-16,25.987,28.134,28.88,24.945
2018-12-17,27.297,25.99,28.424,25.039
2018-12-18,29.941,27.306,30.081,26.508
2018-12-19,31.525,29.973,33.883,29.443
2018-12-20,31.925,31.479,34.37,30.135
2018-12-21,31.087,31.539,33.953,30.258
2018-12-22,31.726,31.122,31.886,30.25
2018-12-23,31.476,31.798,32.518,31.091
2018-12-24,31.628,31.479,35.348,31.479
2018-12-25,30.37,31.569,31.583,29.21
2018-12-26,31.015,30.405,31.202,29.964
2018-12-27,29.476,31.016,31.269,29.271
2018-12-28,32.02,29.475,32.467,29.256
2018-12-29,30.339,32.02,32.075,30.209
2018-12-30,30.353,30.372,31.246,30.027
2018-12-31,28.393,30.391,30.766,28.013
2019-01-01,28.99,28.409,29.185,27.646
2019-01-02,31.093,29.064,31.604,28.694
2019-01-03,31.141,30.976,31.782,30.028
2019-01-04,31.778,31.161,31.96,30.202
2019-01-05,31.596,31.76,32.174,30.493
2019-01-06,30.766,31.591,59.825,28.343
2019-01-07,29.663,30.757,31.597,28.687
2019-01-08,29.728,29.662,30.754,29.29
2019-01-09,30.418,29.787,30.523,29.369
2019-01-10,27.231,30.379,31.009,26.65
2019-01-11,27.601,27.232,27.986,27.232
2019-01-12,31.739,27.609,32.365,27.521
2019-01-13,29.774,31.771,31.836,29.151
2019-01-14,31.347,29.879,32.453,29.749
2019-01-15,29.048,31.349,32.306,29.048
2019-01-16,30.219,29.022,31.553,27.523
2019-01-17,32.26,30.279,32.26,30.119
2019-01-18,37.86,32.315,41.258,31.514
2019-01-19,37.523,37.86,39.026,34.563
2019-01-20,34.371,37.503,37.788,34.023
2019-01-21,35.943,34.395,35.943,33.828
2019-01-22,33.874,35.927,36.638,31.457
2019-01-23,32.992,33.874,33.928,32.248
2019-01-24,33.055,33.002,33.394,32.561
2019-01-25,32.116,33.062,33.074,30.339
2019-01-26,33.387,32.116,34.179,32.078
2019-01-27,32.037,33.369,34.847,32.008
2019-01-28,30.46,32.031,32.275,29.85
2019-01-29,31.481,30.459,31.649,29.72
2019-01-30,31.689,31.481,32.026,31.248
2019-01-31,29.845,31.689,32.027,29.756
2019-02-01,29.806,29.865,30.294,28.398
2019-02-02,29.487,29.783,29.817,28.809
2019-02-03,30.408,29.53,30.429,29.246
2019-02-04,29.821,30.408,30.459,29.365
2019-02-05,30.449,29.821,30.622,29.792
2019-02-06,29.423,30.457,30.642,27.854
2019-02-07,29.425,29.423,29.648,29.031
2019-02-08,31.983,29.445,32.614,29.397
2019-02-09,32.302,31.984,32.602,31.529
2019-02-10,32.078,32.302,32.366,31.156
2019-02-11,31.497,32.099,32.116,31.314
2019-02-12,31.609,31.501,31.862,30.687
2019-02-13,31.877,31.618,31.877,31.271
2019-02-14,32.146,31.852,32.197,31.634
2019-02-15,33.36,32.12,33.365,32.055
2019-02-16,33.823,33.414,34.57,32.646
2019-02-17,35.039,33.823,35.166,33.575
2019-02-18,37.834,35.031,38.095,34.664
2019-02-19,37.101,37.822,39.35,36.567
2019-02-20,37.194,37.061,38.002,36.272
2019-02-21,36.09,37.139,37.682,35.928
2019-02-22,36.615,36.087,36.697,35.691
2019-02-23,37.943,36.556,38.328,35.66
2019-02-24,34.043,37.943,38.574,33.864
2019-02-25,36.903,34.031,37.935,33.922
2019-02-26,37.774,36.866,38.086,36.361
2019-02-27,37.802,37.753,40.017,36.54
2019-02-28,40.146,37.813,41.557,37.707
2019-03-01,40.189,40.124,40.937,39.078
2019-03-02,40.429,40.169,41.576,37.384
2019-03-03,39.031,40.429,41.082,38.592
2019-03-04,42.244,39.034,50.262,35.135
2019-03-05,42.087,42.246,44.19,41.169
2019-03-06,39.901,42.104,42.844,38.251
2019-03-07,39.786,39.902,41.09,37.427
2019-03-08,38.222,39.865,42.128,37.924
2019-03-09,38.853,38.221,39.521,38.154
2019-03-10,38.708,38.871,39.45,37.948
2019-03-11,36.297,38.696,38.879,35.457
2019-03-12,38.259,36.275,39.241,34.64
2019-03-13,38.592,38.267,39.103,36.599
2019-03-14,37.484,38.575,38.753,36.194
2019-03-15,38.582,37.473,38.603,36.816
2019-03-16,38.766,38.582,39.159,37.718
2019-03-17,38.879,38.75,40.59,37.806
2019-03-18,38.082,38.879,40.246,37.993
2019-03-19,39.616,38.081,40.37,37.826
2019-03-20,37.913,39.585,40.122,37.371
2019-03-21,38.494,37.913,39.693,37.913
2019-03-22,39.898,38.495,42.184,38.132
2019-03-23,41.277,39.862,41.33,38.737
2019-03-24,41.595,41.278,43.267,40.35
2019-03-25,41.511,41.595,43.982,41.115
2019-03-26,39.765,41.552,41.994,38.902
2019-03-27,41.766,39.778,41.837,38.292
2019-03-28,42.952,41.766,43.297,41.574
2019-03-29,45.27,42.951,45.611,42.572
2019-03-30,44.114,45.27,45.977,43.439
2019-03-31,41.577,44.115,44.354,40.691
2019-04-01,41.473,41.577,42.654,41.18
2019-04-02,48.467,41.453,49.656,41.385
2019-04-03,46.993,48.393,54.476,45.746
2019-04-04,45.912,46.987,50.503,44.725
2019-04-05,51.377,46.02,51.833,45.849
2019-04-06,47.51,51.365,51.666,45.13
2019-04-07,47.85,47.613,48.729,42.907
2019-04-08,50.263,46.672,56.351,46.528
2019-04-09,48.638,50.185,50.185,48.218
2019-04-10,48.812,48.602,50.505,47.166
2019-04-11,46.45,48.787,49.015,42.83
2019-04-12,49.221,46.395,54.933,42.959
2019-04-13,50.273,49.197,54.672,47.781
2019-04-14,51.721,50.223,51.931,50.223
2019-04-15,48.5,51.712,52.259,48.238
2019-04-16,49.571,48.291,50.533,48.291
2019-04-17,49.527,49.551,50.111,49.268
2019-04-18,50.631,49.527,50.844,49.527
2019-04-19,50.854,50.639,51.206,49.679
2019-04-20,49.968,50.815,51.408,49.371
2019-04-21,49.529,49.968,50.435,48.518
2019-04-22,50.054,49.511,50.239,48.886
2019-04-23,48.743,50.054,52.12,48.24
2019-04-24,44.251,48.625,49.714,43.351
2019-04-25,42.806,44.248,45.069,40.896
2019-04-26,43.189,42.718,45.575,42.513
2019-04-27,45.862,43.189,46.301,42.792
2019-04-28,45.162,45.834,46.171,44.854
2019-04-29,45.084,45.106,45.916,44.15
2019-04-30,44.395,45.082,45.581,44.15
2019-05-01,43.977,44.407,45.429,43.192
2019-05-02,44.381,43.977,45.76,43.376
2019-05-03,45.481,44.335,47.526,44.137
2019-05-04,43.989,45.483,47.285,41.31
2019-05-05,44.287,43.985,45.893,43.465
2019-05-06,43.798,44.223,44.368,43.04
2019-05-07,43.944,43.79,45.506,43.79
2019-05-08,46.76,43.842,46.886,43.295
2019-05-09,45.204,46.85,47.635,43.955
2019-05-10,45.308,45.293,45.833,44.283
2019-05-11,50.029,45.309,50.674,45.309
2019-05-12,44.005,49.751,51.851,43.484
2019-05-13,46.624,43.73,52.881,43.197
2019-05-14,48.569,46.603,49.855,46.106
2019-05-15,47.318,48.602,49.133,42.922
2019-05-16,45.939,47.322,57.433,44.232
2019-05-17,41.169,45.932,45.941,37.428
2019-05-18,39.083,41.087,42.902,38.5
2019-05-19,39.883,39.072,42.543,39.012
2019-05-20,39.271,39.854,40.37,37.101
2019-05-21,39.379,39.302,40.252,38.537
2019-05-22,33.604,39.291,39.748,32.248
2019-05-23,32.993,33.525,35.198,29.879
2019-05-24,39.326,33.035,47.142,32.44
2019-05-25,39.646,39.332,47.373,35.731
2019-05-26,39.967,39.642,42.135,36.814
2019-05-27,37.743,39.994,42.49,36.68
2019-05-28,38.805,37.787,40.796,36.795
2019-05-29,37.829,38.788,40.889,36.936
2019-05-30,35.197,37.819,41.323,34.846
2019-05-31,36.986,35.193,38.084,34.401
2019-06-01,37.902,36.982,38.166,36.368
2019-06-02,44.118,37.909,44.118,37.686
2019-06-03,37.003,44.118,44.118,36.634
2019-06-04,34.316,36.827,36.827,33.233
2019-06-05,35.439,34.282,36.23,32.967
2019-06-06,33.626,35.34,35.61,31.364
2019-06-07,33.889,33.634,35.078,33.13
2019-06-08,33.367,33.811,34.405,32.896
2019-06-09,36.003,33.357,54.406,33.049
2019-06-10,37.55,35.936,39.56,34.489
2019-06-11,35.873,37.546,37.67,34.046
2019-06-12,38.093,35.887,38.414,34.662
2019-06-13,37.199,38.1,39.699,35.55
2019-06-14,38.112,37.205,39.388,35.874
2019-06-15,36.912,38.105,38.378,35.728
2019-06-16,36.996,36.943,38.487,36.406
2019-06-17,38.083,36.96,39.076,36.689
2019-06-18,35.491,38.115,38.462,34.881
2019-06-19,35.884,35.487,36.484,34.944
2019-06-20,35.858,35.884,36.161,31.886
2019-06-21,35.058,35.841,35.944,32.137
2019-06-22,36.913,35.097,37.005,31.744
2019-06-23,36.467,36.88,39.889,33.564
2019-06-24,36.682,36.435,37.72,34.38
2019-06-25,37.788,36.736,40.338,34.646
2019-06-26,36.312,37.775,39.262,33.032
2019-06-27,33.423,36.198,37.808,29.236
2019-06-28,37.556,33.472,44.335,33.186
2019-06-29,37.935,37.527,39.915,34.836
2019-06-30,33.238,37.922,39.314,33.184
2019-07-01,35.067,33.399,35.636,31.491
2019-07-02,34.692,35.078,35.349,30.051
2019-07-03,36.745,34.76,36.937,33.066
2019-07-04,33.163,36.802,36.878,32.684
2019-07-05,32.478,33.184,35.053,31.01
2019-07-06,31.472,32.55,33.747,30.4
2019-07-07,31.357,31.478,32.529,30.689
2019-07-08,33.482,31.315,34.797,27.872
2019-07-09,31.715,33.415,33.895,29.887
2019-07-10,30.023,31.664,32.963,28.78
2019-07-11,27.976,30.023,30.023,26.948
2019-07-12,26.222,27.98,29.413,25.937
2019-07-13,26.139,26.222,27.447,24.943
2019-07-14,23.24,26.138,26.239,22.709
2019-07-15,24.288,23.197,26.882,22.734
2019-07-16,21.201,24.241,24.459,21.022
2019-07-17,21.398,21.226,22.363,19.919
2019-07-18,23.111,21.433,23.462,20.46
2019-07-19,23.176,23.138,27.809,22.685
2019-07-20,23.589,23.164,24.545,22.733
2019-07-21,24.17,23.642,25.229,23.193
2019-07-22,24.079,24.219,25.025,22.861
2019-07-23,22.962,24.067,24.355,22.89
2019-07-24,24.021,22.915,24.671,22.216
2019-07-25,23.955,24.024,25.076,23.628
2019-07-26,25.304,23.967,25.334,23.359
2019-07-27,26.781,25.297,27.309,23.507
2019-07-28,27.572,26.78,27.966,25.964
2019-07-29,27.847,27.618,28.101,26.045
2019-07-30,27.057,27.834,27.914,26.565
2019-07-31,29.743,27.051,29.762,27.001
2019-08-01,33.176,29.779,35.474,29.334
2019-08-02,30.601,33.183,34.253,29.672
2019-08-03,31.407,30.611,31.415,30.365
2019-08-04,31.461,31.414,31.649,30.072
2019-08-05,28.145,31.467,33.091,27.925
2019-08-06,26.597,28.185,31.093,26.024
2019-08-07,27.106,26.574,28.241,26.1
2019-08-08,29.164,27.23,30.292,26.135
2019-08-09,28.798,29.185,30.328,27.812
2019-08-10,28.919,28.812,29.038,24.955
2019-08-11,27.907,28.906,29.416,27.262
2019-08-12,27.694,27.839,28.555,26.357
2019-08-13,28.342,27.71,28.432,26.305
2019-08-14,26.284,28.364,28.777,26.079
2019-08-15,26.826,26.356,27.161,24.793
2019-08-16,24.865,26.816,27.16,23.843
2019-08-17,24.609,24.857,25.033,23.838
2019-08-18,24.356,24.604,24.913,23.93
2019-08-19,24.841,24.306,26.731,23.887
2019-08-20,26.383,24.887,26.44,24.743
2019-08-21,24.51,26.457,26.511,23.17
2019-08-22,25.197,24.522,25.362,23.661
2019-08-23,24.783,25.192,25.789,24.268
2019-08-24,24.979,24.783,25.023,23.17
2019-08-25,24.698,24.981,25.071,23.767
2019-08-26,24.472,24.728,26.073,24.195
2019-08-27,23.622,24.474,24.514,23.352
2019-08-28,23.567,23.627,24.245,22.809
2019-08-29,22.987,23.526,23.745,21.925
2019-08-30,22.514,23.004,23.419,21.022
2019-08-31,22.279,22.527,23.123,21.929
2019-09-01,22.443,22.277,22.58,21.985
2019-09-02,23.761,22.448,23.94,22.379
2019-09-03,22.491,23.786,23.885,22.27
2019-09-04,22.797,22.491,23.315,22.154
2019-09-05,22.55,22.841,22.96,22.416
2019-09-06,20.695,22.548,23.061,20.535
2019-09-07,22.605,20.663,22.782,20.663
2019-09-08,22.424,22.61,22.788,22.16
2019-09-09,22.625,22.401,22.836,21.225
2019-09-10,21.914,22.616,22.8,21.448
2019-09-11,22.045,21.894,22.156,21.368
2019-09-12,22.643,22.045,22.717,21.648
2019-09-13,22.323,22.674,22.694,21.922
2019-09-14,22.524,22.348,22.829,22.14
2019-09-15,22.551,22.524,23.201,22.467
2019-09-16,22.687,22.551,22.796,21.956
2019-09-17,23.407,22.673,23.876,22.146
2019-09-18,24.201,23.392,24.398,23.006
2019-09-19,24.381,24.201,24.558,22.494
2019-09-20,24.19,24.417,24.449,23.798
2019-09-21,24.028,24.19,24.507,23.2
2019-09-22,24.395,24.029,24.505,23.55
2019-09-23,25.37,24.4,25.851,23.998
2019-09-24,22.738,25.39,25.611,19.95
2019-09-25,21.983,22.726,23.168,20.072
