,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
LTC Opening Price ($),3262.0,106.54591354996936,84.795,65.30864264066174,23.08,29.7422,35.793,42.76,54.35,84.795,147.82250000000002,196.7,228.16549999999998,308.64059999999995,389.84
LTC High Price ($),3262.0,109.90479153893317,87.625,68.32251256964703,23.6,30.9876,37.7415,43.620999999999995,55.525000000000006,87.625,152.03750000000002,203.51600000000002,239.11399999999978,324.6292999999999,413.49
LTC Low Price ($),3262.0,102.76092581238504,82.265,61.93680309538748,22.32,28.502200000000002,33.8955,41.982,53.0375,82.265,142.775,190.888,219.96099999999993,288.77999999999975,376.26
LTC Close Price ($),3262.0,106.48349785407724,84.76,65.24773131506646,23.08,29.7422,35.793,42.76,54.35,84.76,147.8,196.69899999999998,228.076,308.64059999999995,389.84
