,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
LTC Opening Price ($),1826.0,101.34435925520263,76.53999999999999,64.2232434043162,23.06,28.814999999999998,34.335,42.23,51.4475,76.53999999999999,140.28,191.22,225.5175,299.13750000000005,387.77
LTC High Price ($),1826.0,106.03077217962762,79.475,68.53157932615926,23.76,30.529999999999998,36.434999999999995,43.525000000000006,53.175,79.475,145.9225,199.9,235.53500000000003,327.05,420.0
LTC Low Price ($),1826.0,96.1873055859803,73.03999999999999,59.62714246502488,22.32,27.0425,32.735,40.855000000000004,49.582499999999996,73.03999999999999,133.67249999999999,180.2,212.25,269.61,345.0
LTC Close Price ($),1826.0,101.4113417305586,76.545,64.348537045936,23.08,28.86,34.355000000000004,42.239999999999995,51.47,76.545,140.275,191.20999999999998,225.5075,300.72,387.8
