,ETH
BTC,0.6926717547714139
ETC,0.5574831807646752
QTUM,0.5070757303029269
GNO,0.496922864446785
XRP,0.4719659856111601
SC,0.4706620285871254
BTS,0.4624019091937127
DGB,0.461321083965808
ZEN,0.4336761285838553
XEM,0.425342654617261
DCR,0.3851966391644756
LSK,0.3833931566424609
STEEM,0.3687813476737206
ANT,0.3600345623138688
ARK,0.3522688939079846
RLC,0.3346670720863396
KMD,0.3297794671289705
FIRO,0.3141069249627862
MAID,0.3077489064481971
MONA,0.2545981245834615
SYS,0.248805842624674
DOGE,0.2295497966482203
VERI,0.1843220525751686
USDT,0.1257097937770452
CON,0.1008315784658461
XWC,0.0546214276882926
