,ETH
BTC,0.7573963618860715
ETC,0.683555951785139
QTUM,0.6523235196663753
GNO,0.6433451223501003
LSK,0.6017290101757307
DGB,0.5975991437060352
DCR,0.5932645337862972
SC,0.5920685130849445
BTS,0.58659666785882
XRP,0.5864733223117451
ZEN,0.57835741011448
ARK,0.5625842431814261
XEM,0.5478338000566729
KMD,0.5436013234733386
ANT,0.5415798126781118
STEEM,0.5362439480111487
RLC,0.5241748103675502
FIRO,0.486662822167859
SYS,0.4673032285095767
MAID,0.4595414481392743
MONA,0.4189800343846792
DOGE,0.3119614920802317
VERI,0.3011020966976174
USDT,0.1068128277335425
CON,0.0910935754463272
XWC,0.0850718551182374
