,ETH
BTC,0.8003789153898678
ETC,0.7584909575236846
QTUM,0.7429372088632468
DCR,0.7322359441615239
GNO,0.7311562982304989
LSK,0.7309151425777685
BTS,0.7206217231268419
DGB,0.6998012925769704
XEM,0.6936719548035374
ZEN,0.6912237757794981
ARK,0.6907360200974799
KMD,0.6875313475148245
SC,0.6834387431628965
XRP,0.6666557065379333
STEEM,0.6591563413959608
ANT,0.6552216744256238
RLC,0.6502021402424495
SYS,0.6360896328527841
FIRO,0.579084699959531
MONA,0.5487833689225015
MAID,0.5153369305371007
DOGE,0.4067915667884759
VERI,0.3295017060090073
USDT,0.3113567371523917
XWC,0.119955801314523
CON,-0.027586562279311
