TIMESTAMP,KONG33898_OPEN_PRICE_USD,KONG33898_HIGH_PRICE_USD,KONG33898_LOW_PRICE_USD,KONG33898_CLOSE_PRICE_USD,KONG33898_VOLUME_USD,KONG33898_DIVIDENDS_USD,KONG33898_STOCK_SPLITS_USD
2024-11-12 00:00:00+00:00,0.014453000389039516,0.014894999563694,0.013240999542176723,0.013651000335812569,5193,0.0,0.0
2024-11-13 00:00:00+00:00,0.013651000335812569,0.013736000284552574,0.0123070003464818,0.013069000095129013,3598,0.0,0.0
2024-11-14 00:00:00+00:00,0.013069000095129013,0.013174000196158886,0.012078000232577324,0.012221000157296658,4075,0.0,0.0
2024-11-15 00:00:00+00:00,0.012221000157296658,0.013403999619185925,0.01184799987822771,0.01321099977940321,2827,0.0,0.0
2024-11-16 00:00:00+00:00,0.013155999593436718,0.014585999771952629,0.013066999614238739,0.014233999885618687,1791,0.0,0.0
2024-11-17 00:00:00+00:00,0.014233999885618687,0.01576099917292595,0.013799999840557575,0.014241999946534634,3902,0.0,0.0
2024-11-18 00:00:00+00:00,0.014241999946534634,0.015225999988615513,0.012215999886393547,0.012462000362575054,9082,0.0,0.0
2024-11-19 00:00:00+00:00,0.012462000362575054,0.013120000250637531,0.012384000234305859,0.012919999659061432,7322,0.0,0.0
2024-11-20 00:00:00+00:00,0.012919999659061432,0.014334999956190586,0.012645999900996685,0.012645999900996685,30389,0.0,0.0
2024-11-21 00:00:00+00:00,0.012645999900996685,0.013484000228345394,0.012582999654114246,0.013143000192940235,3041,0.0,0.0
2024-11-22 00:00:00+00:00,0.013143000192940235,0.016228999942541122,0.012969999574124813,0.016137000173330307,5678,0.0,0.0
2024-11-23 00:00:00+00:00,0.016137000173330307,0.017284000292420387,0.015569999814033508,0.016638999804854393,3217,0.0,0.0
2024-11-24 00:00:00+00:00,0.016638999804854393,0.01805100031197071,0.015723999589681625,0.01775999926030636,9482,0.0,0.0
2024-11-25 00:00:00+00:00,0.01775999926030636,0.019287999719381332,0.016852999106049538,0.01845799945294857,3691,0.0,0.0
2024-11-26 00:00:00+00:00,0.01845799945294857,0.019175000488758087,0.01742899976670742,0.018873000517487526,5112,0.0,0.0
2024-11-27 00:00:00+00:00,0.018873000517487526,0.020015999674797058,0.01853800006210804,0.01978199928998947,6249,0.0,0.0
2024-11-28 00:00:00+00:00,0.01978199928998947,0.0211350005120039,0.019387999549508095,0.020969999954104424,8672,0.0,0.0
2024-11-29 00:00:00+00:00,0.020969999954104424,0.021745000034570694,0.020382000133395195,0.021424999460577965,9248,0.0,0.0
2024-11-30 00:00:00+00:00,0.021424999460577965,0.024114999920129776,0.021170999854803085,0.024102000519633293,6387,0.0,0.0
2024-12-01 00:00:00+00:00,0.024102000519633293,0.025939999148249626,0.02309899963438511,0.02544800005853176,7464,0.0,0.0
2024-12-02 00:00:00+00:00,0.02544800005853176,0.028147999197244644,0.024891000241041183,0.028124000877141953,14375,0.0,0.0
2024-12-03 00:00:00+00:00,0.028124000877141953,0.03245300054550171,0.027698000892996788,0.03245300054550171,15882,0.0,0.0
2024-12-04 00:00:00+00:00,0.03245300054550171,0.033504001796245575,0.030720999464392662,0.03133099898695946,11687,0.0,0.0
2024-12-05 00:00:00+00:00,0.03133099898695946,0.031582001596689224,0.025492999702692032,0.0257789995521307,8519,0.0,0.0
2024-12-06 00:00:00+00:00,0.025801999494433403,0.028514999896287918,0.025621000677347183,0.02811400033533573,11087,0.0,0.0
2024-12-07 00:00:00+00:00,0.02811400033533573,0.0288309995085001,0.027256999164819717,0.02796199917793274,4820,0.0,0.0
2024-12-08 00:00:00+00:00,0.02814899943768978,0.028186999261379242,0.02693299949169159,0.02793099917471409,886,0.0,0.0
2024-12-09 00:00:00+00:00,0.02793099917471409,0.02793099917471409,0.0213639996945858,0.022985000163316727,1151,0.0,0.0
2024-12-10 00:00:00+00:00,0.022985000163316727,0.024204999208450317,0.021344000473618507,0.023277999833226204,3730,0.0,0.0
2024-12-11 00:00:00+00:00,0.023277999833226204,0.027242999523878098,0.022410999983549118,0.02713399939239025,7066,0.0,0.0
2024-12-12 00:00:00+00:00,0.02713399939239025,0.034122999757528305,0.026815000921487808,0.034122999757528305,45235,0.0,0.0
2024-12-13 00:00:00+00:00,0.034122999757528305,0.042424000799655914,0.0334630012512207,0.042424000799655914,101680,0.0,0.0
2024-12-14 00:00:00+00:00,0.042424000799655914,0.04941000044345856,0.04227599874138832,0.04941000044345856,67907,0.0,0.0
2024-12-15 00:00:00+00:00,0.04941000044345856,0.05954600125551224,0.0484049990773201,0.05950099974870682,90216,0.0,0.0
2024-12-16 00:00:00+00:00,0.05950099974870682,0.08347900211811066,0.05900200083851814,0.08168300241231918,119398,0.0,0.0
2024-12-17 00:00:00+00:00,0.08168300241231918,0.08200900256633759,0.05455299839377403,0.05482099950313568,99637,0.0,0.0
2024-12-18 00:00:00+00:00,0.05482099950313568,0.05830499902367592,0.054398998618125916,0.05440700054168701,57503,0.0,0.0
2024-12-19 00:00:00+00:00,0.05440700054168701,0.05564500018954277,0.04899200052022934,0.05103600025177002,24384,0.0,0.0
2024-12-20 00:00:00+00:00,0.05103600025177002,0.05532199889421463,0.04517899826169014,0.05518500134348869,23061,0.0,0.0
