TIMESTAMP,STRX_OPEN_PRICE_USD,STRX_HIGH_PRICE_USD,STRX_LOW_PRICE_USD,STRX_CLOSE_PRICE_USD,STRX_VOLUME_USD,STRX_DIVIDENDS_USD,STRX_STOCK_SPLITS_USD
2025-06-01 00:00:00+00:00,0.024786904454231262,0.024801354855298996,0.02412712574005127,0.024348916485905647,10390,0.0,0.0
