TIMESTAMP,IPX24592_OPEN_PRICE_USD,IPX24592_HIGH_PRICE_USD,IPX24592_LOW_PRICE_USD,IPX24592_CLOSE_PRICE_USD,IPX24592_VOLUME_USD,IPX24592_DIVIDENDS_USD,IPX24592_STOCK_SPLITS_USD
2023-04-21 00:00:00+00:00,0.0008679999737069011,0.0008950000046752393,0.0008019999950192869,0.0008040000102482736,4170,0.0,0.0
2023-04-22 00:00:00+00:00,0.0008040000102482736,0.0008319999906234443,0.000598000013269484,0.0007210000185295939,19536,0.0,0.0
2023-04-23 00:00:00+00:00,0.0007210000185295939,0.0007229999755509198,0.000691999972332269,0.0007040000054985285,2368,0.0,0.0
2023-04-24 00:00:00+00:00,0.0007040000054985285,0.0007399999885819852,0.0006990000256337225,0.0007229999755509198,2501,0.0,0.0
2023-04-25 00:00:00+00:00,0.0007229999755509198,0.00076299998909235,0.0007099999929778278,0.0007600000244565308,1761,0.0,0.0
2023-04-26 00:00:00+00:00,0.0007600000244565308,0.0010720000136643648,0.0007570000016130507,0.0009069999796338379,29846,0.0,0.0
2023-04-27 00:00:00+00:00,0.0009069999796338379,0.0009330000029876828,0.0009040000149980187,0.0009040000149980187,1565,0.0,0.0
2023-04-28 00:00:00+00:00,0.0009040000149980187,0.0009040000149980187,0.0008510000188834965,0.0008590000215917826,970,0.0,0.0
2023-04-29 00:00:00+00:00,0.0008590000215917826,0.0008660000166855752,0.0008520000264979899,0.0008559999987483025,948,0.0,0.0
2023-04-30 00:00:00+00:00,0.0008559999987483025,0.0008619999862276018,0.0008329999982379377,0.0008590000215917826,3453,0.0,0.0
2023-05-01 00:00:00+00:00,0.0008580000139772892,0.0008629999938420951,0.0007340000011026859,0.000742000003810972,6908,0.0,0.0
2023-05-02 00:00:00+00:00,0.000742000003810972,0.0007520000217482448,0.0007050000131130219,0.0007120000082068145,8709,0.0,0.0
2023-05-03 00:00:00+00:00,0.0007120000082068145,0.0008410000009462237,0.0007120000082068145,0.0008329999982379377,8881,0.0,0.0
2023-05-04 00:00:00+00:00,0.0008329999982379377,0.0008340000058524311,0.0007689999765716493,0.0007699999841861427,4886,0.0,0.0
2023-05-05 00:00:00+00:00,0.0007699999841861427,0.000770999991800636,0.0007130000158213079,0.0007140000234358013,13569,0.0,0.0
2023-05-06 00:00:00+00:00,0.0007140000234358013,0.0007820000173524022,0.0006980000180192292,0.0007469999836757779,36485,0.0,0.0
2023-05-07 00:00:00+00:00,0.0007459999760612845,0.000754999986384064,0.0006549999816343188,0.0006629999843426049,38771,0.0,0.0
2023-05-08 00:00:00+00:00,0.0006629999843426049,0.000674000009894371,0.0006350000039674342,0.0006370000191964209,36020,0.0,0.0
2023-05-09 00:00:00+00:00,0.0006370000191964209,0.000653000024612993,0.0006099999882280827,0.0006370000191964209,151194,0.0,0.0
2023-05-10 00:00:00+00:00,0.0006370000191964209,0.0006440000142902136,0.00056900002527982,0.0005869999877177179,279187,0.0,0.0
2023-05-11 00:00:00+00:00,0.0005869999877177179,0.0005970000056549907,0.0004769999941345304,0.00047900000936351717,232028,0.0,0.0
2023-05-12 00:00:00+00:00,0.00047900000936351717,0.0004839999892283231,0.0004579999949783087,0.0004619999963324517,306629,0.0,0.0
2023-05-13 00:00:00+00:00,0.0004619999963324517,0.00046400001156143844,0.00044800000614486635,0.0004490000137593597,305171,0.0,0.0
2023-05-14 00:00:00+00:00,0.0004490000137593597,0.00044999999227002263,0.0004309999931138009,0.0004330000083427876,256499,0.0,0.0
