,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),2456.0,144.97269543973943,142.925,78.49708319812602,29.2,40.3275,47.167500000000004,53.370000000000005,82.375,142.925,175.15,256.45,288.29499999999996,400.14,484.29
XMR High Price ($),2456.0,150.5257899022801,146.1,82.78741619713588,32.76,43.121,48.9375,54.965,85.6725,146.1,181.32500000000002,268.25,301.5675,417.4499999999998,519.13
XMR Low Price ($),2456.0,138.971506514658,139.1,73.66843977463677,25.08,38.055,45.245,51.94,78.8175,139.1,170.2,242.76,272.62,370.0,451.24
XMR Close Price ($),2456.0,145.00221498371334,142.9,78.46680711692323,29.2,40.3685,47.195,53.370000000000005,82.53,142.9,175.16,256.365,288.31,400.14,484.0
