,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),43271.0,148.28261445309792,148.3,72.18014805563358,27.02,45.64,54.004999999999995,61.89,86.37,148.3,175.3,247.9,272.4,397.14700000000084,515.99
XMR High Price ($),43271.0,149.2964322525479,149.0,72.88316628215657,30.39,45.88,54.31,62.18,86.905,149.0,176.2,250.0,274.1,402.0450000000004,519.13
XMR Low Price ($),43271.0,147.20841533590627,147.5,71.40658537279496,25.08,45.447,53.73,61.61,85.815,147.5,174.1,245.5,270.14,392.4130000000003,500.36
XMR Close Price ($),43271.0,148.28464837882186,148.3,72.17871898077178,27.02,45.64,54.01,61.89,86.37,148.3,175.3,247.9,272.4,397.14700000000084,515.99
