,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),3607.0,148.32240365955087,148.5,72.23941678166533,30.21,45.664199999999994,54.062,61.964,86.695,148.5,175.6,248.44400000000005,272.863,400.0844000000001,493.65
XMR High Price ($),3607.0,151.85723593013586,150.7,74.66431444292446,34.07,46.503,55.083,63.138,88.34,150.7,179.2,256.73600000000005,278.3,411.69080000000025,519.13
XMR Low Price ($),3607.0,144.42731355697256,145.6,69.44335044309257,25.08,44.8912,53.13,60.84,84.22,145.6,171.5,238.032,265.07,378.1246000000001,467.02
XMR Close Price ($),3607.0,148.34189631272525,148.5,72.223119724559,30.21,45.664199999999994,54.09,62.036,86.7,148.5,175.6,248.44400000000005,272.863,400.0844000000001,493.65
