,Observation Count,Mean,Median,Standard Deviation,Min,1%,5%,10%,25%,50%,75%,90%,95%,99%,Max
XMR Opening Price ($),7213.0,148.2933619853043,148.38,72.2131035380513,30.21,45.801199999999994,54.006,61.918,86.42,148.38,175.3,248.232,272.452,396.03000000000003,493.65
XMR High Price ($),7213.0,150.80062110079024,149.9,73.91838330394303,33.81,46.2636,54.82,62.724000000000004,87.87,149.9,177.8,254.76000000000005,276.84,406.4236,519.13
XMR Low Price ($),7213.0,145.5838070151116,146.4,70.28127066255124,25.08,45.1,53.384,61.124,85.01,146.4,172.5,242.28400000000002,266.9,382.15880000000016,482.4
XMR Close Price ($),7213.0,148.30337307638985,148.38,72.20491054683282,30.21,45.801199999999994,54.022,61.96000000000001,86.44,148.38,175.3,248.232,272.452,396.03000000000003,493.65
