TIMESTAMP,DFD_OPEN_PRICE_USD,DFD_HIGH_PRICE_USD,DFD_LOW_PRICE_USD,DFD_CLOSE_PRICE_USD,DFD_VOLUME_USD,DFD_DIVIDENDS_USD,DFD_STOCK_SPLITS_USD
2020-11-04 00:00:00+00:00,0.0,2.1296041011810303,0.0,2.018786907196045,132910,0.0,0.0
2020-11-05 00:00:00+00:00,2.0169529914855957,2.0238380432128906,1.7953399419784546,1.7953399419784546,168945,0.0,0.0
2020-11-06 00:00:00+00:00,1.799399971961975,1.799399971961975,1.5444409847259521,1.5469310283660889,125686,0.0,0.0
2020-11-07 00:00:00+00:00,1.5443960428237915,1.5443960428237915,1.3956279754638672,1.3957699537277222,110583,0.0,0.0
2020-11-08 00:00:00+00:00,1.3957890272140503,1.4208489656448364,1.284095048904419,1.2876360416412354,100204,0.0,0.0
2020-11-09 00:00:00+00:00,1.287672996520996,1.287672996520996,1.1412559747695923,1.1412559747695923,104734,0.0,0.0
2020-11-10 00:00:00+00:00,1.142084002494812,1.142084002494812,1.026705026626587,1.047368049621582,100689,0.0,0.0
2020-11-11 00:00:00+00:00,1.0477269887924194,1.1038869619369507,0.9911080002784729,1.0925960540771484,49486,0.0,0.0
2020-11-12 00:00:00+00:00,1.092607021331787,1.1478689908981323,1.0069719552993774,1.012323021888733,240169,0.0,0.0
2020-11-13 00:00:00+00:00,1.0122679471969604,1.0122679471969604,0.8549900054931641,0.8579220175743103,237449,0.0,0.0
2020-11-14 00:00:00+00:00,0.8548920154571533,0.8575050234794617,0.7065119743347168,0.7065119743347168,217291,0.0,0.0
2020-11-15 00:00:00+00:00,0.7072700262069702,0.7072700262069702,0.6295080184936523,0.6295080184936523,74707,0.0,0.0
2020-11-16 00:00:00+00:00,0.6297929883003235,0.6424090266227722,0.521049976348877,0.521049976348877,159418,0.0,0.0
2020-11-17 00:00:00+00:00,0.5214890241622925,0.5214890241622925,0.4698370099067688,0.47171199321746826,61754,0.0,0.0
2020-11-18 00:00:00+00:00,0.4716300070285797,0.47171899676322937,0.4264349937438965,0.4264709949493408,49981,0.0,0.0
2020-11-19 00:00:00+00:00,0.4264400005340576,0.42684099078178406,0.3740079998970032,0.3774249851703644,66471,0.0,0.0
