TIMESTAMP,HARRYBOLZ_OPEN_PRICE_USD,HARRYBOLZ_HIGH_PRICE_USD,HARRYBOLZ_LOW_PRICE_USD,HARRYBOLZ_CLOSE_PRICE_USD,HARRYBOLZ_VOLUME_USD,HARRYBOLZ_DIVIDENDS_USD,HARRYBOLZ_STOCK_SPLITS_USD
2025-06-01 00:00:00+00:00,1.889890018568971e-13,1.8898923224985875e-13,1.889890018568971e-13,1.8898923224985875e-13,2,0.0,0.0
