TIMESTAMP,MFAM_OPEN_PRICE_USD,MFAM_HIGH_PRICE_USD,MFAM_LOW_PRICE_USD,MFAM_CLOSE_PRICE_USD,MFAM_VOLUME_USD,MFAM_DIVIDENDS_USD,MFAM_STOCK_SPLITS_USD
2022-05-10 00:00:00+00:00,0.01634399965405464,0.01634399965405464,0.014522000215947628,0.015031999908387661,22076,0.0,0.0
2022-05-11 00:00:00+00:00,0.015031999908387661,0.015327000059187412,0.010002000257372856,0.010493000037968159,14667,0.0,0.0
2022-05-12 00:00:00+00:00,0.010494999587535858,0.010741000063717365,0.009096999652683735,0.009952000342309475,17218,0.0,0.0
2022-05-13 00:00:00+00:00,0.009940999560058117,0.011575999669730663,0.009910999797284603,0.010809999890625477,15074,0.0,0.0
2022-05-14 00:00:00+00:00,0.010809999890625477,0.010909000411629677,0.009571000002324581,0.010259999893605709,16755,0.0,0.0
2022-05-15 00:00:00+00:00,0.010259999893605709,0.013164999894797802,0.01003399956971407,0.013133999891579151,21807,0.0,0.0
2022-05-16 00:00:00+00:00,0.013141999952495098,0.01348000019788742,0.012001000344753265,0.012118999846279621,14790,0.0,0.0
2022-05-17 00:00:00+00:00,0.012118999846279621,0.014626000076532364,0.012075000442564487,0.014024999924004078,24212,0.0,0.0
2022-05-18 00:00:00+00:00,0.014039999805390835,0.014182999730110168,0.011637999676167965,0.011676999740302563,29914,0.0,0.0
2022-05-19 00:00:00+00:00,0.011676999740302563,0.01271899975836277,0.011649000458419323,0.012609000317752361,14755,0.0,0.0
2022-05-20 00:00:00+00:00,0.012609000317752361,0.012640999630093575,0.011517000384628773,0.011760000139474869,14341,0.0,0.0
2022-05-21 00:00:00+00:00,0.011753999628126621,0.01294699963182211,0.011649000458419323,0.01279900036752224,15516,0.0,0.0
2022-05-22 00:00:00+00:00,0.012799999676644802,0.014337999746203423,0.012695999816060066,0.013736000284552574,16320,0.0,0.0
2022-05-23 00:00:00+00:00,0.013736000284552574,0.01537999976426363,0.013636999763548374,0.013813000172376633,20895,0.0,0.0
2022-05-24 00:00:00+00:00,0.013813000172376633,0.014360999688506126,0.01256799977272749,0.014274000190198421,18677,0.0,0.0
2022-05-25 00:00:00+00:00,0.014274000190198421,0.014445999637246132,0.013383000157773495,0.013383000157773495,15241,0.0,0.0
2022-05-26 00:00:00+00:00,0.013383000157773495,0.013559999875724316,0.01155100017786026,0.011579999700188637,12676,0.0,0.0
2022-05-27 00:00:00+00:00,0.011580999940633774,0.011966999620199203,0.010378999635577202,0.010383999906480312,22723,0.0,0.0
2022-05-28 00:00:00+00:00,0.010432999581098557,0.010515999980270863,0.010235000401735306,0.010425000451505184,14507,0.0,0.0
2022-05-29 00:00:00+00:00,0.010425000451505184,0.010604999959468842,0.010161999613046646,0.01054800022393465,14866,0.0,0.0
2022-05-30 00:00:00+00:00,0.01054800022393465,0.011320999823510647,0.010476999916136265,0.011296000331640244,17427,0.0,0.0
2022-05-31 00:00:00+00:00,0.011296000331640244,0.011408999562263489,0.010483999736607075,0.010634000413119793,16603,0.0,0.0
2022-06-01 00:00:00+00:00,0.010634000413119793,0.01068899966776371,0.008825999684631824,0.008887000381946564,17956,0.0,0.0
2022-06-02 00:00:00+00:00,0.008887000381946564,0.00889699999243021,0.008531000465154648,0.008740999735891819,14008,0.0,0.0
2022-06-03 00:00:00+00:00,0.008740999735891819,0.00875299982726574,0.008142000064253807,0.008240999653935432,13805,0.0,0.0
2022-06-04 00:00:00+00:00,0.008240999653935432,0.008314000442624092,0.007822000421583652,0.008189000189304352,14460,0.0,0.0
2022-06-05 00:00:00+00:00,0.008189000189304352,0.008243000134825706,0.007877999916672707,0.008073000237345695,13737,0.0,0.0
2022-06-06 00:00:00+00:00,0.008073000237345695,0.008437000215053558,0.0075610000640153885,0.0075610000640153885,14904,0.0,0.0
2022-06-07 00:00:00+00:00,0.0075610000640153885,0.0076870000921189785,0.005646000150591135,0.006039000116288662,15484,0.0,0.0
2022-06-08 00:00:00+00:00,0.006039000116288662,0.006180000025779009,0.0057390001602470875,0.005843000020831823,15231,0.0,0.0
2022-06-09 00:00:00+00:00,0.005843000020831823,0.006171000190079212,0.00570000009611249,0.005778000224381685,14895,0.0,0.0
