,MSE,MAE,RMSE,MAPE,R2
0,23649.844140733883,116.61502529288292,153.7850582492782,0.0501323570759231,0.7317769125467968
1,7166.412314526039,66.01014545609267,84.65466504880897,0.0314186438777809,0.7906256977702336
2,17880.170397907463,109.01323931589512,133.71675436499146,0.0353775972786355,0.6627740094227528
3,48402.91708021562,170.82532791266306,220.006629627872,0.05268716927321201,0.6207067081203069
4,25026.03790503388,121.47324593019202,158.1962006656098,0.0317723026400686,0.7602250540672383
5,33295.383066111914,137.72933607415536,182.4702251495074,0.031730751754477,0.2968647290840325
6,22058.27680874929,106.31752237115164,148.52029089908658,0.0267447676781169,0.5676597969098718
7,18593.947741272004,99.65688852462732,136.35962650752606,0.0334492649209712,0.9065486300737328
8,17740.773524620497,102.08324756860571,133.1944950987859,0.0353891266183432,0.548636443284414
9,10545.906092980294,78.35552563009904,102.6932621595998,0.027696709390698303,0.861524023089538
10,9660.713595664924,76.16717213966521,98.2889291612485,0.0248227569554825,0.7734637491299908
11,13686.114680523553,100.81617729818997,116.98766892507756,0.0466260498580473,0.8928254979900978
Mean,20642.20811236161,107.088571126185,139.07281715478268,0.03565395811014638,0.7011359376240839
