TIMESTAMP,BEE33259_OPEN_PRICE_USD,BEE33259_HIGH_PRICE_USD,BEE33259_LOW_PRICE_USD,BEE33259_CLOSE_PRICE_USD,BEE33259_VOLUME_USD,BEE33259_DIVIDENDS_USD,BEE33259_STOCK_SPLITS_USD
2024-10-01 00:00:00+00:00,0.017582999542355537,0.01887200027704239,0.014456000179052353,0.016767999157309532,6347423,0.0,0.0
2024-10-02 00:00:00+00:00,0.01677200011909008,0.018101999536156654,0.007546000182628632,0.009483999572694302,5550351,0.0,0.0
2024-10-03 00:00:00+00:00,0.009204000234603882,0.010529999621212482,0.0005740000051446259,0.0005949999904260039,3314188,0.0,0.0
2024-10-04 00:00:00+00:00,0.0005949999904260039,0.0007570000016130507,0.00017800000205170363,0.00018699999782256782,326746,0.0,0.0
2024-10-05 00:00:00+00:00,0.00018699999782256782,0.00026500000967644155,8.199999865610152e-05,0.00011500000255182385,64310,0.0,0.0
2024-10-06 00:00:00+00:00,0.00011500000255182385,0.0001539999939268455,9.899999713525176e-05,0.00014800000644754618,17368,0.0,0.0
2024-10-07 00:00:00+00:00,0.00014800000644754618,0.00017899999511428177,0.00011899999663000926,0.0001289999927394092,18751,0.0,0.0
2024-10-08 00:00:00+00:00,0.00013000000035390258,0.0001340000017080456,0.00010599999950500205,0.00010900000052060932,17266,0.0,0.0
2024-10-09 00:00:00+00:00,0.00010900000052060932,0.00010900000052060932,9.40000027185306e-05,9.500000305706635e-05,6581,0.0,0.0
2024-10-10 00:00:00+00:00,9.500000305706635e-05,0.0002680000034160912,7.999999797903001e-05,0.00014600000577047467,46880,0.0,0.0
2024-10-11 00:00:00+00:00,0.00014600000577047467,0.0002749999985098839,0.00014600000577047467,0.00015900000289548188,43727,0.0,0.0
2024-10-12 00:00:00+00:00,0.00015900000289548188,0.00016199999663513154,0.0001429999974789098,0.0001449999981559813,6791,0.0,0.0
2024-10-13 00:00:00+00:00,0.0001449999981559813,0.00016900000628083944,0.0001449999981559813,0.00015999999595806003,7196,0.0,0.0
2024-10-14 00:00:00+00:00,0.00015999999595806003,0.00021699999342672527,0.00015500000154133886,0.00021699999342672527,11419,0.0,0.0
2024-10-15 00:00:00+00:00,0.00021699999342672527,0.00021699999342672527,0.00015100000018719584,0.00015199999324977398,7784,0.0,0.0
2024-10-16 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.00011600000289035961,0.0001230000052601099,5667,0.0,0.0
2024-10-17 00:00:00+00:00,0.0001230000052601099,0.0001340000017080456,0.0001140000022132881,0.00011600000289035961,3760,0.0,0.0
2024-10-18 00:00:00+00:00,0.00011600000289035961,0.0001250000059371814,9.600000339560211e-05,9.699999645818025e-05,5372,0.0,0.0
2024-10-19 00:00:00+00:00,9.699999645818025e-05,0.00010299999848939478,9.699999645818025e-05,0.00010199999815085903,1186,0.0,0.0
2024-10-20 00:00:00+00:00,0.00010199999815085903,0.00011000000085914508,9.999999747378752e-05,0.00010299999848939478,2393,0.0,0.0
2024-10-21 00:00:00+00:00,0.00010299999848939478,0.00010599999950500205,9.200000204145908e-05,9.500000305706635e-05,2579,0.0,0.0
2024-10-22 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,8.70000003487803e-05,8.900000102585182e-05,1860,0.0,0.0
2024-10-23 00:00:00+00:00,8.900000102585182e-05,0.00012799999967683107,8.399999933317304e-05,9.899999713525176e-05,10448,0.0,0.0
2024-10-24 00:00:00+00:00,9.999999747378752e-05,9.999999747378752e-05,7.999999797903001e-05,7.999999797903001e-05,3033,0.0,0.0
2024-10-25 00:00:00+00:00,7.999999797903001e-05,9.40000027185306e-05,7.400000322377309e-05,8.900000102585182e-05,4648,0.0,0.0
2024-10-26 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,6.800000119255856e-05,6.900000153109431e-05,3341,0.0,0.0
2024-10-27 00:00:00+00:00,6.900000153109431e-05,9.7999996796716e-05,6.900000153109431e-05,8.299999899463728e-05,4766,0.0,0.0
2024-10-28 00:00:00+00:00,8.299999899463728e-05,8.900000102585182e-05,7.699999696342275e-05,7.899999764049426e-05,1819,0.0,0.0
2024-10-29 00:00:00+00:00,7.899999764049426e-05,8.099999831756577e-05,6.70000008540228e-05,6.70000008540228e-05,1641,0.0,0.0
2024-10-30 00:00:00+00:00,6.70000008540228e-05,7.000000186963007e-05,6.70000008540228e-05,6.900000153109431e-05,993,0.0,0.0
2024-10-31 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.199999916134402e-05,6.399999983841553e-05,1236,0.0,0.0
2024-11-01 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,5.999999848427251e-05,6.199999916134402e-05,1205,0.0,0.0
2024-11-02 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,5.8000001445179805e-05,6.0999998822808266e-05,1062,0.0,0.0
2024-11-03 00:00:00+00:00,6.0999998822808266e-05,0.0003530000103637576,4.8000001697801054e-05,0.00011000000085914508,82339,0.0,0.0
2024-11-04 00:00:00+00:00,0.00011000000085914508,0.00012399999832268804,7.200000254670158e-05,7.400000322377309e-05,9568,0.0,0.0
2024-11-05 00:00:00+00:00,7.400000322377309e-05,8.199999865610152e-05,7.300000288523734e-05,7.699999696342275e-05,1463,0.0,0.0
2024-11-06 00:00:00+00:00,7.699999696342275e-05,9.000000136438757e-05,7.699999696342275e-05,7.899999764049426e-05,4062,0.0,0.0
2024-11-07 00:00:00+00:00,7.899999764049426e-05,8.600000001024455e-05,6.0999998822808266e-05,6.900000153109431e-05,6496,0.0,0.0
2024-11-08 00:00:00+00:00,6.900000153109431e-05,7.500000356230885e-05,6.900000153109431e-05,7.300000288523734e-05,1560,0.0,0.0
2024-11-09 00:00:00+00:00,7.300000288523734e-05,7.300000288523734e-05,6.500000017695129e-05,6.800000119255856e-05,1115,0.0,0.0
2024-11-10 00:00:00+00:00,6.800000119255856e-05,8.299999899463728e-05,6.800000119255856e-05,8.099999831756577e-05,1327,0.0,0.0
2024-11-11 00:00:00+00:00,8.099999831756577e-05,8.70000003487803e-05,7.79999973019585e-05,8.299999899463728e-05,2427,0.0,0.0
2024-11-12 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,7.400000322377309e-05,7.699999696342275e-05,1477,0.0,0.0
2024-11-13 00:00:00+00:00,7.699999696342275e-05,8.600000001024455e-05,6.500000017695129e-05,7.599999662488699e-05,4207,0.0,0.0
2024-11-14 00:00:00+00:00,7.599999662488699e-05,7.899999764049426e-05,5.999999848427251e-05,7.79999973019585e-05,4066,0.0,0.0
2024-11-15 00:00:00+00:00,7.599999662488699e-05,0.00014400000509340316,7.599999662488699e-05,0.00013000000035390258,24213,0.0,0.0
2024-11-16 00:00:00+00:00,0.00013000000035390258,0.00013000000035390258,8.800000068731606e-05,9.40000027185306e-05,11251,0.0,0.0
2024-11-17 00:00:00+00:00,9.40000027185306e-05,0.00013000000035390258,8.800000068731606e-05,0.00013000000035390258,10699,0.0,0.0
2024-11-18 00:00:00+00:00,0.00013000000035390258,0.00013000000035390258,0.0001049999991664663,0.00011500000255182385,5953,0.0,0.0
2024-11-19 00:00:00+00:00,0.00011500000255182385,0.00012799999967683107,7.999999797903001e-05,8.199999865610152e-05,12313,0.0,0.0
