TIMESTAMP,LETSGO_OPEN_PRICE_USD,LETSGO_HIGH_PRICE_USD,LETSGO_LOW_PRICE_USD,LETSGO_CLOSE_PRICE_USD,LETSGO_VOLUME_USD,LETSGO_DIVIDENDS_USD,LETSGO_STOCK_SPLITS_USD
2022-03-01 00:00:00+00:00,,,,0.0,155214,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,187323,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,116101,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,22783,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,94173,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,32210,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,35135,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,95297,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,38074,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,69443,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,88557,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,15649,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,69467,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,16086,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,586360,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,554402,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,513373,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,1476974,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,3117183,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,664550,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,159388,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,136854,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,372159,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,133563,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,151733,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,103100,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,104273,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,111899,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,257449,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,76253,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,48482,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,65816,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,197989,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,68892,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,448808,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,448836,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,375455,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,233566,0.0,0.0
