TIMESTAMP,FANC_OPEN_PRICE_USD,FANC_HIGH_PRICE_USD,FANC_LOW_PRICE_USD,FANC_CLOSE_PRICE_USD,FANC_VOLUME_USD,FANC_DIVIDENDS_USD,FANC_STOCK_SPLITS_USD
2022-06-30 00:00:00+00:00,0.698710024356842,0.7011600136756897,0.6399000287055969,0.700543999671936,9661,0.0,0.0
2022-07-01 00:00:00+00:00,0.7006670236587524,1.2834609746932983,0.7005400061607361,1.282945990562439,27261,0.0,0.0
2022-07-02 00:00:00+00:00,1.2829960584640503,2.013948917388916,1.2827370166778564,1.910984992980957,26713,0.0,0.0
2022-07-03 00:00:00+00:00,1.9109649658203125,1.989027976989746,1.9106069803237915,1.9884649515151978,1790,0.0,0.0
2022-07-04 00:00:00+00:00,1.9884350299835205,2.1591908931732178,1.925076961517334,1.9259289503097534,8518,0.0,0.0
2022-07-05 00:00:00+00:00,1.9259870052337646,1.9263700246810913,1.9249730110168457,1.9254419803619385,0,0.0,0.0
2022-07-06 00:00:00+00:00,1.925555944442749,2.3443069458007812,1.9251500368118286,2.033950090408325,27354,0.0,0.0
2022-07-07 00:00:00+00:00,2.0339789390563965,2.0413200855255127,1.787485957145691,2.0405189990997314,12364,0.0,0.0
2022-07-08 00:00:00+00:00,2.04054594039917,2.239928960800171,1.9552969932556152,1.9552969932556152,9841,0.0,0.0
2022-07-09 00:00:00+00:00,1.9555649757385254,2.494391918182373,1.4904040098190308,1.5180460214614868,26618,0.0,0.0
2022-07-10 00:00:00+00:00,1.5180690288543701,2.1662120819091797,1.5178799629211426,2.1654369831085205,18873,0.0,0.0
2022-07-11 00:00:00+00:00,2.165472984313965,2.3370399475097656,2.1651198863983154,2.3359110355377197,4284,0.0,0.0
2022-07-12 00:00:00+00:00,2.3359150886535645,2.505873918533325,2.3347840309143066,2.504067897796631,4129,0.0,0.0
2022-07-13 00:00:00+00:00,2.5042099952697754,2.6865570545196533,2.5042099952697754,2.684567928314209,4253,0.0,0.0
2022-07-14 00:00:00+00:00,2.6848819255828857,2.8756771087646484,1.1826759576797485,2.324234962463379,94210,0.0,0.0
2022-07-15 00:00:00+00:00,2.3242640495300293,3.2776970863342285,2.323312997817993,2.8785860538482666,40446,0.0,0.0
2022-07-16 00:00:00+00:00,2.8785359859466553,3.2245728969573975,2.8498289585113525,3.222273111343384,19249,0.0,0.0
2022-07-17 00:00:00+00:00,3.2223401069641113,3.2229020595550537,3.004746913909912,3.0801329612731934,5271,0.0,0.0
2022-07-18 00:00:00+00:00,3.080112934112549,3.6202850341796875,3.0796101093292236,3.520052909851074,28839,0.0,0.0
2022-07-19 00:00:00+00:00,3.51932692527771,4.3993940353393555,3.254041910171509,3.9454710483551025,2612615,0.0,0.0
2022-07-20 00:00:00+00:00,3.945483922958374,4.045472145080566,3.899322032928467,3.9353060722351074,3945586,0.0,0.0
2022-07-21 00:00:00+00:00,3.9352478981018066,4.089365005493164,2.2105441093444824,3.0859339237213135,5475128,0.0,0.0
2022-07-22 00:00:00+00:00,3.085937023162842,3.651761054992676,3.0024540424346924,3.321647882461548,4695076,0.0,0.0
2022-07-23 00:00:00+00:00,3.3216469287872314,3.407104969024658,3.307598114013672,3.3651270866394043,5054654,0.0,0.0
2022-07-24 00:00:00+00:00,3.3651199340820312,3.4015378952026367,3.287074089050293,3.3560550212860107,6873743,0.0,0.0
2022-07-25 00:00:00+00:00,3.356062889099121,3.4032180309295654,3.2982330322265625,3.364208936691284,4945962,0.0,0.0
2022-07-26 00:00:00+00:00,3.364224910736084,3.4491748809814453,3.2551310062408447,3.349159002304077,1158231,0.0,0.0
