TIMESTAMP,KROM_OPEN_PRICE_USD,KROM_HIGH_PRICE_USD,KROM_LOW_PRICE_USD,KROM_CLOSE_PRICE_USD,KROM_VOLUME_USD,KROM_DIVIDENDS_USD,KROM_STOCK_SPLITS_USD
2021-11-18 00:00:00+00:00,0.005197999998927116,0.010068999603390694,0.005197999998927116,0.010057000443339348,395365,0.0,0.0
2021-11-19 00:00:00+00:00,0.010060999542474747,0.047672998160123825,0.010058999992907047,0.03333200141787529,1500423,0.0,0.0
2021-11-20 00:00:00+00:00,0.033344998955726624,0.14776499569416046,0.033319998532533646,0.09680700302124023,5009413,0.0,0.0
2021-11-21 00:00:00+00:00,0.09678000211715698,0.22827300429344177,0.09678000211715698,0.14734600484371185,6159078,0.0,0.0
2021-11-22 00:00:00+00:00,0.14729300141334534,0.1489890068769455,0.07605700194835663,0.0807270035147667,2652789,0.0,0.0
2021-11-23 00:00:00+00:00,0.08072599768638611,0.1687840074300766,0.05339900031685829,0.13015100359916687,3669528,0.0,0.0
2021-11-24 00:00:00+00:00,0.1302099972963333,0.1302099972963333,0.09264600276947021,0.12121199816465378,3360396,0.0,0.0
2021-11-25 00:00:00+00:00,0.09330900013446808,0.09489099681377411,0.07908900082111359,0.08552499860525131,863177,0.0,0.0
2021-11-26 00:00:00+00:00,0.0791580006480217,0.07946199923753738,0.059199001640081406,0.06443600356578827,435448,0.0,0.0
2021-11-27 00:00:00+00:00,0.0643640011548996,0.06481699645519257,0.05813099816441536,0.06044600158929825,329332,0.0,0.0
2021-11-28 00:00:00+00:00,0.060478001832962036,0.07232599705457687,0.05545099824666977,0.07232599705457687,227843,0.0,0.0
2021-11-29 00:00:00+00:00,0.07231800258159637,0.0827149972319603,0.07222499698400497,0.07393600046634674,270861,0.0,0.0
2021-11-30 00:00:00+00:00,0.07395300269126892,0.07523199915885925,0.06749799847602844,0.07035800069570541,136075,0.0,0.0
2021-12-01 00:00:00+00:00,0.0703279972076416,0.07422400265932083,0.07028599828481674,0.07203999906778336,0,0.0,0.0
2021-12-02 00:00:00+00:00,0.07204300165176392,0.08070500195026398,0.07118000090122223,0.08029499650001526,40487,0.0,0.0
2021-12-03 00:00:00+00:00,0.0802609995007515,0.08044999837875366,0.05372599884867668,0.06256599724292755,328013,0.0,0.0
2021-12-04 00:00:00+00:00,0.06255000084638596,0.06303899735212326,0.05368899926543236,0.05955199897289276,225297,0.0,0.0
2021-12-05 00:00:00+00:00,0.05953200161457062,0.06121499836444855,0.05459300056099892,0.054673999547958374,70159,0.0,0.0
2021-12-06 00:00:00+00:00,0.05469600111246109,0.054962001740932465,0.04353399947285652,0.05043800175189972,166020,0.0,0.0
2021-12-07 00:00:00+00:00,0.05048299953341484,0.051892999559640884,0.0500280000269413,0.050508998334407806,12610,0.0,0.0
2021-12-08 00:00:00+00:00,0.05051099881529808,0.05147799849510193,0.04999599978327751,0.05042799934744835,98259,0.0,0.0
2021-12-09 00:00:00+00:00,0.050443001091480255,0.050592001527547836,0.04303700104355812,0.0433179996907711,81800,0.0,0.0
2021-12-10 00:00:00+00:00,0.04329200088977814,0.04906899854540825,0.04324200004339218,0.04732000082731247,91841,0.0,0.0
2021-12-11 00:00:00+00:00,0.04730699956417084,0.04887299984693527,0.04628799855709076,0.04746299982070923,96111,0.0,0.0
2021-12-12 00:00:00+00:00,0.047456998378038406,0.04746299982070923,0.04239099845290184,0.04481400176882744,94105,0.0,0.0
2021-12-13 00:00:00+00:00,0.0448170006275177,0.0449800007045269,0.04133699834346771,0.041877999901771545,31980,0.0,0.0
2021-12-14 00:00:00+00:00,0.0418660007417202,0.04222699999809265,0.04058299958705902,0.04142700135707855,17276,0.0,0.0
2021-12-15 00:00:00+00:00,0.04143400117754936,0.04277300089597702,0.03913100063800812,0.04203899949789047,39649,0.0,0.0
2021-12-16 00:00:00+00:00,0.04203600063920021,0.0421690009534359,0.037199001759290695,0.037400998175144196,159017,0.0,0.0
2021-12-17 00:00:00+00:00,0.037397999316453934,0.03854899853467941,0.03569599986076355,0.0369889996945858,21474,0.0,0.0
2021-12-18 00:00:00+00:00,0.036993999034166336,0.03923400118947029,0.03689200058579445,0.0390859991312027,23194,0.0,0.0
2021-12-19 00:00:00+00:00,0.0390859991312027,0.05267399922013283,0.0388059988617897,0.04999300092458725,155855,0.0,0.0
2021-12-20 00:00:00+00:00,0.04998699948191643,0.05049600079655647,0.046852000057697296,0.05035699903964996,36942,0.0,0.0
2021-12-21 00:00:00+00:00,0.050345998257398605,0.05206900089979172,0.05033300071954727,0.05201999843120575,11888,0.0,0.0
2021-12-22 00:00:00+00:00,0.051989998668432236,0.05764999985694885,0.047596998512744904,0.04766499996185303,156943,0.0,0.0
2021-12-23 00:00:00+00:00,0.047680001705884933,0.05298899859189987,0.0471780002117157,0.05291000008583069,33316,0.0,0.0
2021-12-24 00:00:00+00:00,0.05289199948310852,0.056742001324892044,0.05240600183606148,0.056143999099731445,77381,0.0,0.0
2021-12-25 00:00:00+00:00,0.0561939999461174,0.05741700157523155,0.05506100133061409,0.056432999670505524,8791,0.0,0.0
2021-12-26 00:00:00+00:00,0.056223999708890915,0.056439999490976334,0.05336200073361397,0.05421999841928482,46036,0.0,0.0
2021-12-27 00:00:00+00:00,0.05422599986195564,0.05592099949717522,0.053606998175382614,0.054733000695705414,73219,0.0,0.0
2021-12-28 00:00:00+00:00,0.05473199859261513,0.054749999195337296,0.04369800165295601,0.043706998229026794,209884,0.0,0.0
