Lag,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XWC,ZEN
1,0.29217704745367523,0.0629557525340198,0.1427559512891533,0.0505501407002519,0.3259223571221148,0.13759310525603113,0.05017316851094492,0.5386975389527492,0.18202070001358106,0.12573264637484868,0.3564485690387713,0.21892168096571035,0.04850232627803634,0.10497487012393134,0.10320440015204214,0.3187488585199463,0.051602008588361045,0.32930866699819283,0.2710556566473088,0.5263107065403538,0.4486302200199225,0.3050835544444396,0.593618555059044,0.035324462052634974,0.43120471215033157,0.21855402866048512
2,0.3891159154184097,0.1251773982131497,0.01582727189009325,0.07218363362796944,0.4168647258230556,0.1668768047635052,0.11510916636958346,4.702533585293171e-05,0.1562095386939687,0.07522408181841125,0.6458465501644223,0.30282727364327366,0.06789715685723889,0.14731253679154763,0.10721765055665623,0.3228604442372256,0.12612939667137957,0.4361038997575112,0.23007967340697583,0.4178581781701159,0.43876917011808475,0.012476011561212526,0.5363523584864512,0.0064056959014436735,0.5811346947526361,0.21868141297346597
3,0.5474686692959326,0.1561278197698879,0.022072592873477827,0.12322475643295874,0.5569771152361394,0.23384908236772148,0.137960527688976,2.7677426952233563e-05,0.1402221577403584,0.08870688172618392,0.6301068601778033,0.22725710450524406,0.10635046003203627,0.1743973371266595,0.12584123516195328,0.396158157967275,0.041214703284063896,0.43603583248649475,0.22422516860831573,0.4835917214895805,0.10593578794577249,0.01833755725492319,0.2604334321509506,0.006012924607130063,0.7367516373422979,0.07462115860935492
4,0.5519863433726682,0.18662354374039758,0.01721783683936488,0.06513153045909917,0.6842737308000251,0.2674959875450662,0.1004182518210719,8.029374920919456e-05,0.14839050675855106,0.05257974716151928,0.4787682108906652,0.2820678225563718,0.14401261213129157,0.056688889917599364,0.10523349415160116,0.41993854171800055,0.0467319187863183,0.49953927650802593,0.24620042150181798,0.5643373144052448,0.15817961593599975,0.03171764103647197,0.3697244042160389,0.00021187376772222128,0.8570276810834387,0.12269547330988106
5,0.44182954107031536,0.20517905234274095,0.020497769214976425,0.07584697500659049,0.7765536534471753,0.35609502555666306,0.09269033777750979,0.00019367025398126997,0.17015430845866034,0.026774149956064627,0.4120344049881056,0.10421488808637171,0.2185415275400402,0.04670457238986347,0.13740314614897223,0.19123649927491576,0.014087861559627633,0.5321395653639063,0.31210797530884044,0.5304723494560777,0.21067284778972056,0.03216723971898923,0.4322857537020762,0.0002113013131269226,0.8373083452748786,0.09264438447413972
6,0.3704216301676544,0.1950169799271444,0.025217882774892744,0.11258080105997953,0.8515609103192463,0.2792699920574498,0.06877701553823619,0.00024461421046892965,0.1788656862753142,0.059836063855479425,0.45076498369303597,0.09331158303452385,0.07579944364678863,0.050527716950067865,0.2062230305289379,0.21363434295230554,0.008196520174007738,0.4437349139426245,0.1229786241177814,0.5749443257064301,0.1865487858157687,0.01000780797724268,0.5198873978004505,3.9562242788107407e-05,0.8917825106420623,0.11971635762235225
7,0.28137048493521016,0.20727053194122302,0.03224175590395331,0.14333426971581065,0.8686409776424975,0.14365278333118378,0.042621098840509526,0.0003809357509954611,0.0266725354926863,0.0018600289401048654,0.501050963678166,0.08881151096596367,0.09192600800394482,0.06223038950712726,0.17971456657800455,0.1656180297393499,0.011507908582583638,0.21297976689344486,0.012761505391195534,0.6413961541548812,0.22267906375629623,0.003191439657966239,0.5622738924729461,7.117852343022751e-05,0.9375509614765042,0.13102799518783192
8,0.21949306396271057,0.22296192888833832,0.053785542014918086,0.06539609374376897,0.8975071775106138,0.02663312664023239,0.03659265462976655,5.164200561214088e-05,0.018775317896359174,0.0010761172288039507,0.5102296707050621,0.05676818596179622,0.12459313842896894,0.0701824470364936,0.1538883102740707,0.18735065609777124,0.017416755113691756,0.16717152291281087,0.016979113814938697,0.4271362098403205,0.21634410872406107,0.0016807201696673593,0.6221721660412769,7.635253321814599e-07,0.9315271937682401,0.1281055216436333
9,0.24772530371832652,0.03155300318239886,0.02137625700445547,0.020122911295041027,0.9268899897294244,0.030294150179669247,0.057216564070498556,9.923785748535929e-05,0.02961915995409244,0.0016930484133642243,0.37984207388507185,0.04409412472989131,0.09694176048056077,0.0169900192041406,0.10866754777959639,0.0816480635233789,0.014624508535389102,0.19461627286624406,0.005357173633404599,0.4823689052735069,0.13106066087290544,0.0010454845148910343,0.5109073359292865,1.3010610895871991e-06,0.8885622817153114,0.11357056023076179
10,0.26136032011660937,0.04698021132639104,0.01996742507231407,0.005450724702960539,0.9381291641199831,0.03671882279561425,0.017579574432383935,1.0690516667745358e-05,0.021947239626979188,4.5897729476081406e-05,0.44733143813418674,0.02643518156247198,0.09518062205492092,0.0037898113473993867,0.11540622829577547,0.08494111805864832,0.013477336117357734,0.10678658153647144,0.0003628206159402345,0.33861134489891276,0.09743373109081571,0.002140696231107938,0.5322132619762998,1.1044115216480244e-06,0.8809847510067004,0.09798142842609267
