Lag,ANT,ARK,BTC,BTS,CON,DCR,DGB,DOGE,ETC,ETH,FIRO,GNO,KMD,LSK,MAID,MONA,QTUM,RLC,SC,STEEM,SYS,USDT,VERI,XEM,XWC,ZEN
1,0.1877402585820669,0.002456237503069287,0.006764595319045837,0.0006601278271740693,0.4080108290361042,0.17704185105715908,0.004911887508033424,0.4497103208858011,4.273667237450601e-05,0.06830816836159498,0.267335908896725,0.28241892879377395,0.08652150903221796,0.07951339518781801,0.033775837203902745,0.3007718424283198,0.1276992747815136,0.30766073103974,0.7144774019454031,0.9482679642087783,0.06840951900230771,0.3605809790199166,0.8931961394272017,0.0010368256852608757,0.33472453497104576,0.013399377472773689
2,0.48858068723392534,0.014782633360948191,0.026397541466715472,0.00020516621727372872,0.5012566013496327,0.2580276351067056,0.03244250070072927,5.86499405180596e-10,0.0004338230517030834,0.09824320537325289,0.6385228731150779,0.3457411536764269,0.10258788305297943,0.19036063829183564,0.0018769833894586912,0.23904341847026164,0.303727341873811,0.7513920290475347,0.5237189975729042,0.6202765596162276,0.21621620949999296,0.016435092986416256,0.846514176212593,0.004452324753698297,0.5466523004251402,0.052644921394234004
3,0.646018430206535,0.0329264350516114,0.03429271680400973,8.74330218176678e-05,0.6735157844719362,0.3704054867489337,0.042604371541967695,2.7680444441341302e-09,0.001315308463336679,0.08029218877293332,0.5672037921376907,0.23499841277624922,0.16408555137579295,0.20149234377175848,0.002677858990663871,0.3287482761588894,0.08541093114336971,0.7992468626359327,0.5520022510705507,0.7774241402688137,0.06298769249218655,0.026787403682282107,0.13394512486453797,0.00315311762461841,0.710975507289938,0.0890099841742661
4,0.6538687853577205,0.04147869213530469,0.028792213714865126,0.0002947164237332819,0.7964719839300792,0.44398293114725285,0.07974873896975397,1.463939021570947e-09,0.00204694256247456,0.10162197116853233,0.5046914340218981,0.3136051200449049,0.21390144664445995,0.0605366084903135,0.004218229274676286,0.4020264395129378,0.10459885437926185,0.9257467352840638,0.4826029621253537,0.8857705529295332,0.0883602578453884,0.03978726305485124,0.2385576709773364,1.1196890685320585e-07,0.8497300631864562,0.1326517032515177
5,0.4761081623713508,0.027278703386794872,0.04950833524804474,0.0006693035550309766,0.8779961666056363,0.5670046030543378,0.07508577960508808,5.060319207850726e-09,0.00245914741352109,0.0672765918235965,0.34606803530889296,0.045907937538915464,0.3218534087034279,0.04085389559821608,0.00810452266910632,0.048807025285630475,0.031061737110612497,0.9587679752373259,0.6360858357225537,0.6831967516701456,0.12618027636279988,0.0305479591631372,0.24330955583212485,1.2826240089992585e-07,0.845972427535254,0.02662533880655594
6,0.35629394679239557,0.0056781427237736,0.058619913228022326,0.000915287078330014,0.9358720786281779,0.23438858834256102,0.012162325312216024,1.413372676377918e-08,0.005634511964825616,0.14417022681696096,0.38095204813396893,0.056743508897736224,0.018276646520269845,0.026120444228486243,0.015887925086758816,0.039105342561569195,0.012775564272418235,0.7474424275778642,0.30381914091944057,0.7222581173202758,0.09145243251488214,0.013669099856497885,0.31759235931455276,9.413411742017248e-17,0.909137407628768,0.02607149475119335
7,0.041054421565254365,9.718117004070419e-05,0.06949034861600506,0.0015625542231886694,0.9265623018302295,1.2099402320990127e-05,0.005002142126688527,1.6059092939777077e-08,1.1119901078887068e-05,0.0011468751108235835,0.38654128010201066,0.0005662313991568008,0.004766048463634253,0.003905972635454385,0.00040571088546822033,0.05414459302668787,0.019274814420890782,0.16004322064432105,0.008135116998398617,0.7919048242525385,0.02914293487174966,0.0015347353054446797,0.303571903585805,9.439073310149728e-19,0.9363475038475111,0.0030360829672226855
8,0.06749854909127115,0.00014230676569191206,0.11824684900232196,0.0032833920217626164,0.9167843081841507,2.3564565134794613e-05,0.011519211757037672,9.049368852730323e-09,3.887641748296518e-06,0.0016542666007793587,0.47117116640779966,0.0009337377967273829,0.00892158672496673,0.007726014185370292,0.0011489165607207947,0.07314852915309275,0.02925764788172882,0.22916896101326284,0.011163918332442837,0.38817307544189567,0.057468510448985835,0.002267688473057812,0.402679767508378,4.0261004186398933e-19,0.8965168615471582,0.005829768662202757
9,0.10712388068618998,0.00022998322371298402,0.04136690858719377,0.003474380519876647,0.9455167965667095,6.29064557763258e-05,0.01666665495796422,4.515713210893248e-09,1.2428775448213808e-05,0.002866261907825584,0.38742492174364196,0.0017962809844253647,0.017605021449109554,0.007695833029481468,0.0005432312069554507,0.05270076850013373,0.022193078280963757,0.3004891970789313,0.0069482768952492625,0.49317464362704044,0.01736337295361722,0.0010746072611414756,0.30294351923836216,1.799485283959788e-18,0.821927717655926,0.012576524265815035
10,0.12401603314778542,0.00038704867030399544,0.03446130345966198,0.00034492318806541726,0.9694548888921971,6.962370591556768e-05,0.0019515798596198644,3.185854466219446e-09,2.715766290514703e-06,2.1228022267275274e-05,0.47151873365169983,0.0003668177230104702,0.0001865617952660426,0.0011255630381319444,0.0017547347122179964,0.03960919735713435,0.01945583263472033,0.16427688263346052,0.00022685822498842706,0.1609044929452414,0.015194779895714761,0.0018220474436334887,0.31935128924206757,7.50250244678296e-20,0.8075267034549223,0.001127268122042654
