TIMESTAMP,XSUSHI_OPEN_PRICE_USD,XSUSHI_HIGH_PRICE_USD,XSUSHI_LOW_PRICE_USD,XSUSHI_CLOSE_PRICE_USD,XSUSHI_VOLUME_USD,XSUSHI_DIVIDENDS_USD,XSUSHI_STOCK_SPLITS_USD
2021-03-21 00:00:00+00:00,21.55045509338379,21.56471824645996,20.924095153808594,20.924095153808594,67659,0.0,0.0
2021-03-22 00:00:00+00:00,20.97077751159668,21.42766761779785,19.363332748413086,19.458189010620117,126059,0.0,0.0
2021-03-23 00:00:00+00:00,19.45429229736328,19.7268009185791,18.155149459838867,18.155149459838867,161433,0.0,0.0
2021-03-24 00:00:00+00:00,18.14839744567871,19.771583557128906,16.331342697143555,16.815336227416992,423560,0.0,0.0
2021-03-25 00:00:00+00:00,16.7940673828125,16.83608627319336,16.060405731201172,16.782625198364258,32256,0.0,0.0
2021-03-26 00:00:00+00:00,16.77764892578125,18.910493850708008,16.6578311920166,18.88520622253418,26305,0.0,0.0
2021-03-27 00:00:00+00:00,18.86957550048828,19.01224136352539,17.68358612060547,18.049091339111328,81824,0.0,0.0
2021-03-28 00:00:00+00:00,18.050430297851562,18.272180557250977,16.13953399658203,16.60502052307129,238122,0.0,0.0
2021-03-29 00:00:00+00:00,16.608564376831055,19.472183227539062,16.454008102416992,17.894102096557617,29213,0.0,0.0
2021-03-30 00:00:00+00:00,17.8953800201416,17.946216583251953,17.13296890258789,17.548690795898438,47131,0.0,0.0
2021-03-31 00:00:00+00:00,17.545238494873047,17.71712875366211,16.252363204956055,16.44597625732422,96342,0.0,0.0
2021-04-01 00:00:00+00:00,16.41422462463379,17.125484466552734,16.08247947692871,16.40771484375,32117,0.0,0.0
2021-04-02 00:00:00+00:00,16.501794815063477,18.556415557861328,16.1512451171875,18.41504669189453,108576,0.0,0.0
2021-04-03 00:00:00+00:00,18.447221755981445,18.530288696289062,16.932205200195312,17.181215286254883,36731,0.0,0.0
2021-04-04 00:00:00+00:00,17.122446060180664,17.5841007232666,12.894492149353027,16.795799255371094,348598,0.0,0.0
2021-04-05 00:00:00+00:00,16.781831741333008,17.254297256469727,16.02037239074707,16.396718978881836,139762,0.0,0.0
2021-04-06 00:00:00+00:00,16.409502029418945,17.417659759521484,16.398712158203125,16.86380386352539,70084,0.0,0.0
2021-04-07 00:00:00+00:00,16.862041473388672,17.133398056030273,15.129922866821289,16.16595458984375,141439,0.0,0.0
2021-04-08 00:00:00+00:00,16.112035751342773,16.574514389038086,15.841169357299805,15.917563438415527,69395,0.0,0.0
2021-04-09 00:00:00+00:00,15.917028427124023,17.20402717590332,15.915468215942383,15.997262001037598,86528,0.0,0.0
2021-04-10 00:00:00+00:00,15.99951171875,17.14146614074707,15.826775550842285,15.885714530944824,71821,0.0,0.0
2021-04-11 00:00:00+00:00,15.88669490814209,16.356958389282227,15.684674263000488,15.798702239990234,66987,0.0,0.0
2021-04-12 00:00:00+00:00,15.798784255981445,18.040964126586914,15.288910865783691,17.790847778320312,51730,0.0,0.0
2021-04-13 00:00:00+00:00,17.793821334838867,18.217714309692383,17.318666458129883,17.55293083190918,138183,0.0,0.0
