TIMESTAMP,CLANKER_OPEN_PRICE_USD,CLANKER_HIGH_PRICE_USD,CLANKER_LOW_PRICE_USD,CLANKER_CLOSE_PRICE_USD,CLANKER_VOLUME_USD,CLANKER_DIVIDENDS_USD,CLANKER_STOCK_SPLITS_USD
2024-12-17 00:00:00+00:00,55.10340118408203,55.2288703918457,47.262245178222656,50.14189910888672,9356644,0.0,0.0
2024-12-18 00:00:00+00:00,50.151973724365234,65.23936462402344,47.07371139526367,47.41877746582031,10828980,0.0,0.0
2024-12-19 00:00:00+00:00,47.41921615600586,58.178382873535156,45.693565368652344,48.334712982177734,11142279,0.0,0.0
2024-12-20 00:00:00+00:00,48.33470153808594,54.83242416381836,41.342041015625,49.78962707519531,10130541,0.0,0.0
2024-12-21 00:00:00+00:00,49.78972244262695,50.65652084350586,45.64409255981445,46.04666519165039,6822837,0.0,0.0
2024-12-22 00:00:00+00:00,46.04666519165039,46.60693359375,43.22086715698242,43.8926887512207,5942841,0.0,0.0
2024-12-23 00:00:00+00:00,43.8926887512207,45.18880844116211,40.2238883972168,43.299747467041016,7336745,0.0,0.0
2024-12-24 00:00:00+00:00,43.299747467041016,47.953529357910156,42.05183792114258,47.809906005859375,7158256,0.0,0.0
2024-12-25 00:00:00+00:00,47.80988693237305,47.82441329956055,43.857666015625,46.715721130371094,7101598,0.0,0.0
2024-12-26 00:00:00+00:00,46.715667724609375,72.00586700439453,42.6163215637207,67.60686492919922,13347615,0.0,0.0
2024-12-27 00:00:00+00:00,67.60672760009766,72.38070678710938,59.62489700317383,60.794776916503906,9314217,0.0,0.0
2024-12-28 00:00:00+00:00,60.7945442199707,86.94367980957031,60.49545669555664,81.6471939086914,11665416,0.0,0.0
2024-12-29 00:00:00+00:00,81.64363861083984,85.2288818359375,64.71404266357422,73.00173950195312,10478158,0.0,0.0
2024-12-30 00:00:00+00:00,73.0017318725586,74.96365356445312,61.709354400634766,70.68377685546875,8658417,0.0,0.0
2024-12-31 00:00:00+00:00,70.68377685546875,79.78653717041016,70.47038269042969,72.16439056396484,6754788,0.0,0.0
2025-01-01 00:00:00+00:00,72.16454315185547,74.72090148925781,66.6153335571289,74.64519500732422,6263428,0.0,0.0
2025-01-02 00:00:00+00:00,74.6446533203125,91.18719482421875,73.62491607666016,82.85206604003906,10076550,0.0,0.0
2025-01-03 00:00:00+00:00,82.85206604003906,88.17445373535156,75.92640686035156,84.9992904663086,8812450,0.0,0.0
2025-01-04 00:00:00+00:00,84.9992904663086,100.19617462158203,84.99410247802734,93.40011596679688,11610880,0.0,0.0
2025-01-05 00:00:00+00:00,93.40011596679688,104.69538879394531,84.46028900146484,90.23731994628906,10198764,0.0,0.0
2025-01-06 00:00:00+00:00,90.23731994628906,95.50341033935547,85.17290496826172,94.00216674804688,8627148,0.0,0.0
2025-01-07 00:00:00+00:00,94.0802230834961,97.73870849609375,71.03479766845703,74.87919616699219,11301424,0.0,0.0
2025-01-08 00:00:00+00:00,74.87919616699219,77.91146087646484,65.10477447509766,71.79461669921875,8286222,0.0,0.0
2025-01-09 00:00:00+00:00,71.79461669921875,71.85003662109375,53.35050582885742,60.532684326171875,9333352,0.0,0.0
2025-01-10 00:00:00+00:00,60.532684326171875,69.30062103271484,60.36549758911133,62.942100524902344,8336151,0.0,0.0
2025-01-11 00:00:00+00:00,62.941131591796875,63.08631896972656,52.60590362548828,57.14993667602539,6742820,0.0,0.0
2025-01-12 00:00:00+00:00,57.14993667602539,61.30860137939453,55.97517776489258,56.61400604248047,5231078,0.0,0.0
2025-01-13 00:00:00+00:00,56.61399841308594,58.62466049194336,42.60791778564453,53.91455841064453,9392446,0.0,0.0
2025-01-14 00:00:00+00:00,53.91455841064453,58.00566864013672,52.468379974365234,58.00566864013672,7065300,0.0,0.0
2025-01-15 00:00:00+00:00,58.00566864013672,63.24930191040039,55.99752426147461,60.79081344604492,8780405,0.0,0.0
2025-01-16 00:00:00+00:00,60.79092025756836,60.818687438964844,52.13846969604492,52.88669204711914,7173485,0.0,0.0
2025-01-17 00:00:00+00:00,52.886695861816406,60.414608001708984,52.82027053833008,59.12404251098633,11520386,0.0,0.0
2025-01-18 00:00:00+00:00,59.12422561645508,59.12422561645508,42.581172943115234,45.92530822753906,10273712,0.0,0.0
2025-01-19 00:00:00+00:00,45.925193786621094,50.158546447753906,38.46163558959961,38.46229553222656,16876994,0.0,0.0
2025-01-20 00:00:00+00:00,38.462039947509766,46.437469482421875,33.214256286621094,36.342105865478516,15876137,0.0,0.0
2025-01-21 00:00:00+00:00,36.342472076416016,43.181705474853516,32.00020980834961,42.29142379760742,9502411,0.0,0.0
2025-01-22 00:00:00+00:00,42.29142379760742,44.3695068359375,40.58334732055664,42.842594146728516,6982643,0.0,0.0
2025-01-23 00:00:00+00:00,42.842594146728516,44.766483306884766,34.574134826660156,39.41146469116211,8124543,0.0,0.0
2025-01-24 00:00:00+00:00,39.41510009765625,39.745460510253906,34.325416564941406,36.18320846557617,4957821,0.0,0.0
2025-01-25 00:00:00+00:00,36.1832160949707,37.15603256225586,34.28547286987305,34.29214096069336,4291505,0.0,0.0
2025-01-26 00:00:00+00:00,34.29218673706055,35.8220100402832,30.54001235961914,35.34340286254883,5422761,0.0,0.0
2025-01-27 00:00:00+00:00,35.34340286254883,35.343406677246094,26.195655822753906,29.34345817565918,7364277,0.0,0.0
2025-01-28 00:00:00+00:00,29.343734741210938,32.540260314941406,27.60612678527832,28.05504035949707,5398682,0.0,0.0
2025-01-29 00:00:00+00:00,28.05474281311035,28.05474281311035,25.163576126098633,25.957599639892578,5938151,0.0,0.0
2025-01-30 00:00:00+00:00,25.957622528076172,29.064308166503906,25.283357620239258,27.144454956054688,6131813,0.0,0.0
2025-01-31 00:00:00+00:00,27.14441680908203,29.173133850097656,24.95342445373535,25.909833908081055,5575603,0.0,0.0
2025-02-01 00:00:00+00:00,25.909799575805664,26.877870559692383,21.040546417236328,21.047605514526367,4977820,0.0,0.0
2025-02-02 00:00:00+00:00,21.047603607177734,21.82773208618164,18.05167579650879,18.31668472290039,7734444,0.0,0.0
2025-02-03 00:00:00+00:00,18.31668472290039,24.53964614868164,14.386739730834961,22.488513946533203,18981781,0.0,0.0
2025-02-04 00:00:00+00:00,22.488502502441406,23.963069915771484,20.09899139404297,21.469942092895508,9818162,0.0,0.0
2025-02-05 00:00:00+00:00,21.471227645874023,21.892854690551758,20.054182052612305,20.415782928466797,6183917,0.0,0.0
2025-02-06 00:00:00+00:00,20.41577911376953,21.758398056030273,20.06275177001953,20.083494186401367,6371187,0.0,0.0
2025-02-07 00:00:00+00:00,20.083404541015625,20.787721633911133,18.62238883972168,19.65077781677246,5422285,0.0,0.0
2025-02-08 00:00:00+00:00,19.65077781677246,20.781835556030273,19.611413955688477,20.5308895111084,4477391,0.0,0.0
2025-02-09 00:00:00+00:00,20.530887603759766,20.8819522857666,19.1512508392334,20.44231414794922,5429488,0.0,0.0
2025-02-10 00:00:00+00:00,20.442306518554688,28.654438018798828,20.442302703857422,27.566482543945312,6412797,0.0,0.0
2025-02-11 00:00:00+00:00,27.56652069091797,31.170759201049805,26.715171813964844,31.117504119873047,6577784,0.0,0.0
2025-02-12 00:00:00+00:00,31.117633819580078,32.17290115356445,26.178464889526367,29.454849243164062,7918968,0.0,0.0
2025-02-13 00:00:00+00:00,29.454893112182617,30.657875061035156,25.852325439453125,30.053647994995117,5784484,0.0,0.0
2025-02-14 00:00:00+00:00,30.053647994995117,40.8635368347168,29.572711944580078,37.72875213623047,7517902,0.0,0.0
2025-02-15 00:00:00+00:00,37.72875213623047,37.7825813293457,31.807634353637695,33.332218170166016,5603348,0.0,0.0
2025-02-16 00:00:00+00:00,33.332218170166016,34.27167892456055,32.85723876953125,33.32583236694336,5012554,0.0,0.0
2025-02-17 00:00:00+00:00,33.3167610168457,33.31688690185547,30.350061416625977,30.65277862548828,5692108,0.0,0.0
2025-02-18 00:00:00+00:00,30.65280532836914,41.66896438598633,28.831289291381836,35.71307373046875,5800429,0.0,0.0
2025-02-19 00:00:00+00:00,35.713340759277344,92.30341339111328,33.432373046875,66.14651489257812,22151161,0.0,0.0
2025-02-20 00:00:00+00:00,66.14651489257812,73.71617889404297,56.01663589477539,69.35740661621094,15411692,0.0,0.0
2025-02-21 00:00:00+00:00,69.35740661621094,85.31175231933594,57.32241439819336,62.2845344543457,13192250,0.0,0.0
2025-02-22 00:00:00+00:00,62.32189178466797,69.27159881591797,58.52206039428711,62.71077346801758,5957094,0.0,0.0
