TIMESTAMP,MPS_OPEN_PRICE_USD,MPS_HIGH_PRICE_USD,MPS_LOW_PRICE_USD,MPS_CLOSE_PRICE_USD,MPS_VOLUME_USD,MPS_DIVIDENDS_USD,MPS_STOCK_SPLITS_USD
2021-03-24 00:00:00+00:00,7.044968128204346,13.198914527893066,5.8319501876831055,10.610944747924805,22802,0.0,0.0
2021-03-25 00:00:00+00:00,10.61109733581543,10.61109733581543,5.85230016708374,6.060233116149902,17935,0.0,0.0
2021-03-26 00:00:00+00:00,6.060520172119141,6.566044807434082,5.3476881980896,5.355184078216553,2587,0.0,0.0
2021-03-27 00:00:00+00:00,5.355525970458984,7.205659866333008,5.354012966156006,5.873074054718018,4724,0.0,0.0
2021-03-28 00:00:00+00:00,5.873244762420654,6.051688194274902,5.871677875518799,5.951074123382568,394,0.0,0.0
2021-03-29 00:00:00+00:00,5.95118522644043,9.397050857543945,5.730496883392334,6.706194877624512,9752,0.0,0.0
2021-03-30 00:00:00+00:00,6.7065229415893555,7.953800201416016,3.8432559967041016,5.467763900756836,14808,0.0,0.0
2021-03-31 00:00:00+00:00,5.467401027679443,7.138110160827637,5.282456874847412,6.40019416809082,7040,0.0,0.0
2021-04-01 00:00:00+00:00,6.399531841278076,7.892683029174805,5.844295978546143,7.8890061378479,5200,0.0,0.0
2021-04-02 00:00:00+00:00,7.889880180358887,7.890826225280762,6.16770601272583,7.085591793060303,7254,0.0,0.0
2021-04-03 00:00:00+00:00,7.085162162780762,7.102968215942383,7.069231986999512,7.101912021636963,0,0.0,0.0
2021-04-04 00:00:00+00:00,7.10245418548584,7.16129207611084,5.912755966186523,5.924614906311035,1740,0.0,0.0
2021-04-05 00:00:00+00:00,5.924750804901123,6.900811195373535,5.908117771148682,6.43117094039917,2124,0.0,0.0
2021-04-06 00:00:00+00:00,6.430777072906494,6.885889053344727,3.934622049331665,5.187905788421631,7684,0.0,0.0
