TIMESTAMP,BTC_MEMPOOL_SIZE_BYTES,BTC_MEMPOOL_SIZE_GROWTH_BYTES_PER_SECOND,BTC_TOTAL_TRANSACTION_COUNT_PER_SECOND,BTC_TOTAL_UNCONFIRMED_TRANSACTION_COUNT_IN_MEMPOOL,BTC_AVERAGE_BLOCK_SIZE_MEGABYTES,BTC_AVERAGE_TRANSACTION_COUNT_PER_BLOCK,BTC_BLOCKCHAIN_SIZE_MEGABYTES,BTC_COST_PERCENTAGE_OF_TRADE_VOLUME,BTC_COST_PER_TRANSACTION_USD,BTC_HASH_RATE_TERAHASHES_PER_SECOND,BTC_MEDIAN_TRANSACTION_CONFIRMATION_TIME_MINUTES,BTC_MINERS_REVENUE_USD,BTC_MINING_DIFFICULTY_HASHES,BTC_TOTAL_CONFIRMED_TRANSACTION_COUNT,BTC_TOTAL_ESTIMATED_TRANSACTION_VALUE_BTC,BTC_TOTAL_ESTIMATED_TRANSACTION_VALUE_USD,BTC_TOTAL_OUTPUT_VALUE_BTC,BTC_TOTAL_TRANSACTION_COUNT,BTC_TOTAL_TRANSACTION_COUNT_EXCLUDING_TOP_100_ADDRESSES,BTC_TOTAL_TRANSACTION_FEES_BTC,BTC_TOTAL_TRANSACTION_FEES_USD,BTC_TOTAL_UNIQUE_USED_ADDRESS_COUNT,BTC_AVERAGE_TRANSACTION_CONFIRMATION_TIME_MINUTES,BTC_TOTAL_UNSPENT_TRANSACTION_OUTPUT_COUNT
2009-01-16,,,,,,,0.143568,,,5.766391277e-06,0.0,,1.0,,,,5600.0,658.0,110.0,,,110.0,,
2009-01-17,,,,,0.0002158532110091,1.0,0.167422,,0.0,5.36870912e-06,0.0,0.0,1.0,109.0,,,5450.0,768.0,109.0,0.0,0.0,109.0,,858.0
2009-01-18,,,,,0.0002199439252336,1.00934579439252,0.19095,,0.0,5.0207372325e-06,0.0,0.0,1.0,108.0,,,5500.0,877.0,108.0,0.0,0.0,108.0,,963.0
2009-01-19,,,,,0.0002328956521739,1.01739130434783,0.214484,,0.0,5.9155220859e-06,0.0,0.0,1.0,117.0,,,6525.0,985.0,117.0,0.0,0.0,117.0,,1064.0
2009-01-20,,,,,0.0002247280701754,1.00877192982456,0.241267,,0.0,5.766391277e-06,0.0,0.0,1.0,115.0,,,6100.0,1102.0,115.0,0.0,0.0,115.0,,1171.0
2009-01-21,,,,,0.0002304563106796,1.01941747572816,0.266886,,0.0,5.6172604681e-06,0.0,0.0,1.0,105.0,,,5750.0,1217.0,105.0,0.0,0.0,105.0,,1264.0
2009-01-22,,,,,0.0002157333333333,1.0,0.290623,,0.0,3.7282702222e-06,0.0,0.0,1.0,90.0,,,4500.0,1322.0,90.0,0.0,0.0,90.0,,1354.0
2009-01-23,,,,,0.000229238095238,1.02380952380952,0.310038,,0.0,3.3305880651e-06,0.0,0.0,1.0,86.0,,,4650.0,1412.0,86.0,0.0,0.0,86.0,,1431.0
2009-01-24,,,,,0.0002220597014925,1.00497512437811,0.329295,,0.0,9.8923436562e-06,0.0,0.0,1.0,202.0,,,10550.0,1498.0,202.0,0.0,0.0,202.0,,1623.0
2009-01-25,,,,,0.000217,1.00523560209424,0.373929,,0.0,9.6437923081e-06,0.0,0.0,1.0,192.0,,,9600.0,1700.0,192.0,0.0,0.0,192.0,,1814.0
2009-01-26,,,,,0.0002399479166666,1.01041666666667,0.415376,,0.0,5.766391277e-06,0.0,0.0,1.0,97.0,,,5800.0,1892.0,97.0,0.0,0.0,97.0,,1891.0
2009-01-27,,,,,0.0002203092783505,1.01030927835052,0.438411,,0.0,5.1201577718e-06,0.0,0.0,1.0,98.0,,,5000.0,1989.0,98.0,0.0,0.0,98.0,,1986.0
2009-01-28,,,,,0.0002156517857142,1.0,0.459781,,0.0,5.1201577718e-06,0.0,0.0,1.0,112.0,,,5600.0,2087.0,112.0,0.0,0.0,112.0,,2098.0
2009-01-29,,,,,0.0002272561983471,1.00826446280992,0.483934,,0.0,6.0646528948e-06,0.0,0.0,1.0,122.0,,,6650.0,2199.0,122.0,0.0,0.0,122.0,,2208.0
2009-01-30,,,,,0.0002158717948717,1.0,0.511432,,0.0,6.0149426251e-06,0.0,0.0,1.0,117.0,,,5850.0,2321.0,117.0,0.0,0.0,117.0,,2325.0
2009-01-31,,,,,0.0002324637681159,1.00724637681159,0.536688,,0.0,6.4126247822e-06,0.0,0.0,1.0,139.0,,,7900.0,2438.0,139.0,0.0,0.0,139.0,,2444.0
2009-02-01,,,,,0.000218203539823,1.00884955752212,0.568769,,0.0,5.766391277e-06,0.0,0.0,1.0,114.0,,,5750.0,2577.0,114.0,0.0,0.0,114.0,,2556.0
2009-02-02,,,,,0.00021709375,1.0078125,0.593426,,0.0,6.3132042429e-06,0.0,0.0,1.0,129.0,,,6450.0,2691.0,129.0,0.0,0.0,129.0,,2684.0
2009-02-03,,,,,0.0002484964028776,1.11510791366906,0.621214,,0.0,6.7605966696e-06,0.0,0.0,1.0,155.0,,,7686.52,2820.0,155.0,2.01,0.0,153.0,,2835.0
2009-02-04,,,,,0.0002157394957983,1.0,0.655754,,0.0,6.1143631644e-06,0.0,0.0,1.0,119.0,,,5950.0,2975.0,119.0,0.0,0.0,119.0,,2954.0
2009-02-05,,,,,0.0002157222222222,1.0,0.681427,,0.0,6.0149426251e-06,0.0,0.0,1.0,126.0,,,6300.0,3094.0,126.0,0.0,0.0,126.0,,3080.0
2009-02-06,,,,,0.0002158360655737,1.0,0.708609,,0.0,6.4126247822e-06,0.0,0.0,1.0,122.0,,,6100.0,3220.0,122.0,0.0,0.0,122.0,,3202.0
2009-02-07,,,,,0.0002403100775193,1.03100775193798,0.734941,,0.0,6.2634939733e-06,0.0,0.0,1.0,133.0,,,7648.0,3342.0,133.0,0.0,0.0,134.0,,3312.0
2009-02-08,,,,,0.0002175757575757,1.00757575757576,0.765941,,0.0,6.6611761303e-06,0.0,0.0,1.0,133.0,,,7600.0,3475.0,133.0,0.0,0.0,133.0,,3444.0
2009-02-09,,,,,0.0002536044776119,1.00746268656716,0.794661,,0.0,6.3629145125e-06,0.0,0.0,1.0,135.0,,,8900.0,3608.0,135.0,0.0,0.0,135.0,,3535.0
2009-02-10,,,,,0.0002156666666666,1.0,0.828643,,0.0,6.3132042429e-06,0.0,0.0,1.0,120.0,,,6000.0,3743.0,120.0,0.0,0.0,120.0,,3655.0
2009-02-11,,,,,0.0002291278195488,1.01503759398496,0.854524,,0.0,6.5120453214e-06,0.0,0.0,1.0,135.0,,,7200.04,3863.0,135.0,0.0,0.0,135.0,,3776.0
2009-02-12,,,,,0.0002158739495798,1.0,0.884998,,0.0,5.8658118162e-06,0.0,0.0,1.0,119.0,,,5950.0,3998.0,119.0,0.0,0.0,119.0,,3895.0
2009-02-13,,,,,0.0002159032258064,1.0,0.910687,,0.0,6.164073434e-06,0.0,0.0,1.0,124.0,,,6200.0,4117.0,124.0,0.0,0.0,,,4019.0
2009-02-14,,,,,0.0002157867647058,1.0,0.937458,,0.0,7.0091480177e-06,0.0,0.0,1.0,136.0,,,6800.0,4241.0,136.0,0.0,0.0,136.0,,4155.0
2009-02-15,,,,,0.0002293828125,1.0234375,0.966805,,0.0,6.0646528948e-06,0.0,0.0,1.0,131.0,,,7300.0,4377.0,131.0,0.0,0.0,131.0,,4273.0
2009-02-16,,,,,0.0002441721311475,1.00819672131148,0.996166,,0.0,6.1143631644e-06,0.0,0.0,1.0,123.0,,,7600.0,4508.0,123.0,0.0,0.0,123.0,,4366.0
2009-02-17,,,,,0.0002158974358974,1.0,1.025956,,0.0,5.8658118162e-06,0.0,0.0,1.0,117.0,,,5850.0,4631.0,117.0,0.0,0.0,117.0,,4483.0
2009-02-18,,,,,0.0002159406779661,1.0,1.051216,,0.0,6.164073434e-06,0.0,0.0,1.0,118.0,,,5900.0,4748.0,118.0,0.0,0.0,118.0,,4601.0
2009-02-19,,,,,0.0002310483870967,1.00806451612903,1.076697,,0.0,5.8161015466e-06,0.0,0.0,1.0,125.0,,,7000.0,4866.0,125.0,0.0,0.0,125.0,,4710.0
2009-02-20,,,,,0.0002158524590163,1.0,1.105347,,0.0,6.3629145125e-06,0.0,0.0,1.0,122.0,,,6100.0,4991.0,122.0,0.0,0.0,122.0,,4832.0
2009-02-21,,,,,0.0002159649122807,1.0,1.131681,,0.0,5.4681296592e-06,0.0,0.0,1.0,114.0,,,5700.0,5113.0,114.0,0.0,0.0,114.0,,4946.0
2009-02-22,,,,,0.0002285454545454,1.03305785123967,1.156301,,0.0,6.0149426251e-06,0.0,0.0,1.0,125.0,,,7100.0,5227.0,125.0,0.0,0.0,125.0,,5060.0
2009-02-23,,,,,0.0002159907407407,1.0,1.183955,,0.0,5.3189988503e-06,0.0,0.0,1.0,108.0,,,5400.0,5352.0,108.0,0.0,0.0,108.0,,5168.0
2009-02-24,,,,,0.0002159339622641,1.0,1.207282,,0.0,5.5178399288e-06,0.0,0.0,1.0,106.0,,,5300.0,5460.0,106.0,0.0,0.0,106.0,,5274.0
2009-02-25,,,,,0.0002158666666666,1.0,1.230171,,0.0,5.3189988503e-06,0.0,0.0,1.0,105.0,,,5250.0,5566.0,105.0,0.0,0.0,105.0,,5379.0
2009-02-26,,,,,0.0002159626168224,1.0,1.252837,,0.0,4.7721858844e-06,0.0,0.0,1.0,107.0,,,5350.0,5671.0,107.0,0.0,0.0,107.0,,5486.0
2009-02-27,,,,,0.0002518,1.00869565217391,1.275945,,0.0,6.1143631644e-06,0.0,0.0,1.0,116.0,,,7550.0,5778.0,116.0,0.0,0.0,116.0,,5566.0
2009-02-28,,,,,0.0002245252525252,1.01010101010101,1.304902,,0.0,5.0704475022e-06,0.0,0.0,1.0,100.0,,,5300.0,5894.0,100.0,0.0,0.0,100.0,,5659.0
2009-03-01,,,,,0.0002159523809523,1.0,1.32713,,0.0,5.2692885807e-06,0.0,0.0,1.0,105.0,,,5250.0,5994.0,105.0,0.0,0.0,105.0,,5764.0
2009-03-02,,,,,0.0002159629629629,1.0,1.349805,,0.0,5.1698680414e-06,0.0,0.0,1.0,108.0,,,5400.0,6099.0,108.0,0.0,0.0,108.0,,5872.0
2009-03-03,,,,,0.0002254285714285,1.01904761904762,1.373129,,0.0,5.2692885807e-06,0.0,0.0,1.0,107.0,,,5650.0,6207.0,107.0,0.0,0.0,106.0,,5971.0
2009-03-04,,,,,0.0002447115384615,1.01923076923077,1.396799,,0.0,5.2692885807e-06,0.0,0.0,1.0,106.0,,,6450.0,6314.0,106.0,0.0,0.0,106.0,,6053.0
2009-03-05,,,,,0.0002244107142857,1.00892857142857,1.422249,,0.0,5.2692885807e-06,0.0,0.0,1.0,113.0,,,6000.0,6420.0,113.0,0.0,0.0,113.0,,6158.0
2009-03-06,,,,,0.000215923076923,1.0,1.447383,,0.0,5.8658118162e-06,0.0,0.0,1.0,117.0,,,5850.0,6533.0,117.0,0.0,0.0,117.0,,6275.0
2009-03-07,,,,,0.0002159724770642,1.0,1.472646,,0.0,5.5178399288e-06,0.0,0.0,1.0,109.0,,,5450.0,6650.0,109.0,0.0,0.0,109.0,,6384.0
2009-03-08,,,,,0.0002435913043478,1.02608695652174,1.496187,,0.0,5.5675501985e-06,0.0,0.0,1.0,118.0,,,7300.0,6759.0,118.0,0.0,0.0,118.0,,6476.0
2009-03-09,,,,,0.0002157129629629,1.0,1.5242,,0.0,5.6172604681e-06,0.0,0.0,1.0,108.0,,,5400.0,6877.0,108.0,0.0,0.0,108.0,,6584.0
2009-03-10,,,,,0.0002159719626168,1.0,1.547497,,0.0,5.2195783111e-06,0.0,0.0,1.0,107.0,,,5350.0,6985.0,107.0,0.0,0.0,107.0,,6691.0
2009-03-11,,,,,0.0002158859649122,1.0,1.570606,,0.0,5.36870912e-06,0.0,0.0,1.0,114.0,,,5700.0,7092.0,114.0,0.0,0.0,114.0,,6805.0
2009-03-12,,,,,0.000219533898305,1.00847457627119,1.595217,,0.0,5.8658118162e-06,0.0,0.0,1.0,119.0,,,6050.0,7206.0,119.0,0.0,0.0,119.0,,6921.0
2009-03-13,,,,,0.0002293893805309,1.00884955752212,1.621122,,0.0,5.6669707377e-06,0.0,0.0,1.0,114.0,,,6400.0,7325.0,114.0,0.0,0.0,,,7022.0
2009-03-14,,,,,0.0002157909090909,1.0,1.647043,,0.0,5.766391277e-06,0.0,0.0,1.0,110.0,,,5500.0,7439.0,110.0,0.0,0.0,110.0,,7132.0
2009-03-15,,,,,0.0002159674796747,1.0,1.670779,,0.0,5.5178399288e-06,0.0,0.0,1.0,123.0,,,6150.0,7549.0,123.0,0.0,0.0,123.0,,7255.0
2009-03-16,,,,,0.0002615123966942,1.00826446280992,1.697344,,0.0,6.4623350518e-06,0.0,0.0,1.0,122.0,,,8450.0,7672.0,122.0,0.0,0.0,122.0,,7329.0
2009-03-17,,,,,0.0002159649122807,1.0,1.728987,,0.0,5.7166810074e-06,0.0,0.0,1.0,114.0,,,5700.0,7794.0,114.0,0.0,0.0,114.0,,7443.0
2009-03-18,,,,,0.0002307105263157,1.01754385964912,1.753607,,0.0,5.4681296592e-06,0.0,0.0,1.0,116.0,,,6400.0,7908.0,116.0,0.0,0.0,115.0,,7545.0
2009-03-19,,,,,0.0002157868852459,1.0,1.779908,,0.0,6.0646528948e-06,0.0,0.0,1.0,122.0,,,6100.0,8024.0,122.0,0.0,0.0,122.0,,7667.0
2009-03-20,,,,,0.0002278559322033,1.00847457627119,1.806234,,0.0,5.8658118162e-06,0.0,0.0,1.0,119.0,,,6500.0,8146.0,119.0,0.0,0.0,119.0,,7774.0
2009-03-21,,,,,0.000215862745098,1.0,1.833121,,0.0,3.8276907614e-06,0.0,0.0,1.0,51.0,,,2550.0,8265.0,51.0,0.0,0.0,51.0,,7825.0
2009-03-22,,,,,0.0002272288135593,1.01694915254237,1.84413,,0.0,4.7224756148e-06,0.0,0.0,1.0,120.0,,,6450.0,8316.0,120.0,0.0,0.0,119.0,,7934.0
2009-03-23,,,,,0.000215923076923,1.0,1.870943,,0.0,6.5617555911e-06,0.0,0.0,1.0,130.0,,,6500.0,8436.0,130.0,0.0,0.0,130.0,,8064.0
2009-03-24,,,,,0.0002159809523809,1.0,1.899013,,0.0,5.2195783111e-06,0.0,0.0,1.0,105.0,,,5250.0,8566.0,105.0,0.0,0.0,105.0,,8169.0
2009-03-25,,,,,0.0002157863247863,1.0,1.921691,,0.0,5.766391277e-06,0.0,0.0,1.0,117.0,,,5850.0,8671.0,117.0,0.0,0.0,117.0,,8286.0
2009-03-26,,,,,0.0002436068376068,1.00854700854701,1.946938,,0.0,5.6172604681e-06,0.0,0.0,1.0,118.0,,,7250.0,8788.0,118.0,0.0,0.0,118.0,,8376.0
2009-03-27,,,,,0.0002159528301886,1.0,1.97544,,0.0,5.4681296592e-06,0.0,0.0,1.0,106.0,,,5300.0,8906.0,106.0,0.0,0.0,106.0,,8482.0
2009-03-28,,,,,0.0002362352941176,1.02521008403361,1.998331,,0.0,5.9155220859e-06,0.0,0.0,1.0,122.0,,,6950.0,9012.0,122.0,0.0,0.0,120.0,,8584.0
2009-03-29,,,,,0.0002159655172413,1.0,2.026443,,0.0,5.5675501985e-06,0.0,0.0,1.0,116.0,,,5800.0,9134.0,116.0,0.0,0.0,116.0,,8700.0
2009-03-30,,,,,0.00021585,1.0,2.051495,,0.0,6.2137837037e-06,0.0,0.0,1.0,120.0,,,6000.0,9250.0,120.0,0.0,0.0,120.0,,8820.0
2009-03-31,,,,,0.0002495181818181,1.00909090909091,2.077397,,0.0,5.6172604681e-06,0.0,0.0,1.0,111.0,,,7100.0,9370.0,111.0,0.0,0.0,111.0,,8899.0
2009-04-01,,,,,0.0002158596491228,1.0,2.104844,,0.0,5.3189988503e-06,0.0,0.0,1.0,114.0,,,5700.0,9481.0,114.0,0.0,0.0,114.0,,9013.0
2009-04-02,,,,,0.0002158869565217,1.0,2.129452,,0.0,5.9652323555e-06,0.0,0.0,1.0,115.0,,,5750.0,9595.0,115.0,0.0,0.0,115.0,,9128.0
2009-04-03,,,,,0.000215948275862,1.0,2.154279,,0.0,5.6172604681e-06,0.0,0.0,1.0,116.0,,,5800.0,9710.0,116.0,0.0,0.0,116.0,,9244.0
2009-04-04,,,,,0.0002157433628318,1.0,2.179328,,0.0,5.6172604681e-06,0.0,0.0,1.0,113.0,,,5650.0,9826.0,113.0,0.0,0.0,113.0,,9357.0
2009-04-05,,,,,0.0002315538461538,1.01538461538462,2.203708,,0.0,6.4126247822e-06,0.0,0.0,1.0,132.0,,,7350.0,9939.0,132.0,0.0,0.0,131.0,,9472.0
2009-04-06,,,,,0.0002159816513761,1.0,2.23381,,0.0,5.7166810074e-06,0.0,0.0,1.0,109.0,,,5450.0,10071.0,109.0,0.0,0.0,109.0,,9581.0
2009-04-07,,,,,0.00021599,1.0,2.257352,,0.0,4.9213166933e-06,0.0,0.0,1.0,100.0,,,5000.0,10180.0,100.0,0.0,0.0,100.0,,9681.0
2009-04-08,,,,,0.000216,1.0,2.278951,,0.0,5.1698680414e-06,0.0,0.0,1.0,105.0,,,5250.0,10280.0,105.0,0.0,0.0,105.0,,9786.0
2009-04-09,,,,,0.0002157373737373,1.0,2.301631,,0.0,4.9213166933e-06,0.0,0.0,1.0,99.0,,,4950.0,10385.0,99.0,0.0,0.0,99.0,,9885.0
2009-04-10,,,,,0.0002159444444444,1.0,2.322989,,0.0,5.1201577718e-06,0.0,0.0,1.0,108.0,,,5400.0,10484.0,108.0,0.0,0.0,108.0,,9993.0
2009-04-11,,,,,0.0002233333333333,1.00833333333333,2.346311,,0.0,6.0646528948e-06,0.0,0.0,1.0,121.0,,,6350.0,10592.0,121.0,0.0,0.0,121.0,,10107.0
2009-04-12,,,,,0.0002247118644067,1.01694915254237,2.373111,,0.0,5.7166810074e-06,0.0,0.0,1.0,120.0,,,6850.0,10713.0,120.0,0.0,0.0,120.0,,10219.0
2009-04-13,,,,,0.0002179652173913,1.00869565217391,2.399627,,0.0,5.7166810074e-06,0.0,0.0,1.0,116.0,,,5800.0,10833.0,116.0,0.0,0.0,117.0,,10335.0
2009-04-14,,,,,0.0002159516129032,1.0,2.424693,,0.0,6.3132042429e-06,0.0,0.0,1.0,124.0,,,6200.0,10949.0,124.0,0.0,0.0,124.0,,10459.0
2009-04-15,,,,,0.0002157433628318,1.0,2.451471,,0.0,5.5675501985e-06,0.0,0.0,1.0,113.0,,,5650.0,11073.0,113.0,0.0,0.0,113.0,,10572.0
2009-04-16,,,,,0.000215894308943,1.0,2.47585,,0.0,6.1143631644e-06,0.0,0.0,1.0,123.0,,,6150.0,11186.0,123.0,0.0,0.0,123.0,,10695.0
2009-04-17,,,,,0.0002158571428571,1.0,2.502404,,0.0,5.7166810074e-06,0.0,0.0,1.0,112.0,,,5600.0,11309.0,112.0,0.0,0.0,112.0,,10807.0
2009-04-18,,,,,0.0002220396825396,1.03174603174603,2.526581,,0.0,6.0646528948e-06,0.0,0.0,1.0,130.0,,,6482.51,11421.0,130.0,0.0,0.0,129.0,,10934.0
2009-04-19,,,,,0.000224,1.00840336134454,2.554558,,0.0,5.9155220859e-06,0.0,0.0,1.0,120.0,,,6350.0,11551.0,120.0,0.0,0.0,120.0,,11046.0
2009-04-20,,,,,0.0003270336134453,1.01680672268908,2.581214,,0.0,5.8161015466e-06,0.0,0.0,1.0,121.0,,,11700.0,11671.0,121.0,0.0,0.0,121.0,,11052.0
2009-04-21,,,,,0.0002177398373983,1.00813008130081,2.620131,,0.0,6.1143631644e-06,0.0,0.0,1.0,124.0,,,6200.0,11792.0,124.0,0.0,0.0,125.0,,11176.0
2009-04-22,,,,,0.0002159669421487,1.0,2.646913,,0.0,6.0149426251e-06,0.0,0.0,1.0,121.0,,,6050.0,11916.0,121.0,0.0,0.0,121.0,,11297.0
2009-04-23,,,,,0.00021568,1.0,2.673045,,0.0,3.9768215703e-06,0.0,0.0,1.0,75.0,,,3750.0,12037.0,75.0,0.0,0.0,75.0,,11372.0
2009-04-24,,,,,0.000215904347826,1.0,2.689221,,0.0,5.6172604681e-06,0.0,0.0,1.0,115.0,,,5750.0,12112.0,115.0,0.0,0.0,115.0,,11487.0
2009-04-25,,,,,0.0002158644067796,1.0,2.71405,,0.0,6.0646528948e-06,0.0,0.0,1.0,118.0,,,5900.0,12227.0,118.0,0.0,0.0,118.0,,11605.0
2009-04-26,,,,,0.0002320535714285,1.01785714285714,2.739522,,0.0,5.4184193896e-06,0.0,0.0,1.0,114.0,,,6350.0,12345.0,114.0,0.0,0.0,113.0,,11704.0
2009-04-27,,,,,0.0002158942307692,1.0,2.765512,,0.0,5.2195783111e-06,0.0,0.0,1.0,104.0,,,5200.0,12459.0,104.0,0.0,0.0,104.0,,11808.0
2009-04-28,,,,,0.0002156324786324,1.0,2.787964,,0.0,5.8161015466e-06,0.0,0.0,1.0,117.0,,,5850.0,12563.0,117.0,0.0,0.0,117.0,,11925.0
2009-04-29,,,,,0.00023409375,1.0078125,2.813194,,0.0,6.1143631644e-06,0.0,0.0,1.0,129.0,,,7400.0,12680.0,129.0,0.0,0.0,129.0,,12034.0
2009-04-30,,,,,0.0002159541984732,1.0,2.843158,,0.0,6.5617555911e-06,0.0,0.0,1.0,131.0,,,6550.0,12809.0,131.0,0.0,0.0,131.0,,12165.0
2009-05-01,,,,,0.0002158760330578,1.0,2.871448,,0.0,6.1143631644e-06,0.0,0.0,1.0,121.0,,,6050.0,12940.0,121.0,0.0,0.0,121.0,,12286.0
2009-05-02,,,,,0.000231373015873,1.01587301587302,2.897569,,0.0,6.1143631644e-06,0.0,0.0,1.0,128.0,,,7049.94,13061.0,128.0,0.03,0.0,130.0,,12401.0
2009-05-03,,,,,0.0002237264150943,1.02830188679245,2.926722,,0.0,5.6669707377e-06,0.0,0.0,1.0,109.0,,,5410.0,13189.0,109.0,0.0,0.0,110.0,,12508.0
2009-05-04,,,,,0.0002429296875,1.0078125,2.950436,,0.0,6.0646528948e-06,0.0,0.0,1.0,129.0,,,7900.0,13298.0,129.0,0.0,0.0,129.0,,12607.0
2009-05-05,,,,,0.0002246666666666,1.00740740740741,2.981532,,0.0,6.5617555911e-06,0.0,0.0,1.0,136.0,,,7250.0,13427.0,136.0,0.0,0.0,136.0,,12733.0
2009-05-06,,,,,0.0002159777777777,1.0,3.011862,,0.0,6.8103069392e-06,0.0,0.0,1.0,135.0,,,6750.0,13563.0,135.0,0.0,0.0,135.0,,12868.0
2009-05-07,,,,,0.000216,1.0,3.041019,,0.0,6.0149426251e-06,0.0,0.0,1.0,122.0,,,6100.0,13698.0,122.0,0.0,0.0,122.0,,12989.0
2009-05-08,,,,,0.0002159351851851,1.0,3.067371,,0.0,6.0646528948e-06,0.0,0.0,1.0,108.0,,,5400.0,13820.0,108.0,0.0,0.0,108.0,,13098.0
2009-05-09,,,,,0.0002154935064935,1.0,3.090691,,0.0,4.5236345362e-06,0.0,0.0,1.0,77.0,,,3850.0,13928.0,77.0,0.0,0.0,77.0,,13175.0
2009-05-10,,,,,0.0002157529411764,1.0,3.107285,,0.0,3.082036717e-06,0.0,0.0,1.0,85.0,,,4250.0,14005.0,85.0,0.0,0.0,85.0,,13260.0
2009-05-11,,,,,0.0002188583333333,1.00833333333333,3.125624,,0.0,5.9155220859e-06,0.0,0.0,1.0,121.0,,,6100.0,14090.0,121.0,0.1,0.0,122.0,,13380.0
2009-05-12,,,,,0.000215923076923,1.0,3.151887,,0.0,6.3132042429e-06,0.0,0.0,1.0,130.0,,,6500.0,14211.0,130.0,0.0,0.0,130.0,,13510.0
2009-05-13,,,,,0.0002257747747747,1.04504504504505,3.179957,,0.0,5.7166810074e-06,0.0,0.0,1.0,116.0,,,5700.01,14341.0,116.0,0.0,0.0,116.0,,13623.0
2009-05-14,,,,,0.0002210863309352,1.02158273381295,3.205018,,0.0,6.6114658607e-06,0.0,0.0,1.0,142.0,,,7149.99,14457.0,142.0,0.0,0.0,143.0,,13762.0
2009-05-15,,,,,0.0002246029411764,1.00735294117647,3.235748,,0.0,7.108568557e-06,0.0,0.0,1.0,137.0,,,7300.0,14599.0,137.0,0.0,0.0,137.0,,13889.0
2009-05-16,,,,,0.0002159495798319,1.0,3.266295,,0.0,5.6669707377e-06,0.0,0.0,1.0,119.0,,,5950.0,14736.0,119.0,0.0,0.0,119.0,,14008.0
2009-05-17,,,,,0.0002159606299212,1.0,3.291993,,0.0,6.2137837037e-06,0.0,0.0,1.0,127.0,,,6350.0,14855.0,127.0,0.0,0.0,127.0,,14135.0
2009-05-18,,,,,0.0002159237288135,1.0,3.31942,,0.0,6.164073434e-06,0.0,0.0,1.0,118.0,,,5900.0,14982.0,118.0,0.0,0.0,118.0,,14253.0
2009-05-19,,,,,0.0002158837209302,1.0,3.344899,,0.0,4.9710269629e-06,0.0,0.0,1.0,86.0,,,4300.0,15100.0,86.0,0.0,0.0,86.0,,14339.0
