TIMESTAMP,WEB28435_OPEN_PRICE_USD,WEB28435_HIGH_PRICE_USD,WEB28435_LOW_PRICE_USD,WEB28435_CLOSE_PRICE_USD,WEB28435_VOLUME_USD,WEB28435_DIVIDENDS_USD,WEB28435_STOCK_SPLITS_USD
2023-11-17 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,1979755,0.0,0.0
2023-11-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,1093512,0.0,0.0
2023-11-19 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,479008,0.0,0.0
2023-11-20 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,755711,0.0,0.0
2023-11-21 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,571548,0.0,0.0
2023-11-22 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,1719299,0.0,0.0
2023-11-23 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,613248,0.0,0.0
2023-11-24 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,428729,0.0,0.0
2023-11-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,645288,0.0,0.0
2023-11-26 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,682183,0.0,0.0
2023-11-27 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,419188,0.0,0.0
2023-11-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,396654,0.0,0.0
2023-11-29 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,321047,0.0,0.0
2023-11-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,223347,0.0,0.0
2023-12-01 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,246696,0.0,0.0
2023-12-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,140288,0.0,0.0
2023-12-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,148524,0.0,0.0
2023-12-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,108835,0.0,0.0
2023-12-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,118843,0.0,0.0
2023-12-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,52258,0.0,0.0
2023-12-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,156028,0.0,0.0
2023-12-08 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,366126,0.0,0.0
2023-12-09 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,434275,0.0,0.0
2023-12-10 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,524738,0.0,0.0
2023-12-11 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,854767,0.0,0.0
2023-12-12 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,1283793,0.0,0.0
2023-12-13 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,1334176,0.0,0.0
2023-12-14 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,1080145,0.0,0.0
2023-12-15 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,1122995,0.0,0.0
2023-12-16 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,1234640,0.0,0.0
2023-12-17 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,1522353,0.0,0.0
2023-12-18 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,1318777,0.0,0.0
2023-12-19 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1367536,0.0,0.0
2023-12-20 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,1281747,0.0,0.0
2023-12-21 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,1354886,0.0,0.0
2023-12-22 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,1389350,0.0,0.0
2023-12-23 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,1538636,0.0,0.0
2023-12-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1161658,0.0,0.0
2023-12-25 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,1265358,0.0,0.0
2023-12-26 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,1567093,0.0,0.0
2023-12-27 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1185018,0.0,0.0
2023-12-28 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,1138766,0.0,0.0
2023-12-29 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,154165,0.0,0.0
2023-12-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,126695,0.0,0.0
2023-12-31 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,94113,0.0,0.0
2024-01-01 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,83237,0.0,0.0
2024-01-02 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,94931,0.0,0.0
