Lag,BTC,ETH,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,6.506540993042416e-05,0.0007455887758277245,0.14565627889973523,0.03957655281221611,0.008822216806279733,0.07006828296196757,0.020847115343802295,0.6860931322732092,0.06394686401927614,0.07892746931553787,0.0010901800310335668,3.791150177519384e-05,0.011790790471101063,0.8650732712137961,0.5361384914658955,0.21239150319680516,0.02527165467935276,0.29510124809128513,0.3453480135764181,0.00900683482089934,0.5289059438539481,0.356332766907575,0.005848807762416264,0.4949150316649762,0.6037694003047268,0.174912572716722,0.849372282025096,0.7681069002754,0.4433622583221055,0.12787110682816724,0.21640657865107904
2,0.0003087728080968009,0.0005056818336703775,0.23787490214952417,0.11266430696260031,0.003972586865592302,0.1316550485979109,0.050500719305944824,0.7701442046001634,0.06765797315370685,0.15287390709233034,0.002766846868194242,4.3880839222852696e-05,0.0015886931483271524,0.3418983727557836,0.22484622454041683,0.3292418142156857,0.08381377348110855,0.20198657899936853,0.5890243856946464,0.005620332396282875,0.020981483459556142,0.746858492113646,0.020794238695125256,0.24308172459948055,0.08185594088031327,0.3694184523405198,0.9067975629780276,0.3682891514906142,0.3547954350738136,0.18266459871717117,0.2813127942962446
3,0.00033135591140313973,0.0009411806729494427,0.3075304361058536,0.2205447537247392,0.012640361318124491,0.2167423728154972,0.10120666231726907,0.8709282132810374,0.15538328781079536,0.012155299199557403,0.008104481736973859,0.00015907321116426774,0.00378952887837471,0.41207770407652256,0.37158712749911016,0.48384954738281805,0.08874993694476736,0.34420540922795806,0.7581611117350321,0.012836568106688309,0.026704619879638465,0.24844678325259897,0.039280171233172866,0.3494634417733274,0.14650188335179898,0.29690438846692446,0.8563468641016246,0.35447313257634927,0.5585931949338965,0.31172959443772724,0.45298562991664404
4,0.00025573415753908337,0.0020404168377118888,0.4754053462117218,0.2680810980389643,0.011593984363934983,0.26384469147143147,0.19530381977635206,0.6817656674791601,0.27540201973524936,0.024458477625523504,0.01636059918416632,0.00018415598161230853,0.0016719887955889308,0.3603377700949393,0.41636464545106955,0.48577644497270156,0.04005352740077952,0.5146124448371661,0.7076299709268437,0.024140900326276325,0.01572600575022944,0.4381062787312704,0.013383151421121552,0.40082219226157323,0.23446327077694898,0.29552971003095907,0.5331753788896516,0.4113516423395256,0.7017394912813244,0.4839054957156138,0.40036637627313093
5,0.0005649768874342116,0.003295601153225762,0.5518662085602243,0.33411176062621967,0.016960379892217305,0.23741961482049043,0.29943810181244856,0.5172407742010037,0.5222068276825289,0.04158583067452049,0.02376578831635737,2.259781482277156e-05,0.0025969816156656577,0.3554394455172552,0.32001363250890646,0.47295521625304837,0.07031621714925693,0.47624877238042496,0.7075177629336056,0.004950121090331235,0.015590971044816942,0.4691487400990234,0.021732618906123546,0.3989268592712263,0.271236105990087,0.3697289005650504,0.57105159152708,0.3766101669982759,0.7826619999933442,0.5857793709654959,0.48145057209251896
6,0.0013010635419036772,0.006313497656574011,0.6245133729982251,0.4352518037992953,0.03216360391227304,0.2796038037279005,0.36730989674408004,0.5271380813442073,0.29688228598737804,0.06844999563457445,0.043671506791464205,9.68159925684941e-06,0.001287378973062554,0.3617225039251355,0.17828922167472322,0.1993360295027201,0.02223092495655936,0.3620037893214933,0.7083340215388378,0.005906426687402662,5.630790515539338e-05,0.5802561247599163,0.03943111893962436,0.43295922649842444,0.35336690445496843,0.4141204953316477,0.03895435390049784,0.461235039581369,0.8101258514388836,0.6246034662038802,0.481227184930335
7,0.0023656170445045376,0.010335024195523214,0.4866379127054702,0.5205944151715935,0.06446795901333514,0.3631902389678217,0.4131124840778015,0.6377906413113092,0.246586656990406,0.10156007209613337,0.06218628820781708,1.1187303877908652e-05,0.0005686312103357897,0.3922144710769252,0.2470020928439324,0.2555019332547552,0.014683835558741422,0.4415326863443477,0.7474865202023309,0.004149564163924002,6.515540307561039e-06,0.5338397274888603,0.042034598964731974,0.4365592713634524,0.4162800235678036,0.4433972891746889,0.053657012100768814,0.5711014065917162,0.8817448410484865,0.7088112280431014,0.574122431173256
8,0.005962781232193719,0.0060379703028882485,0.58112362491557,0.5891651590856648,0.08401466708142684,0.4440726036791771,0.4443338636997619,0.6353264117555283,0.27508319350061067,0.15060271861806732,0.031740606175872425,2.3429666423815284e-05,0.0015397522975817903,0.5104631510918883,0.2856157176374202,0.38687504064102035,0.012766175943235425,0.4381132219242766,0.7838461906186873,0.008383922442670144,1.0618475942284076e-05,0.5891094962522052,0.06511856856203345,0.12358138905311382,0.3602273976134004,0.4764739416537884,0.07017957948238059,0.42840690703857226,0.8871225998368857,0.7822410517034022,0.459207796178688
9,0.010096840223918284,0.007567426261658055,0.435157775372476,0.10581913707998028,0.1286044617221381,0.4224114993123964,0.05785332638360596,0.6811045012090964,0.13196607428622947,0.11025686763766752,0.014861409451210322,2.989267088078872e-05,0.002895295380667,0.49656700860766134,0.3595802345151817,0.4953532688356642,0.01758464353295441,0.45200710973171443,0.7758958598732448,0.0003807348200912273,3.1699333095585005e-05,0.2799513780405702,0.057749061474545324,0.18973194382885641,0.38234506601437823,0.5448872611655241,0.10546318079830189,0.3111427859681001,0.4262151971473071,0.2854411648353715,0.04050453173957764
10,0.01552273300118185,0.0068151703770778106,0.5380286889823105,0.07591189396656955,0.18318199927885506,0.39264513932022704,0.024974478028624857,0.42300570608281207,0.12803378705780713,0.12676675337314455,0.01435001223913851,2.4301262503013365e-05,0.0028154791926315184,0.6301355321392408,0.4327864666197854,0.5718388368000439,0.020586614662397924,0.44783921694160544,0.6834003964012546,0.0006120128230232185,3.219158848908251e-05,0.10514358182427601,0.05098723145124286,0.22901537615562745,0.19338001768407015,0.6921354931965241,0.09892675112696837,0.26573713502950885,0.4677619404027906,0.2903674924095771,0.04715432139907134
11,0.010825636176174993,0.011105341436005308,0.4930829117940929,0.11624979618319822,0.020613808967171708,0.5042743837938991,0.03539445708759643,0.547782092505982,0.1258917224040092,0.17890041958334765,0.020269003773077186,1.245171822016061e-05,0.006908939177489947,0.7011112370691062,0.4674271358147545,0.643239478872415,0.028652377965034347,0.5211528462010323,0.7149776864355037,0.0008067702890792017,2.250850318355888e-06,0.1393021355779047,0.0069657372375771815,0.25666192282594175,0.1620006290239404,0.768901611687301,0.11265370280971644,0.1592002735190826,0.5509607428580285,0.192217285517177,0.058688139960855173
12,0.013261881131556255,0.012861598840366778,0.4314845673892143,0.1466256217748702,0.02464688405718168,0.5891652409650159,0.03862859450424934,0.5277399347986154,0.12638271015434255,0.09209352632864047,0.025545274132768886,2.7383391609341887e-06,0.00287881340629556,0.6569021018177286,0.49554459127906636,0.7220027350177376,0.03939752836437876,0.5852674178736754,0.7771916134077893,0.0011488477263705912,1.5240501258743444e-06,0.1678246313008828,0.011453924354307173,0.1762465946616404,0.19940929073466265,0.8349455180109169,0.15670748191618564,0.16202639703009813,0.6398475270574133,0.30201959046124505,0.08853616226537149
13,0.020775707578069114,0.014212063000503367,0.4881085642101768,0.14227957171699937,0.03552875022511727,0.660831007316656,0.03839148672664675,0.5092253846335881,0.05279898450550751,0.05089057921420168,0.023198973367919002,4.089032767024135e-06,0.004082242996911557,0.7452017009210571,0.5305176543144067,0.7976857005130519,0.04191108183060552,0.6023573923119034,0.7258243254321559,0.0022526489588855386,1.594065865100851e-06,0.2266591118225254,0.002264913870885698,0.20376547326380298,0.1456913571627407,0.6520425877937661,0.21158969975984324,0.202693774560142,0.611942214039976,0.26517008373790935,0.10492105287573424
14,0.024371344134421432,0.011242577754634043,0.5271588633583161,0.19873792100175267,0.04197650618970774,0.7385930386809832,0.05155744533831206,0.5072179835864481,0.06412110051378724,0.07815968379229418,0.04282788197453617,7.937214592833143e-06,0.0003027795921599073,0.7938687278871899,0.3761965994432952,0.7506745651415602,0.03207852839508856,0.6287698358543152,0.8210941202897144,0.0008368717608946849,1.5765073676767683e-06,0.19160679734779987,0.002893804896045623,0.25747818486524415,0.09210223343970766,0.6939129316582764,0.24113698986752538,0.255433751116075,0.3170358867818195,0.1856941763670499,0.1321906336009917
15,0.036242367827497624,0.012936765825594247,0.6250818974349517,0.23136196149721772,0.032281861521758055,0.6058046523327949,0.005783229896998234,0.43681850575899567,0.08068766795454506,0.08479548416789717,0.06416383825019638,1.5111889755126127e-05,0.0004067708745154641,0.7399505400914412,0.2253595917166492,0.8864511934946723,0.04028214093532654,0.3499240580974564,0.7182894302899367,0.00026323328229272975,3.0998580864977366e-07,0.17200160461190345,0.0043055005701846,0.3125357554957004,0.09865547548587118,0.7037739311349999,0.29837787153175105,0.15952187365508044,0.36939386347064246,0.20954385997562866,0.10957824579938524
