Lag,BTC,ETH,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.3304385099013598,0.19591394128656506,0.23129217686304837,0.29947138839106285,0.44500089621422834,0.1423763553433905,0.41304573218793234,0.700098115716653,0.5118395267698633,0.2963392123168854,0.13596164406675235,0.2557364841702915,0.029715749129276277,0.6159052467839068,0.3445266957920152,0.29196990997910655,0.042161794209381466,0.24796748876075572,0.4465689546465652,0.4718125071964603,0.3281279691517742,0.09131189932794857,0.46263676319941416,0.5364242062681784,0.4941647462709389,0.37313279317253456,0.5965195812687948,0.2834356964196616,0.1469508604096389,0.16695332923327622,0.399046790437308
2,0.34121229806727066,0.04394806720928621,0.15638722470033753,0.23273580760826973,0.1950337597424878,0.1633497050612386,0.5473381178651148,0.6076125067397482,0.6223904522005778,0.44319677281693615,0.2151234650900919,0.30791529403059237,0.06495073352246061,0.33370490895895444,0.4347685059995807,0.18195294858132438,0.06704423469868241,0.1564242927045209,0.30397276709149973,0.4617256598495646,0.24386915254145297,0.19046340666740297,0.37231226351576485,0.223445862280061,0.2986451646945798,0.3995669125634691,0.5188656717880031,0.30077565865967965,0.16926560505007662,0.29817202497500817,0.2692755784423116
3,0.05741417595189488,0.06705980916840196,0.1747210049381323,0.406980772097388,0.27375345877006446,0.2186393454721294,0.5625628349298528,0.2718780119497552,0.7249987836323746,0.11850702260369533,0.2577640507106943,0.2804850417453109,0.09831618276008866,0.2976744500131209,0.5899749239448973,0.17277522876328755,0.12365302236903444,0.23016903885995832,0.375017807890737,0.4735059882019204,0.18728576432382274,0.06929399629606899,0.17792096049671566,0.3631192803630255,0.38467395529147674,0.36665159348348064,0.6265705991479396,0.36789340790770025,0.267358393710415,0.47509706605761554,0.38249704575004184
4,0.0857380157798375,0.10545060079476648,0.14859047060062655,0.34512277808078057,0.34398786472076615,0.2416485138219066,0.6272860093887535,0.24344860603096385,0.4841907401115128,0.19565203697715505,0.2773802063223997,0.2308846721594728,0.09027548008484625,0.3471134849150753,0.5494210899610829,0.18711208106640126,0.041565780724288445,0.15566467288616415,0.40028606023727287,0.5219362486251309,0.1972030974091124,0.12135851901978555,0.1562671882954649,0.28513364393252155,0.4279980441467642,0.4396875242405569,0.40392893978070243,0.40446618731593337,0.327912426377765,0.565360776995371,0.22808225790760062
5,0.07432039299666811,0.09112826851805048,0.18940991707971716,0.48056941264307795,0.39244430694146615,0.24785351808094833,0.7401929142764319,0.24588328681193794,0.5059784333675132,0.22431066023568974,0.3678067743691831,0.20480169379617036,0.13047919502105296,0.3681509049938159,0.4588839458911848,0.13356859702934668,0.06311162130968871,0.13779082119287825,0.49225892083508405,0.5181922620004243,0.17550726882014372,0.12710003597736913,0.06534232099103394,0.21053415586922922,0.4722110004821579,0.5042574505766435,0.4889669719744583,0.35455282182007997,0.3468653450503327,0.6786741481741787,0.1658533402300013
6,0.08957907715020766,0.045041810226530775,0.2427987778839325,0.5261604597503637,0.23320004818462778,0.22669181367592955,0.7827170231397604,0.2799343708353541,0.310366999798773,0.29332254630868826,0.4654245903330937,0.21237680616771254,0.18783335825169328,0.4278591808246472,0.3423261957582028,0.06091188727962648,0.03738696680014088,0.10683351382575111,0.5600585617074498,0.5612056733977784,0.2124502342128108,0.16223271900975197,0.10095407826387837,0.27443267869094984,0.5056539916917484,0.5613641746057765,0.19844859249114558,0.3928665444785933,0.4069657258808721,0.6402711824432972,0.181233314098257
7,0.1172939977896412,0.02175721069765452,0.23092857794889737,0.5384176699099781,0.3153326448332692,0.19587243891582296,0.8264177803762056,0.2990981817335102,0.3568154093858151,0.35297667417106326,0.35554889555495683,0.241427409950696,0.21815995246753417,0.38266635172147456,0.3215380436061819,0.08598911117154438,0.05427649187228899,0.12324868618064941,0.39406466445461835,0.5910475271122275,0.2270083840078855,0.1398581299956488,0.14327600366996684,0.3181134102096945,0.5051666217544084,0.5636374172651263,0.23799035829627502,0.27549995519087306,0.4514250679165652,0.7253708531205714,0.2280870005539528
8,0.09162907495328243,0.029674264433518317,0.2188885966419331,0.6022628335149439,0.2500096967040011,0.20683580658808579,0.731629476613757,0.2809531700472968,0.41171843853842394,0.4049584169007506,0.3205587101401072,0.28649185023850615,0.23991727257811168,0.3718749005630343,0.3271725174732356,0.13417349319480767,0.06010166171049939,0.12198022403644333,0.4657082443230086,0.5509531378930925,0.2172329719433762,0.15288698267289405,0.1845944880848277,0.22085372137977277,0.5336025245484325,0.5302856809317653,0.25251621845131,0.2647682726355677,0.476906845512192,0.7655271713284745,0.20920077198997156
9,0.1203019347410684,0.014943281381661157,0.19863867271879723,0.10041627515577092,0.30074972557647717,0.2056292310941642,0.19857259203623087,0.2860392159390635,0.3242879839550513,0.25729110143574563,0.07854252272840781,0.32066957964286325,0.2213217071618948,0.3641815497707285,0.45210314004466906,0.1803561021587389,0.01725811697199812,0.13245407693842234,0.5484538732501631,0.3078543699601153,0.19495618244062374,0.07567995306556406,0.21625102704671076,0.19315772662455796,0.46894580774283245,0.433404542200564,0.27925734510152034,0.23564950729823728,0.19281275173629275,0.675691616227596,0.12353935936673158
10,0.1093261065956743,0.012049153333600548,0.19375941841540675,0.07330195905687811,0.3820826364735385,0.1952295458559816,0.188951401874397,0.22734266709967413,0.3560491756992997,0.3061100348197004,0.09313945991585448,0.317332697118032,0.19073988069169567,0.4158862421580177,0.5180709615825627,0.23643524157649698,0.015840587790826244,0.13099400145541779,0.521598089915052,0.3314083137783056,0.08868095625695818,0.03416007933089173,0.24758610883714388,0.22996973421510974,0.45669062751284084,0.338075960050604,0.2951093486694457,0.22176697327173425,0.22980737351866198,0.7182375318864593,0.14922831860278388
