TIMESTAMP,BAKE_OPEN_PRICE_USD,BAKE_HIGH_PRICE_USD,BAKE_LOW_PRICE_USD,BAKE_CLOSE_PRICE_USD,BAKE_VOLUME_USD,BAKE_DIVIDENDS_USD,BAKE_STOCK_SPLITS_USD
2020-09-24 00:00:00+00:00,0.13176000118255615,0.13176000118255615,0.052682001143693924,0.077114999294281,3209909,0.0,0.0
2020-09-25 00:00:00+00:00,0.07795199751853943,0.11416199803352356,0.06994999945163727,0.07435999810695648,2592007,0.0,0.0
2020-09-26 00:00:00+00:00,0.07435999810695648,0.07568100094795227,0.06211699917912483,0.07074499875307083,587592,0.0,0.0
2020-09-27 00:00:00+00:00,0.07074499875307083,0.08651500195264816,0.07003399729728699,0.07941000163555145,781935,0.0,0.0
2020-09-28 00:00:00+00:00,0.07941000163555145,0.09020300209522247,0.07363200187683105,0.0824500024318695,2455715,0.0,0.0
2020-09-29 00:00:00+00:00,0.0824500024318695,0.08387500047683716,0.054568998515605927,0.057844001799821854,1694872,0.0,0.0
2020-09-30 00:00:00+00:00,0.05804299935698509,0.05854799970984459,0.03349300101399422,0.03932600095868111,2064305,0.0,0.0
2020-10-01 00:00:00+00:00,0.03932600095868111,0.04753100126981735,0.03646299988031387,0.040654998272657394,2129111,0.0,0.0
2020-10-02 00:00:00+00:00,0.040647998452186584,0.04295099899172783,0.03456199914216995,0.03556999936699867,1723508,0.0,0.0
2020-10-03 00:00:00+00:00,0.03556999936699867,0.039110999554395676,0.03480999916791916,0.03743999823927879,2338298,0.0,0.0
2020-10-04 00:00:00+00:00,0.03743999823927879,0.03777899965643883,0.03532100096344948,0.03581500053405762,3246035,0.0,0.0
2020-10-05 00:00:00+00:00,0.03581500053405762,0.037137001752853394,0.03271299973130226,0.033261001110076904,164132,0.0,0.0
2020-10-06 00:00:00+00:00,0.0332069993019104,0.033208999782800674,0.024500999599695206,0.025575000792741776,239159,0.0,0.0
2020-10-07 00:00:00+00:00,0.02551399916410446,0.025654999539256096,0.021515000611543655,0.02213899977505207,135821,0.0,0.0
