TIMESTAMP,ZEC_CLOSE_PRICE_USD,ZEC_OPEN_PRICE_USD,ZEC_HIGH_PRICE_USD,ZEC_LOW_PRICE_USD
2016-12-07,55.69,48.49,61.5,47.08
2016-12-08,52.61,55.69,57.4,52.55
2016-12-09,49.66,52.61,53.0,49.3
2016-12-10,48.42,49.66,52.0,47.74
2016-12-11,47.79,48.42,51.15,47.78
2016-12-12,48.4,47.79,50.12,47.79
2016-12-13,46.3,48.4,50.19,46.0
2016-12-14,44.7,46.3,47.01,42.5
2016-12-15,39.76,44.7,44.7,39.0
2016-12-16,39.66,39.76,42.0,39.24
2016-12-17,35.57,39.66,40.93,35.1
2016-12-18,35.2,35.57,41.0,34.8
2016-12-19,34.5,35.2,37.3,33.61
2016-12-20,37.0,34.5,40.0,34.0
2016-12-21,35.6,37.0,39.6,35.1
2016-12-22,46.8,35.6,48.3,35.6
2016-12-23,52.12,46.8,65.0,45.0
2016-12-24,47.04,52.12,55.0,47.0
2016-12-25,45.39,47.04,49.04,42.67
2016-12-26,42.95,45.39,46.27,42.0
2016-12-27,44.0,42.95,48.0,41.64
2016-12-28,48.41,44.0,57.0,42.76
2016-12-29,51.0,48.41,53.22,48.13
2016-12-30,50.8,51.0,52.22,49.5
2016-12-31,48.0,50.8,50.9,47.51
2017-01-01,48.39,48.0,49.2,47.62
2017-01-02,49.13,48.39,50.91,47.92
2017-01-03,49.17,49.13,50.9,48.0
2017-01-04,54.51,49.17,54.51,49.12
2017-01-05,49.44,54.51,56.55,43.4
2017-01-06,46.12,49.44,50.89,45.0
2017-01-07,46.21,46.12,47.43,43.9
2017-01-08,45.93,46.21,48.06,45.5
2017-01-09,46.09,45.93,46.71,45.05
2017-01-10,45.3,46.09,46.44,45.15
2017-01-11,41.28,45.3,46.5,39.19
2017-01-12,42.94,41.28,46.0,39.2
2017-01-13,43.07,42.94,45.0,42.44
2017-01-14,44.1,43.07,44.15,43.0
2017-01-15,44.85,44.1,45.24,42.59
2017-01-16,43.34,44.85,45.78,43.25
2017-01-17,44.13,43.34,45.93,43.25
2017-01-18,43.36,44.13,44.8,41.71
2017-01-19,44.1,43.36,44.4,42.72
2017-01-20,43.52,44.1,44.4,43.15
2017-01-21,43.92,43.52,44.68,43.15
2017-01-22,43.4,43.92,44.6,42.86
2017-01-23,42.79,43.4,44.08,42.56
2017-01-24,41.0,42.79,43.5,41.0
2017-01-25,39.68,41.0,41.85,39.13
2017-01-26,37.76,39.68,41.65,37.11
2017-01-27,37.94,37.76,39.98,37.26
2017-01-28,38.0,37.94,38.8,37.87
2017-01-29,38.31,38.0,41.5,38.0
2017-01-30,39.85,38.31,40.4,38.26
2017-01-31,39.45,39.85,40.4,38.76
2017-02-01,39.69,39.45,40.5,38.93
2017-02-02,39.24,39.69,39.87,38.9
2017-02-03,38.22,39.24,39.3,37.4
2017-02-04,38.87,38.22,39.37,38.0
2017-02-05,37.5,38.87,39.1,37.5
2017-02-06,37.08,37.5,37.95,36.83
2017-02-07,36.0,37.08,37.22,35.01
2017-02-08,34.94,36.0,36.5,34.01
2017-02-09,33.15,34.94,35.68,31.0
2017-02-10,32.84,33.15,33.39,31.86
2017-02-11,32.71,32.84,33.6,32.2
2017-02-12,31.54,32.71,32.73,31.5
2017-02-13,30.54,31.54,31.8,30.14
2017-02-14,32.57,30.54,33.0,30.2
2017-02-15,33.83,32.57,34.53,31.21
2017-02-16,32.71,33.83,34.53,32.68
2017-02-17,32.1,32.71,33.08,31.11
2017-02-18,30.8,32.1,32.49,30.71
2017-02-19,30.57,30.8,31.39,30.57
2017-02-20,31.25,30.57,31.4,30.4
2017-02-21,30.08,31.25,31.25,29.8
2017-02-22,27.01,30.08,30.33,27.01
2017-02-23,27.0,27.01,27.43,26.32
2017-02-24,27.0,27.0,27.0,27.0
2017-02-25,29.05,30.22,30.97,28.51
2017-02-26,29.49,29.05,30.29,28.57
2017-02-27,36.8,29.49,38.4,29.48
2017-02-28,37.16,36.8,38.7,34.0
2017-03-01,41.7,37.16,41.9,36.98
2017-03-02,39.81,41.7,42.8,38.55
2017-03-03,41.88,39.81,42.68,38.12
2017-03-04,41.85,41.88,43.77,40.0
2017-03-05,39.5,41.85,41.85,39.01
2017-03-06,40.4,39.5,40.4,37.6
2017-03-07,37.91,40.4,40.6,36.72
2017-03-08,35.37,37.91,38.45,35.0
2017-03-09,36.65,35.37,37.61,35.0
2017-03-10,34.44,36.65,40.65,32.73
2017-03-11,39.36,34.44,39.9,34.44
2017-03-12,39.85,39.36,41.0,37.41
2017-03-13,47.47,39.85,49.22,39.8
2017-03-14,45.13,47.47,48.34,43.0
2017-03-15,45.7,45.13,46.55,43.17
2017-03-16,48.19,45.7,49.36,44.55
2017-03-17,47.07,48.19,52.6,45.0
2017-03-18,64.1,47.07,90.53,46.44
2017-03-19,68.02,64.1,80.0,57.07
2017-03-20,70.32,68.02,79.0,68.02
2017-03-21,65.8,70.32,73.12,63.0
2017-03-22,68.07,65.8,71.0,63.8
2017-03-23,66.13,68.07,68.77,65.21
2017-03-24,65.0,66.13,73.0,63.9
2017-03-25,63.18,65.0,66.35,62.0
2017-03-26,58.62,63.18,65.5,58.45
2017-03-27,53.5,58.62,61.7,52.75
2017-03-28,63.6,53.5,74.95,52.75
2017-03-29,63.13,63.6,67.88,61.3
2017-03-30,62.13,63.13,63.6,60.6
2017-03-31,62.42,62.13,63.7,60.02
2017-04-01,61.65,62.42,64.7,61.05
2017-04-02,60.5,61.65,62.4,59.0
2017-04-03,59.8,60.5,64.3,59.17
2017-04-04,58.13,59.8,60.25,57.52
2017-04-05,59.72,58.13,61.44,57.83
2017-04-06,58.7,59.72,60.25,54.04
2017-04-07,60.9,58.7,62.5,56.0
2017-04-08,63.71,60.9,66.05,58.52
2017-04-09,63.25,63.71,81.0,61.0
2017-04-10,66.33,63.25,72.1,63.25
2017-04-11,63.14,66.33,67.0,62.6
2017-04-12,63.25,63.14,64.58,60.17
2017-04-13,65.32,63.25,65.81,62.3
2017-04-14,73.45,65.32,74.48,65.3
2017-04-15,74.49,73.45,79.49,70.2
2017-04-16,72.93,74.49,75.8,71.25
2017-04-17,72.2,72.93,73.67,70.8
2017-04-18,74.13,72.2,74.96,72.2
2017-04-19,74.0,74.13,76.0,73.05
2017-04-20,71.0,74.0,74.0,70.0
2017-04-21,72.98,71.0,74.0,69.85
2017-04-22,74.5,72.98,74.75,72.0
2017-04-23,73.1,74.5,74.6,72.72
2017-04-24,73.85,73.1,74.75,72.7
2017-04-25,74.3,73.85,75.0,73.51
2017-04-26,78.23,74.3,81.54,74.3
2017-04-27,83.72,78.23,87.87,77.51
2017-04-28,89.96,83.72,92.0,83.26
2017-04-29,102.78,89.96,106.0,88.62
2017-04-30,99.54,102.78,108.0,96.0
2017-05-01,97.55,99.54,115.8,87.51
2017-05-02,99.22,97.55,103.6,95.15
2017-05-03,98.2,99.22,100.86,94.23
2017-05-04,103.66,98.2,109.0,98.0
2017-05-05,102.64,103.66,116.23,97.1
2017-05-06,110.44,102.64,113.0,101.57
2017-05-07,105.11,110.44,111.21,101.5
2017-05-08,105.19,105.11,116.1,103.5
2017-05-09,96.13,105.19,106.99,90.0
2017-05-10,96.78,96.13,103.49,92.4
2017-05-11,95.41,96.78,100.0,94.55
2017-05-12,99.19,95.41,102.75,95.0
2017-05-13,98.49,99.19,99.19,94.17
2017-05-14,98.0,98.49,100.0,94.51
2017-05-15,94.12,98.0,99.9,94.0
2017-05-16,91.64,94.12,96.0,91.47
2017-05-17,94.07,91.64,95.52,87.5
2017-05-18,97.0,94.07,97.53,88.54
2017-05-19,103.38,97.0,108.6,96.88
2017-05-20,105.8,103.38,109.38,103.38
2017-05-21,118.5,105.8,122.0,104.57
2017-05-22,200.0,118.5,315.0,116.5
2017-05-23,231.0,200.0,297.0,183.35
2017-05-24,231.0,231.0,280.56,228.0
2017-05-25,211.0,231.0,260.5,190.0
2017-05-26,190.0,211.0,243.41,156.01
2017-05-27,175.7,190.0,198.52,122.95
2017-05-28,185.0,175.7,203.9,161.01
2017-05-29,196.0,185.0,204.8,178.56
2017-05-30,226.0,196.0,241.58,192.7
2017-05-31,220.38,226.0,251.75,211.5
2017-06-01,240.0,220.38,254.9,216.0
2017-06-02,232.7,240.0,247.8,230.0
2017-06-03,220.0,232.7,235.0,216.04
2017-06-04,220.0,220.0,220.0,220.0
2017-06-05,240.32,233.88,265.35,230.0
2017-06-06,256.0,240.32,264.5,231.97
2017-06-07,260.43,256.0,335.34,254.0
2017-06-08,270.61,260.43,285.63,251.58
2017-06-09,280.21,270.61,280.5,268.11
2017-06-10,316.5,280.21,321.0,280.0
2017-06-11,326.26,316.5,336.9,301.68
2017-06-12,300.0,326.26,336.0,247.0
2017-06-13,360.6,300.0,370.0,296.81
2017-06-14,369.0,360.6,445.2,333.03
2017-06-15,380.0,369.0,408.0,246.59
2017-06-16,377.94,380.0,397.6,344.84
2017-06-17,391.0,377.94,400.49,350.0
2017-06-18,370.56,391.0,396.0,360.0
2017-06-19,397.2,370.56,405.74,365.0
2017-06-20,407.88,397.2,433.7,393.96
2017-06-21,380.4,407.88,415.71,345.0
2017-06-22,381.55,380.4,395.0,360.0
2017-06-23,375.0,381.55,389.0,375.0
2017-06-24,346.02,375.0,378.92,337.77
2017-06-25,318.0,346.02,349.45,287.22
2017-06-26,298.0,318.0,323.0,246.83
2017-06-27,324.0,298.0,330.0,258.67
2017-06-28,333.57,324.0,339.75,305.7
2017-06-29,311.5,333.57,339.68,299.0
2017-06-30,293.2,311.5,318.0,286.5
2017-07-01,274.39,293.2,296.31,258.29
2017-07-02,291.69,274.39,295.5,259.0
2017-07-03,288.25,291.69,295.0,275.51
2017-07-04,279.95,288.25,299.82,272.5
2017-07-05,282.5,279.95,287.0,265.1
2017-07-06,284.52,282.5,290.5,271.0
2017-07-07,249.13,284.52,289.0,246.5
2017-07-08,254.0,249.13,254.0,232.0
2017-07-09,239.0,254.0,261.88,239.0
2017-07-10,197.0,239.0,240.16,179.0
2017-07-11,178.01,197.0,202.08,162.0
2017-07-12,212.0,178.01,216.0,165.0
2017-07-13,192.91,212.0,215.61,182.0
2017-07-14,177.8,192.91,194.8,164.7
2017-07-15,158.5,177.8,177.8,155.1
2017-07-16,165.45,158.5,166.5,142.2
2017-07-17,180.2,165.45,182.18,161.01
2017-07-18,198.5,180.2,230.71,168.4
2017-07-19,181.9,198.5,220.0,175.53
2017-07-20,209.32,181.9,218.0,181.9
2017-07-21,202.04,209.32,216.89,199.22
2017-07-22,218.0,202.04,220.4,200.47
2017-07-23,212.19,218.0,228.0,206.69
2017-07-24,212.0,212.19,214.49,207.5
2017-07-25,187.82,212.0,212.0,176.0
2017-07-26,188.9,187.82,192.0,175.0
2017-07-27,185.4,188.9,192.65,182.0
2017-07-28,176.49,185.4,190.09,172.89
2017-07-29,187.0,176.49,187.0,165.12
2017-07-30,173.32,187.0,187.11,172.77
2017-07-31,173.0,173.32,179.0,167.51
2017-08-01,190.84,173.0,195.49,170.89
2017-08-02,189.3,190.84,195.1,183.2
2017-08-03,188.85,189.3,191.56,182.62
2017-08-04,186.41,188.85,190.78,184.0
2017-08-05,204.0,186.41,214.3,185.17
2017-08-06,208.0,204.0,212.95,202.9
2017-08-07,208.58,208.0,212.1,204.16
2017-08-08,246.0,208.58,258.48,208.21
2017-08-09,242.0,246.0,260.99,229.96
2017-08-10,231.7,242.0,249.3,230.9
2017-08-11,235.5,231.7,236.0,225.0
2017-08-12,222.71,235.5,237.0,217.0
2017-08-13,212.0,222.71,225.6,200.0
2017-08-14,210.33,212.0,217.9,203.0
2017-08-15,212.11,210.33,213.5,196.0
2017-08-16,216.61,212.11,220.0,205.08
2017-08-17,208.14,216.61,218.3,206.0
2017-08-18,199.21,208.14,214.0,198.6
2017-08-19,234.0,199.21,247.9,190.78
2017-08-20,239.67,234.0,252.41,224.0
2017-08-21,235.6,239.67,258.38,228.11
2017-08-22,224.0,235.6,240.0,206.0
2017-08-23,227.2,224.0,239.0,223.2
2017-08-24,227.5,227.2,231.73,223.44
2017-08-25,238.61,227.5,258.0,227.23
2017-08-26,300.0,238.61,301.0,235.81
2017-08-27,273.0,300.0,301.0,265.41
2017-08-28,275.0,273.0,281.8,254.23
2017-08-29,270.0,275.0,277.58,263.78
2017-08-30,275.0,270.0,281.75,267.96
2017-08-31,287.1,275.0,287.47,272.0
2017-09-01,307.0,287.1,312.3,281.77
2017-09-02,250.2,307.0,312.0,239.99
2017-09-03,264.16,250.2,273.0,240.94
2017-09-04,218.74,264.16,265.0,196.51
2017-09-05,229.13,218.74,238.1,195.3
2017-09-06,246.3,229.13,250.0,225.07
2017-09-07,247.87,246.3,251.79,234.0
2017-09-08,219.65,247.87,247.87,207.0
2017-09-09,219.0,219.65,224.16,209.2
2017-09-10,218.01,219.0,228.33,197.0
2017-09-11,212.9,218.01,222.91,210.0
2017-09-12,210.85,212.9,225.17,204.44
2017-09-13,198.5,210.85,211.85,181.83
2017-09-14,160.1,198.5,207.44,159.99
2017-09-15,186.0,160.1,192.52,142.25
2017-09-16,178.32,186.0,191.0,167.79
2017-09-17,176.57,178.32,180.89,168.0
2017-09-18,194.8,176.57,197.37,176.57
2017-09-19,187.05,194.8,197.37,183.01
2017-09-20,188.0,187.05,194.36,182.0
2017-09-21,174.85,188.0,192.0,174.39
2017-09-22,195.0,174.85,204.4,174.85
2017-09-23,205.2,195.0,216.58,192.0
2017-09-24,205.6,205.2,208.87,198.2
2017-09-25,230.53,205.6,235.78,204.88
2017-09-26,232.1,230.53,236.25,228.65
2017-09-27,286.5,232.1,298.0,229.0
2017-09-28,311.9,286.5,409.0,281.1
2017-09-29,288.98,311.9,311.9,269.07
2017-09-30,278.5,288.98,294.54,276.0
2017-10-01,266.01,278.5,281.28,265.0
2017-10-02,257.13,266.01,279.0,254.29
2017-10-03,252.99,257.13,261.64,236.0
2017-10-04,237.5,252.99,253.49,235.85
2017-10-05,257.0,237.5,267.43,226.51
2017-10-06,258.05,257.0,275.0,252.0
2017-10-07,254.96,258.05,258.8,242.63
2017-10-08,241.18,254.96,257.51,240.5
2017-10-09,228.04,241.18,243.33,223.71
2017-10-10,234.08,228.04,243.36,225.99
2017-10-11,235.44,234.08,240.01,231.71
2017-10-12,226.43,235.44,237.7,225.5
2017-10-13,239.24,226.43,254.35,220.0
2017-10-14,241.5,239.24,243.0,237.43
2017-10-15,233.8,241.5,241.5,227.72
2017-10-16,234.4,233.8,237.0,229.0
2017-10-17,230.02,234.4,252.02,227.21
2017-10-18,229.53,230.02,238.69,214.0
2017-10-19,230.3,229.53,238.86,224.24
2017-10-20,221.29,230.3,234.75,221.29
2017-10-21,213.34,221.29,223.38,207.0
2017-10-22,213.99,213.34,220.0,207.3
2017-10-23,205.0,213.99,213.99,198.99
2017-10-24,216.0,205.0,227.6,202.0
2017-10-25,216.15,216.0,228.0,206.83
2017-10-26,232.97,216.15,237.35,215.21
2017-10-27,242.0,232.97,255.9,227.54
2017-10-28,230.4,242.0,244.9,228.52
2017-10-29,232.04,230.4,239.0,222.61
2017-10-30,240.0,232.04,244.98,229.79
2017-10-31,232.5,240.0,240.0,230.8
2017-11-01,221.69,232.5,233.33,218.79
2017-11-02,215.05,221.69,222.94,206.73
2017-11-03,230.15,215.05,240.0,215.0
2017-11-04,230.0,230.15,234.68,223.0
2017-11-05,225.0,230.0,232.4,222.73
2017-11-06,228.1,225.0,236.9,220.0
2017-11-07,238.92,228.1,243.96,226.08
2017-11-08,248.0,238.92,250.0,236.08
2017-11-09,256.57,248.0,270.0,242.0
2017-11-10,235.7,256.57,272.49,226.12
2017-11-11,252.98,235.7,269.62,232.45
2017-11-12,282.2,252.98,282.2,225.6
2017-11-13,262.41,282.2,296.0,253.0
2017-11-14,268.2,262.41,275.1,260.0
2017-11-15,288.15,268.2,294.99,266.5
2017-11-16,294.0,288.15,320.0,285.5
2017-11-17,289.22,294.0,295.1,280.0
2017-11-18,297.5,289.22,305.0,285.0
2017-11-19,300.0,297.5,303.36,294.0
2017-11-20,302.5,300.0,307.45,296.08
2017-11-21,291.0,302.5,310.57,281.97
2017-11-22,318.07,291.0,323.7,289.06
2017-11-23,308.3,318.07,321.08,301.72
2017-11-24,350.44,308.3,353.21,300.0
2017-11-25,342.0,350.44,362.0,337.12
2017-11-26,336.5,342.0,346.8,328.17
2017-11-27,345.0,336.5,345.3,326.0
2017-11-28,362.88,345.0,370.0,339.67
2017-11-29,300.0,362.88,375.0,278.0
2017-11-30,300.78,300.0,323.07,254.0
2017-12-01,327.12,300.78,334.0,286.0
2017-12-02,324.21,327.12,340.0,315.0
2017-12-03,319.36,324.21,341.0,303.78
2017-12-04,326.4,319.36,330.88,311.0
2017-12-05,320.45,326.4,329.0,315.0
2017-12-06,316.93,320.45,349.31,301.38
2017-12-07,295.0,316.93,317.55,279.2
2017-12-08,318.0,295.0,330.48,276.12
2017-12-09,308.75,318.0,339.64,299.0
2017-12-10,284.96,308.75,315.2,279.69
2017-12-11,314.95,284.96,319.9,278.95
2017-12-12,352.17,314.95,365.1,311.0
2017-12-13,407.0,352.17,420.0,348.52
2017-12-14,501.3,407.0,527.05,405.65
2017-12-15,461.95,501.3,506.0,409.0
2017-12-16,467.0,461.95,491.8,454.09
2017-12-17,530.0,467.0,554.1,463.0
2017-12-18,580.0,530.0,590.0,481.0
2017-12-19,586.0,580.0,620.0,510.82
2017-12-20,674.0,586.0,689.0,528.0
2017-12-21,630.0,674.0,734.69,586.5
2017-12-22,479.0,630.0,642.07,371.0
2017-12-23,512.94,479.0,583.91,477.01
2017-12-24,520.99,512.94,523.0,421.0
2017-12-25,516.0,520.99,553.52,492.3
2017-12-26,547.0,516.0,549.0,508.52
2017-12-27,515.35,547.0,560.0,495.71
2017-12-28,475.82,515.35,524.44,448.95
2017-12-29,516.6,475.82,550.11,460.0
2017-12-30,443.8,516.6,518.79,412.0
2017-12-31,480.0,443.8,489.73,435.0
2018-01-01,512.0,480.0,553.77,460.1
2018-01-02,544.01,512.0,570.0,512.0
2018-01-03,555.47,544.01,568.0,532.0
2018-01-04,545.0,555.47,562.67,507.0
2018-01-05,544.46,545.0,555.2,523.0
2018-01-06,655.0,544.46,662.0,525.61
2018-01-07,752.3,655.0,795.0,646.0
2018-01-08,693.6,752.3,758.7,570.0
2018-01-09,664.0,686.67,720.34,630.1
2018-01-10,714.0,660.0,720.0,613.33
2018-01-11,642.0,711.01,729.0,585.0
2018-01-12,692.28,643.0,711.99,608.0
2018-01-13,693.93,698.14,720.0,682.38
2018-01-14,662.0,693.93,714.95,631.23
2018-01-15,620.0,662.0,685.0,620.0
2018-01-16,502.0,620.0,679.85,445.0
2018-01-17,493.0,502.0,529.0,395.85
2018-01-18,482.0,493.0,535.0,469.5
2018-01-19,519.19,482.0,549.0,466.63
2018-01-20,555.93,519.19,563.05,511.22
2018-01-21,483.47,555.93,556.8,469.0
2018-01-22,441.78,483.47,507.0,405.7
2018-01-23,439.56,441.78,467.0,401.12
2018-01-24,456.0,439.56,466.43,422.0
2018-01-25,465.14,456.0,476.61,446.48
2018-01-26,453.24,465.14,491.12,423.47
2018-01-27,452.1,453.24,464.28,433.05
2018-01-28,477.0,452.1,485.52,452.1
2018-01-29,449.2,477.0,481.01,443.34
2018-01-30,380.89,449.2,449.2,380.0
2018-01-31,400.9,387.96,401.01,367.21
2018-02-01,403.89,400.92,413.36,374.08
2018-02-02,387.07,403.2,403.86,313.21
2018-02-03,390.51,387.2,408.7,349.93
2018-02-04,347.49,390.51,407.94,333.85
2018-02-05,305.72,347.4,352.93,281.75
2018-02-06,368.05,305.64,375.87,265.28
2018-02-07,354.21,368.05,392.9,327.33
2018-02-08,439.69,356.7,443.41,353.93
2018-02-09,473.75,439.69,475.52,402.97
2018-02-10,481.71,473.76,507.94,457.17
2018-02-11,435.65,481.67,482.48,414.17
2018-02-12,462.04,435.64,472.23,435.64
2018-02-13,447.18,462.04,462.52,431.78
2018-02-14,481.45,447.12,484.56,446.22
2018-02-15,481.49,481.56,486.34,459.03
2018-02-16,478.9,481.73,492.73,461.72
2018-02-17,489.25,479.47,493.65,472.91
2018-02-18,448.83,489.25,489.92,441.85
2018-02-19,471.5,448.89,487.03,445.52
2018-02-20,436.38,471.5,481.87,436.38
2018-02-21,426.42,436.35,457.43,417.32
2018-02-22,394.85,426.52,443.15,392.61
2018-02-23,415.06,394.98,424.65,380.17
2018-02-24,391.81,414.74,421.8,379.18
2018-02-25,391.77,391.81,398.34,382.7
2018-02-26,404.15,391.71,414.85,383.76
2018-02-27,407.81,404.08,418.14,399.99
2018-02-28,383.13,407.68,416.5,381.92
2018-03-01,400.33,383.08,403.57,382.15
2018-03-02,387.05,400.5,402.48,374.88
2018-03-03,386.52,387.29,405.72,382.03
2018-03-04,408.22,386.56,409.32,383.12
2018-03-05,391.89,408.17,409.34,391.89
2018-03-06,383.36,391.59,391.79,375.91
2018-03-07,348.04,383.37,386.94,332.47
2018-03-08,318.5,347.99,350.83,315.64
2018-03-09,309.78,318.68,320.46,281.02
2018-03-10,287.53,309.72,317.51,285.9
2018-03-11,307.59,287.86,317.5,279.39
2018-03-12,290.96,307.76,313.4,279.39
2018-03-13,285.11,291.1,301.86,280.2
2018-03-14,250.93,285.1,290.16,246.41
2018-03-15,243.8,251.01,255.48,234.84
2018-03-16,237.29,243.8,249.46,234.3
2018-03-17,220.34,237.27,237.35,219.77
2018-03-18,244.33,220.19,249.11,205.56
2018-03-19,255.3,244.32,255.9,228.81
2018-03-20,260.15,255.31,267.9,237.46
2018-03-21,259.95,260.26,281.09,255.31
2018-03-22,249.9,259.95,268.16,238.58
2018-03-23,259.85,249.86,260.17,230.69
2018-03-24,241.7,259.73,260.56,241.18
2018-03-25,239.93,241.7,243.53,237.42
2018-03-26,225.35,239.93,241.8,212.25
2018-03-27,216.45,225.09,230.02,209.57
2018-03-28,210.74,216.47,220.59,208.63
2018-03-29,187.25,210.73,211.65,186.86
2018-03-30,191.28,187.25,199.22,184.18
2018-03-31,185.68,191.1,198.4,185.48
2018-04-01,183.33,185.42,192.05,175.13
2018-04-02,194.55,183.33,202.24,182.46
2018-04-03,206.22,194.55,209.63,193.85
2018-04-04,184.28,206.0,206.47,182.83
2018-04-05,184.69,184.31,188.43,179.79
2018-04-06,176.88,184.64,185.77,175.87
2018-04-07,183.37,176.88,186.12,176.38
2018-04-08,186.0,183.37,186.87,182.43
2018-04-09,179.13,185.86,190.4,176.67
2018-04-10,181.16,179.17,181.76,176.26
2018-04-11,185.75,181.25,185.9,180.83
2018-04-12,217.77,185.71,218.82,183.83
2018-04-13,229.47,217.77,243.89,211.95
2018-04-14,223.11,229.47,239.94,219.2
2018-04-15,233.11,223.11,235.74,222.93
2018-04-16,225.7,233.03,235.41,219.17
2018-04-17,222.46,225.7,229.23,221.12
2018-04-18,248.61,222.36,250.1,222.36
2018-04-19,264.9,248.57,266.22,241.74
2018-04-20,282.3,264.84,285.76,255.82
2018-04-21,270.32,282.3,283.11,254.4
2018-04-22,272.72,270.35,281.62,264.86
2018-04-23,300.27,272.72,300.34,271.15
2018-04-24,316.78,300.27,329.72,299.57
2018-04-25,284.14,316.52,316.65,267.15
2018-04-26,303.29,284.14,303.42,275.01
2018-04-27,282.11,302.97,303.48,279.52
2018-04-28,295.93,281.99,297.66,281.64
2018-04-29,293.64,295.93,303.93,283.42
2018-04-30,284.41,293.65,296.64,282.82
2018-05-01,291.75,284.48,291.9,271.93
2018-05-02,293.95,291.75,294.59,286.13
2018-05-03,308.26,293.9,312.93,292.49
2018-05-04,296.16,308.27,308.27,292.95
2018-05-05,307.53,296.11,310.37,295.99
2018-05-06,292.15,307.23,311.48,288.46
2018-05-07,281.13,292.08,292.92,272.89
2018-05-08,275.54,289.07,291.32,272.89
2018-05-09,276.65,275.49,278.18,267.37
2018-05-10,263.33,276.91,288.55,263.27
2018-05-11,239.2,263.33,263.33,238.8
2018-05-12,247.3,239.19,253.86,232.06
2018-05-13,261.65,247.76,263.94,244.28
2018-05-14,310.36,261.65,344.14,246.5
2018-05-15,353.48,310.38,386.71,308.05
2018-05-16,366.17,353.52,377.61,325.19
2018-05-17,314.65,366.17,368.43,310.13
2018-05-18,358.65,314.66,368.61,303.71
2018-05-19,343.61,358.66,378.14,341.47
2018-05-20,350.53,343.61,360.57,338.73
2018-05-21,327.86,350.84,352.03,324.18
2018-05-22,312.07,327.83,348.69,307.07
2018-05-23,285.77,312.12,334.16,279.6
2018-05-24,295.33,285.33,300.16,268.83
2018-05-25,282.88,295.82,297.13,274.47
2018-05-26,272.61,282.87,285.77,272.52
2018-05-27,262.75,272.68,272.88,260.11
2018-05-28,228.87,262.89,266.3,220.64
2018-05-29,246.85,228.76,259.64,219.72
2018-05-30,242.24,246.85,256.85,236.62
2018-05-31,240.97,242.27,249.15,238.64
2018-06-01,240.2,240.93,242.33,234.1
2018-06-02,249.89,240.18,257.77,238.26
2018-06-03,253.42,249.88,259.59,248.64
2018-06-04,235.64,253.39,255.59,232.54
2018-06-05,238.67,235.69,242.14,228.55
2018-06-06,235.79,238.66,244.17,228.41
2018-06-07,237.37,235.8,241.92,232.66
2018-06-08,236.6,237.4,238.76,231.52
2018-06-09,230.73,236.6,240.76,229.55
2018-06-10,199.9,230.75,230.79,196.64
2018-06-11,206.87,199.91,207.84,194.72
2018-06-12,194.36,207.0,213.66,191.42
2018-06-13,183.65,194.38,200.71,176.58
2018-06-14,199.0,183.65,202.04,183.49
2018-06-15,194.67,199.43,202.07,192.47
2018-06-16,191.83,194.81,195.53,187.45
2018-06-17,188.43,191.83,193.31,188.13
2018-06-18,197.88,188.43,205.62,183.87
2018-06-19,198.76,197.9,200.15,195.81
2018-06-20,194.42,198.79,199.3,191.45
2018-06-21,191.41,194.4,197.05,190.7
