TIMESTAMP,XCFX_OPEN_PRICE_USD,XCFX_HIGH_PRICE_USD,XCFX_LOW_PRICE_USD,XCFX_CLOSE_PRICE_USD,XCFX_VOLUME_USD,XCFX_DIVIDENDS_USD,XCFX_STOCK_SPLITS_USD
2023-02-27 00:00:00+00:00,0.23776400089263916,0.24315699934959412,0.21772900223731995,0.226623997092247,14542,0.0,0.0
2023-02-28 00:00:00+00:00,0.22661800682544708,0.22718699276447296,0.1919659972190857,0.19492800533771515,5739,0.0,0.0
2023-03-01 00:00:00+00:00,0.19554400444030762,0.2560720145702362,0.19477500021457672,0.23915700614452362,12625,0.0,0.0
2023-03-02 00:00:00+00:00,0.24040499329566956,0.24040499329566956,0.21508200466632843,0.22842399775981903,1980,0.0,0.0
2023-03-03 00:00:00+00:00,0.22774000465869904,0.22852499783039093,0.1897280067205429,0.19596999883651733,57902,0.0,0.0
2023-03-04 00:00:00+00:00,0.19596999883651733,0.19925299286842346,0.17396900057792664,0.18051500618457794,8675,0.0,0.0
2023-03-05 00:00:00+00:00,0.18087700009346008,0.2158380001783371,0.1792210042476654,0.20053799450397491,4729,0.0,0.0
2023-03-06 00:00:00+00:00,0.1999949961900711,0.2171510010957718,0.19716399908065796,0.20102599263191223,117510,0.0,0.0
2023-03-07 00:00:00+00:00,0.20116400718688965,0.2210489958524704,0.19325800240039825,0.2210489958524704,14502,0.0,0.0
2023-03-08 00:00:00+00:00,0.22123000025749207,0.22467300295829773,0.18659600615501404,0.19070899486541748,12037,0.0,0.0
2023-03-09 00:00:00+00:00,0.19070899486541748,0.2008890062570572,0.1613609939813614,0.16821399331092834,20475,0.0,0.0
2023-03-10 00:00:00+00:00,0.16821399331092834,0.17145000398159027,0.1502940058708191,0.16259899735450745,11311,0.0,0.0
2023-03-11 00:00:00+00:00,0.16259899735450745,0.16581900417804718,0.13787199556827545,0.14900299906730652,2709,0.0,0.0
2023-03-12 00:00:00+00:00,0.14891600608825684,0.18660899996757507,0.14475500583648682,0.18610799312591553,2761,0.0,0.0
2023-03-13 00:00:00+00:00,0.1865690052509308,0.27963900566101074,0.18595600128173828,0.2628690004348755,69445,0.0,0.0
2023-03-14 00:00:00+00:00,0.262814998626709,0.33772900700569153,0.2445860058069229,0.30636700987815857,93661,0.0,0.0
2023-03-15 00:00:00+00:00,0.3062019944190979,0.36079901456832886,0.251334011554718,0.2800830006599426,58737,0.0,0.0
2023-03-16 00:00:00+00:00,0.2804349958896637,0.312063992023468,0.2680700123310089,0.2963089942932129,103949,0.0,0.0
2023-03-17 00:00:00+00:00,0.2970609962940216,0.40079399943351746,0.28749701380729675,0.3993529975414276,98161,0.0,0.0
