TIMESTAMP,METAQ_OPEN_PRICE_USD,METAQ_HIGH_PRICE_USD,METAQ_LOW_PRICE_USD,METAQ_CLOSE_PRICE_USD,METAQ_VOLUME_USD,METAQ_DIVIDENDS_USD,METAQ_STOCK_SPLITS_USD
2022-03-26 00:00:00+00:00,0.799344003200531,0.7993900179862976,0.7613109946250916,0.7992879748344421,38065,0.0,0.0
2022-03-27 00:00:00+00:00,0.7992879748344421,1.39962899684906,0.7703019976615906,1.0003759860992432,35024,0.0,0.0
2022-03-28 00:00:00+00:00,1.0003650188446045,1.1005480289459229,0.9242929816246033,1.0824459791183472,25776,0.0,0.0
2022-03-29 00:00:00+00:00,1.0824389457702637,1.1006159782409668,1.0664199590682983,1.098494052886963,31467,0.0,0.0
2022-03-30 00:00:00+00:00,1.0984699726104736,1.1906700134277344,1.0973869562149048,1.1883310079574585,31576,0.0,0.0
2022-03-31 00:00:00+00:00,1.188323974609375,1.2994359731674194,1.161257028579712,1.2133690118789673,22341,0.0,0.0
2022-04-01 00:00:00+00:00,1.213371992111206,1.380465030670166,1.2133309841156006,1.3474830389022827,2415,0.0,0.0
2022-04-02 00:00:00+00:00,1.3474980592727661,1.4005420207977295,1.242434024810791,1.3994810581207275,3528,0.0,0.0
2022-04-03 00:00:00+00:00,1.399487018585205,1.499019980430603,1.3975030183792114,1.4984090328216553,45149,0.0,0.0
2022-04-04 00:00:00+00:00,1.4984140396118164,1.692486047744751,1.4104360342025757,1.4513310194015503,22172,0.0,0.0
2022-04-05 00:00:00+00:00,1.4513219594955444,1.598315954208374,1.4082770347595215,1.4892899990081787,8440,0.0,0.0
2022-04-06 00:00:00+00:00,1.4892959594726562,1.49753999710083,1.4064370393753052,1.4462239742279053,6845,0.0,0.0
2022-04-07 00:00:00+00:00,1.446215033531189,1.487259030342102,1.380260944366455,1.381361961364746,23381,0.0,0.0
2022-04-08 00:00:00+00:00,1.3813610076904297,1.488427996635437,1.381255030632019,1.488427996635437,17019,0.0,0.0
2022-04-09 00:00:00+00:00,1.4884220361709595,1.493438959121704,1.4123950004577637,1.4565420150756836,8257,0.0,0.0
2022-04-10 00:00:00+00:00,1.4565160274505615,1.4847790002822876,1.4394420385360718,1.447422981262207,172,0.0,0.0
2022-04-11 00:00:00+00:00,1.447432041168213,1.598567008972168,1.4304859638214111,1.5975559949874878,12467,0.0,0.0
2022-04-12 00:00:00+00:00,1.5975600481033325,2.494704008102417,1.5854079723358154,2.3960421085357666,76061,0.0,0.0
2022-04-13 00:00:00+00:00,2.3960580825805664,2.901020050048828,2.252513885498047,2.8997960090637207,20475,0.0,0.0
2022-04-14 00:00:00+00:00,2.8998000621795654,5.001290798187256,2.8908069133758545,4.9986371994018555,56119,0.0,0.0
2022-04-15 00:00:00+00:00,4.998600959777832,5.001701831817627,4.003489971160889,5.0001959800720215,52524,0.0,0.0
2022-04-16 00:00:00+00:00,5.000184059143066,6.0014328956604,4.502749919891357,5.9947710037231445,48495,0.0,0.0
2022-04-17 00:00:00+00:00,5.9947428703308105,7.002140045166016,5.828680992126465,6.980189800262451,31784,0.0,0.0
2022-04-18 00:00:00+00:00,6.98024320602417,7.003410816192627,6.426612854003906,7.001527786254883,21400,0.0,0.0
2022-04-19 00:00:00+00:00,7.001495838165283,7.0017991065979,6.491408824920654,6.983394145965576,27031,0.0,0.0
2022-04-20 00:00:00+00:00,6.983448028564453,7.0008440017700195,5.414989948272705,6.896396160125732,58045,0.0,0.0
2022-04-21 00:00:00+00:00,6.896399021148682,7.001457214355469,6.434156894683838,6.922084808349609,20826,0.0,0.0
2022-04-22 00:00:00+00:00,6.9219841957092285,6.9219841957092285,1.0912539958953857,1.7954210042953491,62288,0.0,0.0
2022-04-23 00:00:00+00:00,1.7953979969024658,1.9505020380020142,1.0121359825134277,1.8004100322723389,62926,0.0,0.0
2022-04-24 00:00:00+00:00,1.8003920316696167,1.8008029460906982,1.8002979755401611,1.8006190061569214,62933,0.0,0.0
2022-04-25 00:00:00+00:00,1.8006230592727661,1.8007069826126099,1.800186038017273,1.8002619743347168,62920,0.0,0.0
2022-04-26 00:00:00+00:00,1.8002350330352783,1.8004770278930664,1.8000719547271729,1.8001309633255005,62914,0.0,0.0
2022-04-27 00:00:00+00:00,1.8001060485839844,1.8005110025405884,1.8000240325927734,1.8002749681472778,62920,0.0,0.0
2022-04-28 00:00:00+00:00,1.8002790212631226,1.8005249500274658,1.800050973892212,1.8003439903259277,62926,0.0,0.0
2022-04-29 00:00:00+00:00,1.8003599643707275,1.800428032875061,1.799975037574768,1.8000359535217285,62907,0.0,0.0
