,XMR
DASH,0.759728519769285
ZEC,0.7579350909827167
ETH,0.74423200198856
BTC,0.7346393715963667
LTC,0.7275866995909644
BAT,0.7102804751028584
LSK,0.6898473503075019
ETC,0.6897762191603739
NEOS,0.6860675329429671
QTUM,0.6769937815325043
XLM,0.6641442749681271
DCR,0.6607753820409061
KMD,0.6547272026990929
BTS,0.6501954929594768
ZEN,0.6483972231825663
DGB,0.6459271067292713
STEEM,0.6226067197366314
RLC,0.617539366845716
XEM,0.6170527114434646
ARK,0.6052902458881577
GAS,0.6008000825617978
AE,0.5936455535075691
SYS,0.59027017716875
XRP,0.579781002226143
WAVES,0.5786427223959989
GNO,0.573930387466677
PIVX,0.5680149151073204
FIRO,0.5581126243459307
MONA,0.534530308260046
SP,0.5295657088255395
NEWB,0.5249144935484404
GRS,0.5202907903359529
VAL,0.5081282471659464
SC,0.4960914321206536
VTC,0.4896596454782286
NAV,0.4721596428375509
LAMB,0.468581708555466
ANT,0.4616671196478495
PPC,0.4539783429486544
IOTA,0.4343520568940344
DOGE,0.4224825371458333
LBC,0.4194522835407409
GBYTE,0.3774301177368367
JLP,0.372126357169094
EVIL,0.3455927208668471
NXS,0.3307469713611199
KIN,0.3265166550670917
HBD,0.3256490071856904
CYT,0.3112560403089154
BTCS,0.3112231297074859
AV,0.3076356714815234
NMC,0.3021575221117869
USDT,0.3004379104126675
AMBER,0.2971725557219991
BCN,0.2836397308858502
BCDN,0.2824139120799996
XPX,0.2794192901302052
CSC,0.2792668372300925
2GIVE,0.2775205957387511
SKR,0.2717700526732527
CETI,0.2684945741009123
POST,0.2619982601621103
NVC,0.2617663778043335
C2,0.2552892777381075
AGRS,0.2547722341023108
MAID,0.2535317261848201
AXIOM,0.2525013022363679
VERI,0.249014160698656
FTC,0.2442272483745636
FRN,0.2404058774333934
XMS,0.2360732183377945
SNRG,0.2332215825250133
ZET,0.2306567204152636
XHI,0.2305597566831722
SPR,0.2263762611050548
SWING,0.2251965518629243
PXC,0.2201832781249808
CRW,0.2191317267791524
PXI,0.215307675722286
LUNC,0.2141066399846283
PKB,0.2110600064863939
LUN,0.2101679417243895
ADZ,0.2095306508134273
IMS,0.206519566416744
ZCL,0.2037495600157869
RBIES,0.2033735586185851
BLK,0.2015022303342402
MCN,0.1978899634148728
COOL,0.1976591269741701
CJ,0.1972253331638072
CAB,0.191707206075602
ACOIN,0.1896271098454896
ICON,0.1880644714869314
IBANK,0.1867240927280974
HBN,0.1858221078071594
ENT,0.1856031379936309
VEC2,0.1852308138101193
XQN,0.1843424079612187
ZENI,0.1833359386876447
CREVA,0.1824782236315991
FOREX,0.1804766493904371
XCP,0.1778376822902058
TES,0.1760973289607521
VLT,0.1721518362532483
LTCR,0.1718690683091002
XTO,0.1712536995138285
RBY,0.1682038856562006
OPAL,0.1649874276719269
ZYD,0.1623622060951401
WBB,0.1621127450424345
KOBO,0.1597114902270504
START,0.1536681403717376
BERN,0.1529248413911146
XST,0.1487935794572992
BLU,0.1481548721210758
EUC,0.1453506842842725
TAJ,0.1441062005437282
PLU,0.1377830524600765
WGR,0.1359556372907779
ICOB,0.1345929796758612
CLUB,0.1305952587742865
HUSH,0.1304294404146982
