,XMR
XMR,1.0
NEOS,0.8560886212446477
ZEC,0.6866627409680448
ETH,0.6656502348781032
DASH,0.6637289137882608
BTC,0.6623621795410205
LTC,0.638911594013441
ETC,0.5966682936161849
QTUM,0.5843889545531102
BAT,0.5693427901955072
LSK,0.5555659517119939
DGB,0.5403421563223061
SC,0.5399731950536305
XLM,0.5374006876587019
DCR,0.5233353119930131
ZEN,0.5110828845600791
BTS,0.5046415030970395
KMD,0.4970555182513324
STEEM,0.4964061470207846
RLC,0.487354126523879
WAVES,0.4831923516560184
ARK,0.4821499169893674
FIRO,0.4809739423852365
XRP,0.4778370489615649
GNO,0.473377891378713
GAS,0.4707650762553445
AE,0.4683201494011832
SP,0.4558724025040967
XEM,0.4496631297472844
PIVX,0.4496290398738359
NEWB,0.449048385165554
SYS,0.443070795314393
NAV,0.4164686320657352
MONA,0.3980010429007584
PPC,0.3590269764347966
GRS,0.354152068342185
VTC,0.3531449262562499
VAL,0.3401342923433877
ANT,0.3362482173792815
CYT,0.3275108562923234
LAMB,0.3272289861158177
WGR,0.322960468925994
DOGE,0.3196437048828198
NXS,0.3097969407402602
GBYTE,0.2983505943702311
IOTA,0.2976623358577672
MAID,0.2937817077593207
LBC,0.2853413361078579
NMC,0.2813074639851297
XMS,0.2704159484350926
AMBER,0.2675980219758147
PKB,0.2651849255721525
LUNC,0.2620468135388552
2GIVE,0.2614165507495754
KIN,0.2532863011792838
SWING,0.2522965019736035
BLK,0.2492324829892674
AXIOM,0.2479943379660453
XPX,0.2393886787859696
FTC,0.2383982531547471
XDN,0.2376198709058408
POST,0.2362269191863011
AV,0.2289673287010793
SNRG,0.2215349686350254
SPR,0.2206319488635473
JLP,0.2158866254380692
PLU,0.215742646641353
VERI,0.2142257500485684
BTCS,0.2139795723370033
ZCL,0.2117033307138407
CETI,0.2063274863664894
CRW,0.2029873624917918
BCDN,0.2025738987241465
NOBL,0.2014733260168862
EVIL,0.2010713793991415
C2,0.2003019941255424
AGRS,0.1971162113691694
XCP,0.1907686947231305
XHI,0.1870235171120172
HBD,0.1868383909545201
PXI,0.1854898149156157
ADZ,0.1827176906241623
ZET,0.1782377781087165
BERN,0.1776303973415864
CJ,0.1769433535483616
42,0.1728628003254046
VEC2,0.1706356632918669
TECH,0.1688059227928366
FOREX,0.1680793921754404
VLT,0.1653864001766956
IMS,0.1650368219663413
SIGNA,0.1598982773879985
HBN,0.1582651510632997
EDRC,0.1578750870543017
IBANK,0.1572157613625331
AMS,0.1569947409812143
GLC,0.1551334287643868
ZYD,0.1551059934592626
CF,0.1549429960395234
ZENI,0.1510761015904755
XQN,0.1493548321796717
EUC,0.147285768737593
OPAL,0.1464546571774048
MCN,0.1458074812788251
XPY,0.1454019709446852
WBB,0.1439972530912584
CAB,0.1431694159083537
ENT,0.1417103789282314
WINGS,0.1406579730070832
SKR,0.1394603084571546
LUN,0.1383083830090234
TES,0.1380922660152695
ACOIN,0.1372128541329005
BLU,0.1365997974143576
XPM,0.1328049092837512
XTO,0.1322805096361823
RBY,0.1275162401071633
ICON,0.126693922093594
FRN,0.126151269478299
CREVA,0.1259936031672806
CSC,0.1246062190280914
CLUB,0.1239884778473287
SANDG,0.1229501636298004
RBT,0.1227342406498498
DCY,0.1220177086831329
SKULL,0.1160580835751622
PXC,0.1129303933251287
VIDZ,0.1114573050920816
XBC,0.110168107997284
KOBO,0.1073850055309633
CANN,0.1041772680647319
XWC,0.1039785092147831
BCN,0.0998498353864298
JKC,0.0969097405097545
HMQ,0.096633024998775
PZM,0.0949425167521217
MST,0.0949243160387252
NVC,0.0917536066744988
LTCR,0.0896712850027397
GCC,0.0886542128132202
DGC,0.0835247209657131
UNIT,0.0833486556075751
ILC,0.0820660341405478
EQB,0.0820055290299976
CLAM,0.0816364035658244
HUSH,0.0814665906283486
TAJ,0.0785357527358208
BSTY,0.0778109974735033
LDOGE,0.0774012403205978
ICOB,0.076784764578907
XPTX,0.0766200947662052
IFC,0.0765771610004118
LANA,0.0765763710253997
MOTO,0.0760480485895206
START,0.0758965487500538
ARGUS,0.0753329784786487
DIME,0.0740859346937822
DEM,0.07365527216146
LOG,0.0731296974378842
SIB,0.0695334597657552
QTZ,0.0691755195868449
OZO,0.0683835351752174
PTOY,0.0646435066816071
TRST,0.0645705913165106
QBC,0.0625391377516683
CLOAK,0.0624054704657154
COOL,0.05986564867912
PUT,0.059605226940425
SWT,0.0592202528404188
BOLI,0.0590240241051805
SILK,0.0589728287829614
HVCO,0.0561518430964404
MNTC,0.0542638590493742
ZER,0.0512433223487679
BLAZR,0.0507398772076194
MAY,0.050617300635001
SXC,0.0495670651274621
PIE,0.0490250041120824
HNC,0.0482825434346135
IRL,0.0453968027440777
ZOOM,0.0451552863188861
OK,0.0438325058194816
BRIT,0.0427993462966916
