TIMESTAMP,PLT29582_OPEN_PRICE_USD,PLT29582_HIGH_PRICE_USD,PLT29582_LOW_PRICE_USD,PLT29582_CLOSE_PRICE_USD,PLT29582_VOLUME_USD,PLT29582_DIVIDENDS_USD,PLT29582_STOCK_SPLITS_USD
2024-02-29 00:00:00+00:00,644.7713623046875,666.6613159179688,570.7631225585938,581.2811889648438,318168,0.0,0.0
2024-03-01 00:00:00+00:00,581.2811889648438,613.7055053710938,523.9119262695312,523.9119262695312,224952,0.0,0.0
2024-03-02 00:00:00+00:00,523.9119262695312,523.9119262695312,355.24090576171875,355.3532409667969,336745,0.0,0.0
2024-03-03 00:00:00+00:00,355.3532409667969,394.488525390625,284.5679626464844,329.0565490722656,302703,0.0,0.0
2024-03-04 00:00:00+00:00,329.0565490722656,344.6678161621094,329.0565490722656,341.32098388671875,62382,0.0,0.0
2024-03-05 00:00:00+00:00,341.32098388671875,343.8547668457031,303.227783203125,307.9194641113281,92794,0.0,0.0
2024-03-06 00:00:00+00:00,307.9194641113281,334.4914855957031,301.9190979003906,320.9952697753906,36900,0.0,0.0
2024-03-07 00:00:00+00:00,320.9952697753906,320.9952697753906,271.0823059082031,273.9739990234375,77438,0.0,0.0
2024-03-08 00:00:00+00:00,273.9739990234375,274.1009216308594,243.41758728027344,243.43392944335938,50031,0.0,0.0
2024-03-09 00:00:00+00:00,243.43392944335938,243.43392944335938,233.21629333496094,233.95620727539062,15318,0.0,0.0
2024-03-10 00:00:00+00:00,233.95620727539062,235.7086944580078,220.54588317871094,220.54588317871094,16419,0.0,0.0
2024-03-11 00:00:00+00:00,220.54588317871094,241.80914306640625,220.54588317871094,241.80914306640625,14042,0.0,0.0
2024-03-12 00:00:00+00:00,241.80914306640625,241.80914306640625,232.33929443359375,233.5967559814453,7973,0.0,0.0
2024-03-13 00:00:00+00:00,233.5967559814453,237.20982360839844,232.27822875976562,233.1909942626953,4449,0.0,0.0
2024-03-14 00:00:00+00:00,233.1909942626953,233.1909942626953,207.66407775878906,207.69371032714844,25726,0.0,0.0
2024-03-15 00:00:00+00:00,207.69371032714844,213.09059143066406,193.437744140625,197.2358856201172,13574,0.0,0.0
2024-03-16 00:00:00+00:00,197.2358856201172,197.2358856201172,181.30975341796875,181.30975341796875,22921,0.0,0.0
