TIMESTAMP,SOUTH_OPEN_PRICE_USD,SOUTH_HIGH_PRICE_USD,SOUTH_LOW_PRICE_USD,SOUTH_CLOSE_PRICE_USD,SOUTH_VOLUME_USD,SOUTH_DIVIDENDS_USD,SOUTH_STOCK_SPLITS_USD
2024-05-06 00:00:00+00:00,16.114980697631836,17.323688507080078,15.95357608795166,17.181440353393555,96794,0.0,0.0
2024-05-07 00:00:00+00:00,17.181440353393555,17.332759857177734,16.1214542388916,16.91508674621582,110021,0.0,0.0
2024-05-08 00:00:00+00:00,16.871007919311523,21.833471298217773,16.682310104370117,19.14224624633789,169893,0.0,0.0
2024-05-09 00:00:00+00:00,19.14224624633789,21.702152252197266,18.395620346069336,20.20657730102539,241938,0.0,0.0
2024-05-10 00:00:00+00:00,20.20657730102539,20.20657730102539,16.04404067993164,18.36233139038086,679289,0.0,0.0
2024-05-11 00:00:00+00:00,17.66705894470215,18.82508659362793,17.108352661132812,18.015756607055664,175917,0.0,0.0
2024-05-12 00:00:00+00:00,18.13855743408203,18.876985549926758,16.966754913330078,16.99837875366211,215493,0.0,0.0
2024-05-13 00:00:00+00:00,16.80842399597168,18.03306770324707,15.783699035644531,16.89097785949707,283025,0.0,0.0
2024-05-14 00:00:00+00:00,17.057418823242188,17.197710037231445,15.192920684814453,16.13315773010254,203057,0.0,0.0
2024-05-15 00:00:00+00:00,16.13315773010254,18.108821868896484,14.915848731994629,17.166738510131836,191830,0.0,0.0
2024-05-16 00:00:00+00:00,17.61883544921875,18.395858764648438,16.628551483154297,17.086164474487305,161462,0.0,0.0
2024-05-17 00:00:00+00:00,17.26215171813965,17.615724563598633,16.29986000061035,16.880537033081055,118208,0.0,0.0
2024-05-18 00:00:00+00:00,17.13882827758789,17.189992904663086,14.872710227966309,15.109087944030762,155517,0.0,0.0
2024-05-19 00:00:00+00:00,15.42758560180664,17.10484504699707,14.434488296508789,15.353458404541016,218866,0.0,0.0
2024-05-20 00:00:00+00:00,14.786672592163086,17.293336868286133,14.33088207244873,17.27945899963379,177716,0.0,0.0
2024-05-21 00:00:00+00:00,17.27945899963379,17.856338500976562,15.988856315612793,16.54526710510254,130014,0.0,0.0
2024-05-22 00:00:00+00:00,16.54526710510254,17.416383743286133,15.658424377441406,16.092975616455078,121400,0.0,0.0
2024-05-23 00:00:00+00:00,16.092975616455078,17.070140838623047,15.958550453186035,16.448410034179688,119934,0.0,0.0
2024-05-24 00:00:00+00:00,16.545455932617188,16.573373794555664,14.971766471862793,15.620916366577148,80534,0.0,0.0
2024-05-25 00:00:00+00:00,15.620916366577148,15.779170989990234,14.276578903198242,14.313431739807129,96567,0.0,0.0
2024-05-26 00:00:00+00:00,14.251834869384766,14.85273265838623,13.984369277954102,13.984369277954102,100952,0.0,0.0
2024-05-27 00:00:00+00:00,13.955909729003906,14.73862361907959,13.928535461425781,14.455330848693848,114759,0.0,0.0
2024-05-28 00:00:00+00:00,14.375354766845703,14.971965789794922,14.12769603729248,14.534425735473633,118569,0.0,0.0
2024-05-29 00:00:00+00:00,14.216267585754395,14.479077339172363,13.2298002243042,13.482460975646973,130660,0.0,0.0
2024-05-30 00:00:00+00:00,13.643978118896484,13.656380653381348,11.804194450378418,12.938253402709961,218224,0.0,0.0
2024-05-31 00:00:00+00:00,12.886896133422852,12.891468048095703,11.882699966430664,12.217511177062988,95775,0.0,0.0
2024-06-01 00:00:00+00:00,11.699766159057617,12.799357414245605,11.366350173950195,12.183326721191406,83980,0.0,0.0
