TIMESTAMP,SALMAN_OPEN_PRICE_USD,SALMAN_HIGH_PRICE_USD,SALMAN_LOW_PRICE_USD,SALMAN_CLOSE_PRICE_USD,SALMAN_VOLUME_USD,SALMAN_DIVIDENDS_USD,SALMAN_STOCK_SPLITS_USD
2024-07-22 00:00:00+00:00,,,,0.0,345462,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,339089,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,346060,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,319208,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,390940,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,336997,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,355141,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,407965,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,310552,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,288822,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,322231,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,299256,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,275122,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,276001,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,183435,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,142318,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,116180,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,127088,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,115279,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,114250,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,97170,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,107276,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,116604,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,116014,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,116678,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,122830,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,125843,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,120184,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,111944,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,118748,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,111405,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,112804,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,111444,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,105326,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,114851,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,122299,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,125089,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,111374,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,118782,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,109203,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,101553,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,107355,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,114581,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,102569,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,93978,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,100634,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,101981,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,112906,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,112612,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,109154,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,108936,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,95229,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,105490,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,118474,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,118750,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,121677,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,123600,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,130468,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,126605,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,120011,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,128241,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,114613,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,118208,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,109061,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,104686,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,112500,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,128215,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,139804,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,126365,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,133087,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,117724,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,113864,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,119039,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,111630,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,101841,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,111962,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,119666,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,132632,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,129264,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,116469,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,112961,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,103378,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,114967,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,121989,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,130875,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,137691,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,142579,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,144549,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,142855,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,129776,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,140087,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,124091,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,125374,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,115955,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,111052,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,119599,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,131092,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,145016,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,132280,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,146192,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,134679,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,121297,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,125759,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,131288,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,25376,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,147795,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,145267,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,151139,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,145587,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,159657,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,173409,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,174020,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,188494,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,190273,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,194421,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,190115,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,175759,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,190780,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,178273,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,184519,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,169999,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,159274,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,164284,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,178856,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,202303,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,184241,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,197534,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,178527,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,183413,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,187415,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,172941,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,159462,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,172884,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,190367,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,209256,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,206396,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,184735,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,179252,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,166902,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,178535,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,194795,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,197262,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,212243,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,222976,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,227764,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,207854,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,185156,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,197467,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,174688,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,176282,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,162071,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,159186,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,174715,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,187539,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,198214,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,182073,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,188331,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,168043,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,171804,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,175595,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,189245,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,176006,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,159342,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,175659,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,194305,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,205316,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,193971,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,173846,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,175117,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,158101,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,169481,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,182312,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,188498,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,206119,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,211264,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,224122,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,215581,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,192819,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,203405,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,191974,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,196465,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,226710,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,171652,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,184104,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,201403,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,213868,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,192709,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,209089,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,192081,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,174540,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,188516,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,191293,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,181877,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,159540,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,174606,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,181293,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,204476,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,198921,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,185889,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,180664,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,158556,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,176759,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,187289,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,190871,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,198918,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,203227,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,204025,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,197724,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,185146,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,200366,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,173303,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,179176,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,163632,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,149505,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,157815,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,162400,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,176321,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,159656,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,160884,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,181937,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,155584,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,140452,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,163869,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,170227,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,180575,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,175317,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,153075,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,146945,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,136054,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,150679,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,154536,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,163484,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,171879,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,173180,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,179722,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,173349,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,163233,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,170457,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,150877,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,155016,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,147635,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,141162,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,153708,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,170620,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,184146,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,159760,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,165350,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,152542,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,140926,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,159044,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,162092,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,151270,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,136564,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,149949,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,146647,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,164995,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,154986,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,156558,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,147931,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,136253,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,153717,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,160108,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,164639,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,170496,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,175386,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,179821,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,176408,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,161243,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,170006,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,156952,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,173582,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,160528,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,150946,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,167644,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,182450,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,195960,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,181409,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,188666,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,174067,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,178552,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,189535,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,171461,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,153474,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,169478,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,184426,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,202395,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,211852,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,195943,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,194497,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,170523,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,185145,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,201572,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,201506,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,213010,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,218826,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,220487,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,221993,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,199963,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,215929,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,195773,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,206565,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,182769,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,173727,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,192593,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,214668,0.0,0.0
2025-06-01 00:00:00+00:00,1.326542076185433e-07,1.326542076185433e-07,1.326542076185433e-07,1.326542076185433e-07,52683,0.0,0.0
