,BTC
USDT,2.281764741537693e-11
ACES,3.620403705673699e-08
LTCR,3.365298498992607e-07
IFC,5.249246550824464e-07
QTUM,9.785974112778576e-07
VEC2,1.365095426786495e-06
RBT,1.7657517534329913e-06
SIGNA,2.964738241149824e-06
XLM,4.317355624296489e-06
XEM,5.700091289601578e-06
LTC,4.798810579301377e-05
RBIES,6.670768994175916e-05
WYZ,7.555323941477472e-05
PXC,7.710399095638132e-05
SKULL,0.0001034765920325694
DGB,0.00038014983490845
RLC,0.00046018087439935005
PPC,0.0005763171745969
DASH,0.00067984592655985
ZEC,0.00072750658592725
DOGE,0.0009674890541551501
IMS,0.0025620995473753
XMR,0.0026018095703674
IBANK,0.0031578870656546
BERN,0.00325566857011385
ARK,0.0040997181418868
BTS,0.0044354000160605
GAS,0.00495701299216395
ADZ,0.00501073404351345
KURT,0.005722516800045849
LSK,0.0069225788412756
C2,0.00913937060805855
VAL,0.0092525962312196
GRS,0.0100043251775986
WBB,0.011102993460895449
ZUR,0.01132950867409835
ETC,0.01143467522252925
XRP,0.01169140333125215
KMD,0.01358105637102935
CAB,0.0140727044857962
FRN,0.0151639344369775
STEEM,0.0157218266347598
XPX,0.016793500159640748
CARBON,0.016979031972708752
LDOGE,0.0180813746648086
POST,0.0204706082544912
TAJ,0.0207665834766678
ADC,0.022095418062946452
BAT,0.02235367888814305
CREVA,0.02387230207268605
SPR,0.02695392969267045
ZEN,0.0281433590860361
LOG,0.02850760060324945
XPM,0.0292658634333922
WAVES,0.02961979061978105
PXI,0.02973386316083895
SANDG,0.031537156763819046
VLT,0.031628910715279596
ZET,0.03313817680006745
CANN,0.03383249844635375
XWC,0.0368545149325714
EVIL,0.0384589994650662
ETH,0.041114721135687246
SWING,0.04773161550304485
XHI,0.04895578944128845
CF,0.051293455846445096
VIDZ,0.05226508630464335
SC,0.06491758712857315
EUC,0.07172462660799825
AE,0.07430228542622966
BLU,0.0831097336847366
IOTA,0.09982092752327056
SXC,0.1009473932798592
HVCO,0.10167366681327294
XTO,0.10694989042705935
XQN,0.11118389065987369
START,0.11257033862979435
WINGS,0.11798670166954654
ZYD,0.12215401031220766
TRST,0.1391802253714162
AV,0.1432808563408728
GBYTE,0.1433389086166334
LMC,0.14912324834060403
SKR,0.1559034241751929
PIVX,0.17042572486538746
MCN,0.18936015970146947
TAB,0.20193172267927625
NEWB,0.20662184733608968
DCR,0.21804442789806
CETI,0.23273162540375686
JLP,0.2538247178142376
XMS,0.26089797393830727
LAMB,0.2653344705202372
HBD,0.30873504967177745
NMC,0.31222592517294573
CSC,0.31543807329500184
ICOB,0.3227690797335697
ICON,0.3253396101636512
SYS,0.3305431981037933
2GIVE,0.33095484983614687
MONA,0.3327187702084887
BOLI,0.33737428735516706
DEM,0.33798353839202777
42,0.3413005686551685
ANT,0.3758952590312099
XST,0.39360653442252236
RBY,0.40330477494347367
CJ,0.4040020532531674
ZENI,0.40765452447204964
QTZ,0.44423048923618347
PZM,0.45591047630867004
LBC,0.46278857458480666
NOBL,0.46326102357020255
VTC,0.4775431837568175
COOL,0.47942593735465333
RDD,0.498186508753682
MOTO,0.4986247204965375
MAY,0.5006027742360117
CRW,0.5022391900528236
FOREX,0.5043680993352135
KOBO,0.5061590676429943
XCP,0.5130480015722
XPTX,0.5153075290626475
XDN,0.5199912496051486
PAK,0.5227051662744416
NVC,0.5323100141003441
AMBER,0.5393229724115334
CKC,0.5452739367814343
BTB,0.5485195870892005
OPAL,0.5534021675048264
PKB,0.585684457519089
ZCL,0.5911784991735529
AMS,0.5976027172316147
BS,0.5978942569385057
IXC,0.6074316735540807
LOOK,0.6276980150976984
EDRC,0.6375471888868961
IRL,0.6382099088866391
BCN,0.6518985466054321
DCY,0.6530795392654882
WC,0.666630204749141
KIN,0.6783548580244296
WGR,0.6875291164740859
ZER,0.7011352412265078
FRC,0.703947330531678
ACOIN,0.7047143240451266
CLUB,0.7119594243915109
EQB,0.7163292612931162
HNC,0.7234676974568042
DCT,0.731452207761695
NAV,0.7375206324353565
ARGUS,0.7380125454199298
NXS,0.7411365291889909
XBY,0.7433828552863637
XPY,0.7483895747878884
XBC,0.753169269381919
BRIT,0.8166049965929205
AGRS,0.831602509455339
HMQ,0.8363484967600915
MST,0.8381437688941504
SWT,0.8492992160476731
BLAZR,0.8505829560703133
GNO,0.8586598537994055
ALIAS,0.8622402695582586
NXT,0.8652215591174683
BTCS,0.8652625473671935
FIRO,0.8665455441887584
SNRG,0.8743519409033773
EFL,0.8745578543526071
INF,0.8768357612066036
BITS,0.8948109366992067
CLOAK,0.8948853204341258
SIB,0.9037688082383739
BLK,0.9058605785903693
QBC,0.9067832327271724
CLAM,0.9117329423068468
AXIOM,0.922341533404448
OK,0.9267050479575857
POT,0.9284966258108642
PTOY,0.9285661684222439
SLS,0.9299163289275335
PASC,0.9318224235577031
FTC,0.933042834328072
RRT,0.9384979413535894
TECH,0.9398501229219043
SWIFT,0.9426479400623953
PIE,0.9452751365729464
VERI,0.9539070015155504
LUNC,0.9582250108492464
MAID,0.9646028743542662
ILC,0.9650975403261062
HBN,0.9668203100123944
LANA,0.9706378579179946
OZO,0.9730628085112925
GCC,0.9761637477789045
TES,0.976516495072962
BIS,0.9863682106296199
PLU,0.9914983662230887
BTA,0.9940792301654219
DGC,0.994226644469164
SILK,0.9944756363139173
CNT,0.9945122635166866
BSTY,0.9947658826438045
PUT,0.9958969160378974
NEVA,0.9967460049770348
PHR,0.9985807300003756
MNTC,0.9994564070511179
SONG,0.999995232728223
