,BTC
USDT,5.7225889672056696e-11
QTUM,8.91747706033871e-06
SKULL,0.0006720833827599024
XEM,0.0008364327427597119
DGB,0.001172451307907519
LTCR,0.0012237506691154213
XLM,0.002041845711976404
ARK,0.004289304280642646
IBANK,0.004473221639195879
LTC,0.004940301373668359
ZEC,0.0054835834236090725
RBIES,0.005799195866665029
GAS,0.005868820435792607
BTS,0.009673673094781628
WYZ,0.010404639314851551
ACES,0.010547981786461
ETC,0.01179638899767633
DASH,0.014288119321090914
GRS,0.01702583719513365
C2,0.01946769012401604
STEEM,0.023884419129211475
KMD,0.0252287036200023
BAT,0.028751007145354578
VAL,0.034675537693953505
PPC,0.03493435669178354
SPR,0.038112672899018436
ZUR,0.038160783861943964
WBB,0.041234917533765916
ZEN,0.041519687158181565
VLT,0.04257337428959814
CARBON,0.04333863869556895
IMS,0.04370931725600627
LDOGE,0.044052175182240846
VEC2,0.045940104477149246
RLC,0.053310784360990675
TAJ,0.055319969834738074
SANDG,0.05547295975621655
CF,0.056258981271245095
SWING,0.05740385984017614
WAVES,0.060964025876611365
PXI,0.06430639363676868
CANN,0.06561895032909525
RBT,0.0661409489539884
IFC,0.07143160429167748
XPX,0.0733137202172974
ETH,0.07391006289332105
VIDZ,0.07576830376021328
ADZ,0.07675973825275119
XHI,0.07975712513222478
SIGNA,0.0803273939273181
LSK,0.08078274628622108
AE,0.08098103017375267
PXC,0.08703233630149354
XRP,0.08888487720427654
CREVA,0.09348833094289481
ADC,0.09381130536342677
SC,0.09691012034920513
LOG,0.0997762445295625
IOTA,0.10184798445275832
XWC,0.10620485875474069
START,0.11835633461933735
FRN,0.11863398834737392
HVCO,0.12262543216178175
XMR,0.134835862839486
KURT,0.14467054623057404
CAB,0.14985933227297127
POST,0.15751616956356873
TRST,0.15784997864238534
XPM,0.15788523687504624
BERN,0.161111871039103
AV,0.16183398733873405
ZET,0.16268934045828118
GBYTE,0.16373827102817012
EUC,0.1697524439750114
XTO,0.173757861763085
PIVX,0.18449956900492168
SKR,0.18468704045776
BLU,0.18477929085753178
DOGE,0.20686202230035697
XQN,0.20880283458732374
TAB,0.21084047208177956
MCN,0.21371376151157012
DCR,0.2315520324607546
WINGS,0.2353662949556246
EVIL,0.24761758545382714
SXC,0.2486971045731395
LAMB,0.25541720117937433
ZYD,0.2601265473094927
NEWB,0.26743980505453496
JLP,0.2747240015286121
XMS,0.2761305852982543
MONA,0.30261122126691853
BOLI,0.3094991180578841
CSC,0.3125646428557216
DEM,0.3231408882613061
ICON,0.3351811066261235
HBD,0.3408579399762024
LMC,0.34220001964832963
2GIVE,0.34281839356926874
CETI,0.3596862712054095
ICOB,0.3705187330177652
42,0.3778299196100184
CJ,0.38497441325733855
SYS,0.3862683310447161
XST,0.3889889893465966
QTZ,0.3973263567626399
NMC,0.401265806857971
PZM,0.4039665390914276
ANT,0.4121448428752542
NOBL,0.4135130054942338
VTC,0.41726246560894015
ZENI,0.44111769483537444
LBC,0.4505392061410602
RBY,0.4533301850318502
BTB,0.4534545255725589
PAK,0.4677120644303718
MAY,0.46869448022383897
CRW,0.47851773848223783
XDN,0.48228006077419855
XCP,0.4951605532742733
NVC,0.5053984523458995
CKC,0.5084550507374359
ZCL,0.5161470546345458
KOBO,0.5190635368207989
OPAL,0.5255098120375695
MOTO,0.5319542626713338
AMBER,0.5345795418759131
RDD,0.5371736114584724
AMS,0.5429032966365307
COOL,0.5435234356471234
XPTX,0.5541243669491343
LOOK,0.5707954947207919
BLK,0.5716706348813791
HNC,0.575062069624182
BS,0.5850390643332036
FOREX,0.5884155383632154
BCN,0.5915430444501444
WC,0.6004388559769164
EDRC,0.6099098829314787
PKB,0.6102622795312475
IXC,0.6147589183824977
ACOIN,0.6386138411480029
KIN,0.6479211543369559
IRL,0.648114320458654
FRC,0.6588545585961721
CLUB,0.6591207749829568
XBC,0.6596759267545631
ZER,0.6657222583033274
DCY,0.6682709269399457
ARGUS,0.676673699905286
EQB,0.6820394265911728
WGR,0.6838294185433927
XPY,0.6947752758706152
INF,0.695226078919708
XBY,0.7001392580375155
BRIT,0.7156057636553362
BLAZR,0.719756629142943
NXS,0.7222569681804479
DCT,0.7223017397439453
NXT,0.7265146516623674
GNO,0.7391775118170302
MST,0.7603088440298699
HMQ,0.7644929699476682
NAV,0.779455839847286
SNRG,0.7964895992711857
AGRS,0.8141468240679683
EFL,0.8177597185547415
ALIAS,0.8181240221145079
POT,0.8220319583887423
SWT,0.8293135612561194
FIRO,0.8319316429025759
CLOAK,0.833092428028488
PIE,0.8405922108828624
CLAM,0.8407839332831326
BTCS,0.8478028436528263
OK,0.8505211139010911
TECH,0.8525143517093298
SIB,0.8562080686737278
QBC,0.8667073686839701
PTOY,0.8720565670660999
AXIOM,0.8740983805790743
VERI,0.8810661201836827
RRT,0.881447926307488
FTC,0.8866919898586728
BITS,0.8911277770452034
SLS,0.902508453735053
HBN,0.9068793060155864
BSTY,0.9078527660015379
PASC,0.9136049639912233
LUNC,0.9178864400876753
SWIFT,0.9237038571405586
TES,0.9255442783373233
LANA,0.9258418748878954
GCC,0.9260388284757065
MAID,0.9339799242057606
SILK,0.9357086397944356
ILC,0.9403106902426113
BIS,0.9416714494189921
NEVA,0.9480584268703948
DGC,0.9498283954939114
MNTC,0.9577514618151622
OZO,0.9621334403524726
PHR,0.962408614162833
BTA,0.9634624161504076
PLU,0.9732579320781898
SONG,0.9780535166464196
CNT,0.9824563401571599
PUT,0.9831711946729426
