TIMESTAMP,PAAL_OPEN_PRICE_USD,PAAL_HIGH_PRICE_USD,PAAL_LOW_PRICE_USD,PAAL_CLOSE_PRICE_USD,PAAL_VOLUME_USD,PAAL_DIVIDENDS_USD,PAAL_STOCK_SPLITS_USD
2023-07-01 00:00:00+00:00,0.0015510000521317124,0.0019859999883919954,0.0012750000460073352,0.001984999980777502,100898,0.0,0.0
2023-07-02 00:00:00+00:00,0.001984999980777502,0.0019910000264644623,0.001339999958872795,0.0013970000436529517,64528,0.0,0.0
2023-07-03 00:00:00+00:00,0.0013970000436529517,0.00279600010253489,0.0013559999642893672,0.00279600010253489,104597,0.0,0.0
2023-07-04 00:00:00+00:00,0.00279600010253489,0.00279600010253489,0.002234000014141202,0.0022990000434219837,89588,0.0,0.0
2023-07-05 00:00:00+00:00,0.0022990000434219837,0.0023320000618696213,0.001462999964132905,0.001803999999538064,114829,0.0,0.0
2023-07-06 00:00:00+00:00,0.001803999999538064,0.001803999999538064,0.0013559999642893672,0.0013689999468624592,65613,0.0,0.0
2023-07-07 00:00:00+00:00,0.0013689999468624592,0.001554999966174364,0.0013429999817162752,0.0015020000282675028,41043,0.0,0.0
2023-07-08 00:00:00+00:00,0.0015020000282675028,0.001521000056527555,0.0011320000048726797,0.001133000012487173,25036,0.0,0.0
2023-07-09 00:00:00+00:00,0.001133000012487173,0.0012329999590292573,0.0010349999647587538,0.0010430000256747007,40379,0.0,0.0
2023-07-10 00:00:00+00:00,0.0010430000256747007,0.0010870000114664435,0.0007689999765716493,0.0008200000156648457,42899,0.0,0.0
2023-07-11 00:00:00+00:00,0.0008200000156648457,0.0008730000117793679,0.0006680000224150717,0.000691999972332269,29671,0.0,0.0
2023-07-12 00:00:00+00:00,0.000691999972332269,0.0007699999841861427,0.0006880000000819564,0.0006880000000819564,11886,0.0,0.0
2023-07-13 00:00:00+00:00,0.0006880000000819564,0.0007529999711550772,0.000623999978415668,0.0007529999711550772,15879,0.0,0.0
2023-07-14 00:00:00+00:00,0.0007529999711550772,0.0010740000288933516,0.0007520000217482448,0.0009180000051856041,31445,0.0,0.0
2023-07-15 00:00:00+00:00,0.0009190000128000975,0.0009190000128000975,0.0008280000183731318,0.0008290000259876251,7434,0.0,0.0
2023-07-16 00:00:00+00:00,0.0008290000259876251,0.0009089999948628247,0.0008290000259876251,0.0008699999889358878,10704,0.0,0.0
2023-07-17 00:00:00+00:00,0.0008699999889358878,0.0015269999857991934,0.0008689999813213944,0.0015249999705702066,41512,0.0,0.0
2023-07-18 00:00:00+00:00,0.0015239999629557133,0.0015379999531432986,0.001256000017747283,0.0013160000089555979,36624,0.0,0.0
2023-07-19 00:00:00+00:00,0.0013160000089555979,0.001370999962091446,5.2999999752501026e-05,5.2999999752501026e-05,117422,0.0,0.0
2023-07-20 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.8999998398358e-05,4.8999998398358e-05,1683,0.0,0.0
2023-07-21 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.8999998398358e-05,4.8999998398358e-05,345,0.0,0.0
2023-07-22 00:00:00+00:00,4.8999998398358e-05,4.8999998398358e-05,4.70000013592653e-05,4.70000013592653e-05,459,0.0,0.0
2023-07-23 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,199,0.0,0.0
2023-07-24 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2023-07-25 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2023-07-26 00:00:00+00:00,4.600000102072954e-05,0.0016049999976530671,4.600000102072954e-05,0.0016049999976530671,30728,0.0,0.0
2023-07-27 00:00:00+00:00,0.0016220000106841326,0.00356299988925457,0.0014400000218302011,0.0028609998989850283,423554,0.0,0.0
2023-07-28 00:00:00+00:00,0.0028609998989850283,0.005876999814063311,0.002635000040754676,0.004141000099480152,408530,0.0,0.0
2023-07-29 00:00:00+00:00,0.004141999874264002,0.009165000170469284,0.0033519999124109745,0.0069969999603927135,737638,0.0,0.0
2023-07-30 00:00:00+00:00,0.00699299992993474,0.00824199989438057,0.005925999954342842,0.007430000230669975,295440,0.0,0.0
2023-07-31 00:00:00+00:00,0.0074280002154409885,0.011646999977529049,0.007319999858736992,0.010370999574661255,813026,0.0,0.0
2023-08-01 00:00:00+00:00,0.010370999574661255,0.011839999817311764,0.00868299975991249,0.010564000345766544,355679,0.0,0.0
2023-08-02 00:00:00+00:00,0.010564999654889107,0.011033999733626842,0.007184999994933605,0.008092000149190426,478781,0.0,0.0
2023-08-03 00:00:00+00:00,0.008092000149190426,0.01155299972742796,0.006779999937862158,0.010003999806940556,412341,0.0,0.0
2023-08-04 00:00:00+00:00,0.010003999806940556,0.01091499999165535,0.008248000405728817,0.00837200041860342,217007,0.0,0.0
2023-08-05 00:00:00+00:00,0.00837200041860342,0.009890000335872173,0.008325000293552876,0.009494000114500523,122466,0.0,0.0
2023-08-06 00:00:00+00:00,0.009496999904513359,0.013218999840319157,0.009455000050365925,0.013213000260293484,227277,0.0,0.0
2023-08-07 00:00:00+00:00,0.013224000111222267,0.01695599965751171,0.012040000408887863,0.01695599965751171,435356,0.0,0.0
2023-08-08 00:00:00+00:00,0.016885999590158463,0.021296000108122826,0.015424000099301338,0.020330000668764114,804902,0.0,0.0
2023-08-09 00:00:00+00:00,0.020320000126957893,0.023447999730706215,0.015318999998271465,0.017633000388741493,614734,0.0,0.0
2023-08-10 00:00:00+00:00,0.017627999186515808,0.021483000367879868,0.016313999891281128,0.019422000274062157,332672,0.0,0.0
2023-08-11 00:00:00+00:00,0.019294999539852142,0.027768999338150024,0.014402000233530998,0.024505000561475754,706905,0.0,0.0
2023-08-12 00:00:00+00:00,0.02450600080192089,0.029215000569820404,0.022470999509096146,0.025704000145196915,573899,0.0,0.0
2023-08-13 00:00:00+00:00,0.025699999183416367,0.02885100059211254,0.02133600041270256,0.027860000729560852,561627,0.0,0.0
