TIMESTAMP,SHIB2027507_OPEN_PRICE_USD,SHIB2027507_HIGH_PRICE_USD,SHIB2027507_LOW_PRICE_USD,SHIB2027507_CLOSE_PRICE_USD,SHIB2027507_VOLUME_USD,SHIB2027507_DIVIDENDS_USD,SHIB2027507_STOCK_SPLITS_USD
2023-07-12 00:00:00+00:00,,,,0.0,19478860,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,13347475,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,5699832,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,4434974,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,3385898,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,2541737,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,2072672,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,1981073,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,1765976,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,4670359,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,2639893,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,1945939,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,1762818,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,1540018,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,1880125,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,1190470,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,1013985,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,1877559,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,969735,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,979589,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,1164771,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,1031477,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,1120598,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,1225116,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,999902,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,973956,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,811458,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,1102253,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,1493065,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,1024970,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,1026593,0.0,0.0
