TIMESTAMP,BOD_OPEN_PRICE_USD,BOD_HIGH_PRICE_USD,BOD_LOW_PRICE_USD,BOD_CLOSE_PRICE_USD,BOD_VOLUME_USD,BOD_DIVIDENDS_USD,BOD_STOCK_SPLITS_USD
2024-09-02 00:00:00+00:00,,,,0.0,14467,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,4975,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,5315,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,760,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,506,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,1366,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,3198,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,13830,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,3177,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,1588,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,943,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,3307,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,5525,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,1056,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,594,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,231,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,4264,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,2658,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,2682,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,1725,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,703,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,1614,0.0,0.0
2024-09-25 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,2428,0.0,0.0
2024-09-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2047,0.0,0.0
2024-09-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,11408,0.0,0.0
2024-09-28 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,43277,0.0,0.0
2024-09-29 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,29049,0.0,0.0
2024-09-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13066,0.0,0.0
2024-10-01 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,14643,0.0,0.0
2024-10-02 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,25906,0.0,0.0
2024-10-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10002,0.0,0.0
2024-10-04 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,16541,0.0,0.0
2024-10-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,11210,0.0,0.0
2024-10-06 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,16538,0.0,0.0
2024-10-07 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,16594,0.0,0.0
2024-10-08 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,26722,0.0,0.0
2024-10-09 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,13192,0.0,0.0
2024-10-10 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,27844,0.0,0.0
2024-10-11 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,6.000000212225132e-06,39055,0.0,0.0
2024-10-12 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,21144,0.0,0.0
2024-10-13 00:00:00+00:00,4.999999873689376e-06,9.000000318337698e-06,3.999999989900971e-06,6.000000212225132e-06,66288,0.0,0.0
2024-10-14 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,44258,0.0,0.0
2024-10-15 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.000000106112566e-06,3.000000106112566e-06,75881,0.0,0.0
2024-10-16 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,4.999999873689376e-06,61662,0.0,0.0
2024-10-17 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,1.9999999949504854e-06,1.9999999949504854e-06,56078,0.0,0.0
2024-10-18 00:00:00+00:00,1.9999999949504854e-06,6.000000212225132e-06,1.9999999949504854e-06,3.999999989900971e-06,76692,0.0,0.0
2024-10-19 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,1.9999999949504854e-06,1.9999999949504854e-06,54431,0.0,0.0
2024-10-20 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,9950,0.0,0.0
2024-10-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,21597,0.0,0.0
2024-10-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,21783,0.0,0.0
2024-10-23 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,6269,0.0,0.0
2024-10-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3649,0.0,0.0
2024-10-25 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,7682,0.0,0.0
2024-10-26 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,16495,0.0,0.0
2024-10-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2566,0.0,0.0
2024-10-28 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,35357,0.0,0.0
2024-10-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,11585,0.0,0.0
2024-10-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,4168,0.0,0.0
2024-10-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3385,0.0,0.0
2024-11-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2996,0.0,0.0
2024-11-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8220,0.0,0.0
2024-11-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1069,0.0,0.0
2024-11-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2654,0.0,0.0
2024-11-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1465,0.0,0.0
2024-11-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,17133,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,4453,0.0,0.0
2024-11-08 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,5353,0.0,0.0
2024-11-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2154,0.0,0.0
2024-11-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6526,0.0,0.0
2024-11-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3621,0.0,0.0
2024-11-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,667,0.0,0.0
2024-11-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,51,0.0,0.0
2024-11-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1552,0.0,0.0
2024-11-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1531,0.0,0.0
2024-11-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,801,0.0,0.0
2024-11-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,797,0.0,0.0
2024-11-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,89,0.0,0.0
2024-11-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,156,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,2207,0.0,0.0
2024-11-21 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1117,0.0,0.0
2024-11-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,203,0.0,0.0
2024-11-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,28,0.0,0.0
2024-11-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,139,0.0,0.0
2024-11-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,99,0.0,0.0
2024-11-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,185,0.0,0.0
2024-11-27 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,547,0.0,0.0
2024-11-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,30,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,1270,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,873,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,54,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,555,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,409,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,192,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,223,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,903,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,5671,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,3050,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,1977,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,25,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,175,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,501,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1043,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,32,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,227,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,512,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,132,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,3250,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,197,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,217,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,444,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,1180,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,70,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,1007,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,12705,0.0,0.0
2025-01-19 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,4210,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,3850,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,1158,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,510,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,111,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,6012,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1015,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,1978,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,485,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,1231,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,187,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,349,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,54,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,288,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,28,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,114,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,701,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,84,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,139,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,922,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,923,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,2,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,14,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,104,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,98,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,450,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,101,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,27,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,3349,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,470,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,156,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,29,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,813,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,415,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,217,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,11,0.0,0.0
2025-06-01 00:00:00+00:00,1.4511526558180776e-07,1.4511526558180776e-07,1.4511526558180776e-07,1.4511526558180776e-07,20,0.0,0.0
