TIMESTAMP,HST_OPEN_PRICE_USD,HST_HIGH_PRICE_USD,HST_LOW_PRICE_USD,HST_CLOSE_PRICE_USD,HST_VOLUME_USD,HST_DIVIDENDS_USD,HST_STOCK_SPLITS_USD
2022-07-18 00:00:00+00:00,0.011300000362098217,0.011594000272452831,0.011300000362098217,0.011594000272452831,14767,0.0,0.0
2022-07-19 00:00:00+00:00,0.011594000272452831,0.01183599978685379,0.011359999887645245,0.01183599978685379,30933,0.0,0.0
2022-07-20 00:00:00+00:00,0.01183599978685379,0.01183599978685379,0.011500000022351742,0.011505000293254852,37685,0.0,0.0
2022-07-21 00:00:00+00:00,0.011505000293254852,0.012052999809384346,0.011474999599158764,0.012052999809384346,22929,0.0,0.0
2022-07-22 00:00:00+00:00,0.012052999809384346,0.01208299957215786,0.01169000007212162,0.011971999891102314,790363,0.0,0.0
2022-07-23 00:00:00+00:00,0.011971999891102314,0.012129000388085842,0.011726999655365944,0.011726999655365944,323873,0.0,0.0
2022-07-24 00:00:00+00:00,0.011726999655365944,0.012532999739050865,0.011645999737083912,0.01233999989926815,914134,0.0,0.0
2022-07-25 00:00:00+00:00,0.012341000139713287,0.012404000386595726,0.012016999535262585,0.012143000029027462,545397,0.0,0.0
2022-07-26 00:00:00+00:00,0.012143000029027462,0.012880000285804272,0.011683999560773373,0.011683999560773373,621910,0.0,0.0
2022-07-27 00:00:00+00:00,0.011683999560773373,0.013104000128805637,0.011683999560773373,0.012504000216722488,1762343,0.0,0.0
2022-07-28 00:00:00+00:00,0.012505000457167625,0.013123000040650368,0.01180499978363514,0.011806000024080276,2242902,0.0,0.0
2022-07-29 00:00:00+00:00,0.011806000024080276,0.012993000447750092,0.011806000024080276,0.012993000447750092,1270,0.0,0.0
2022-07-30 00:00:00+00:00,0.012993000447750092,0.013127000071108341,0.011806000024080276,0.011807000264525414,650,0.0,0.0
2022-07-31 00:00:00+00:00,0.011807000264525414,0.01256600022315979,0.011806000024080276,0.01256600022315979,1085,0.0,0.0
2022-08-01 00:00:00+00:00,0.01256600022315979,0.013127000071108341,0.012501999735832214,0.012502999976277351,4610,0.0,0.0
2022-08-02 00:00:00+00:00,0.012502999976277351,0.013167000375688076,0.01180499978363514,0.012698999606072903,3222,0.0,0.0
