TIMESTAMP,PIGE_OPEN_PRICE_USD,PIGE_HIGH_PRICE_USD,PIGE_LOW_PRICE_USD,PIGE_CLOSE_PRICE_USD,PIGE_VOLUME_USD,PIGE_DIVIDENDS_USD,PIGE_STOCK_SPLITS_USD
2023-04-09 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,951,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,165,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,86669,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,37342,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,33061,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,40669,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,45864,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,36604,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,56443,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,32874,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,25844,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,34002,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,31013,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,19134,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,15199,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,53268,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,61347,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,50838,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,40902,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,54991,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,55040,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,41373,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,13831,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,15248,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,11493,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,10936,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,12916,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,15737,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,19063,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,14020,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,16804,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,10679,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,9972,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,10479,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,17662,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,11798,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,11425,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,21206,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,11200,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,15122,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,6578,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,7466,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,8117,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,3861,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,6621,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,12094,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,10014,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,18012,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,6923,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,9114,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,5480,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,8373,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,4143,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,5096,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,5035,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,4843,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,6431,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,5148,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,3900,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,4740,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,5466,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,4001,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,5972,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,3665,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,3824,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,4225,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,3778,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,3816,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,4759,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,4476,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,4238,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,4509,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,6609,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,469,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,101,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,750,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,140,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,168,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,356,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,107,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,371,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,2,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,134,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,289,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,180,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,376,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,4293,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,3525,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,2037,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,696,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,391,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,249,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,280,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,760,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,961,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,538,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,11,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,284,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,4145,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,405,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,499,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,509,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,884,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,622,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,116,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,28,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,162,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,152,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,143,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,22,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,22,0.0,0.0
