TIMESTAMP,GLC_OPEN_PRICE_USD,GLC_HIGH_PRICE_USD,GLC_LOW_PRICE_USD,GLC_CLOSE_PRICE_USD,GLC_VOLUME_USD,GLC_DIVIDENDS_USD,GLC_STOCK_SPLITS_USD
2014-09-17 00:00:00+00:00,0.007765999995172024,0.007813000120222569,0.007253000047057867,0.007451000157743692,91,0.0,0.0
2014-09-18 00:00:00+00:00,0.007445000112056732,0.007600000128149986,0.00648100022226572,0.006676000077277422,240,0.0,0.0
2014-09-19 00:00:00+00:00,0.006670000031590462,0.00671500014141202,0.006122000049799681,0.00623599998652935,134,0.0,0.0
2014-09-20 00:00:00+00:00,0.0062339999713003635,0.006765999831259251,0.006159000098705292,0.0064570000395178795,17,0.0,0.0
2014-09-21 00:00:00+00:00,0.006446999963372946,0.0066709998063743114,0.00634399987757206,0.006405999884009361,15,0.0,0.0
2014-09-22 00:00:00+00:00,0.006409999914467335,0.006748000159859657,0.006357000209391117,0.006366000045090914,58,0.0,0.0
2014-09-23 00:00:00+00:00,0.006366000045090914,0.007379999849945307,0.006225000135600567,0.007193000055849552,304,0.0,0.0
2014-09-24 00:00:00+00:00,0.007189000025391579,0.0073739998042583466,0.00711800018325448,0.007191000040620565,197,0.0,0.0
2014-09-25 00:00:00+00:00,0.007189999800175428,0.007195999845862389,0.006564000155776739,0.006810999941080809,82,0.0,0.0
2014-09-26 00:00:00+00:00,0.006810000166296959,0.006868000142276287,0.00646300008520484,0.006521000061184168,31,0.0,0.0
2014-09-27 00:00:00+00:00,0.006508999969810247,0.006572000216692686,0.006262000184506178,0.006302999798208475,70,0.0,0.0
2014-09-28 00:00:00+00:00,0.006304999813437462,0.006564999930560589,0.0052559999749064445,0.0060720001347362995,372,0.0,0.0
2014-09-29 00:00:00+00:00,0.006068000104278326,0.006465999875217676,0.0060430001467466354,0.006188000086694956,167,0.0,0.0
2014-09-30 00:00:00+00:00,0.0061980001628398895,0.006417000200599432,0.005878000054508448,0.006273999810218811,98,0.0,0.0
2014-10-01 00:00:00+00:00,0.006277000065892935,0.006302000023424625,0.006120000034570694,0.006219000089913607,70,0.0,0.0
2014-10-02 00:00:00+00:00,0.006219000089913607,0.006723000202327967,0.006219000089913607,0.006378999911248684,156,0.0,0.0
2014-10-03 00:00:00+00:00,0.006380999926477671,0.00672199996188283,0.006266999989748001,0.006328000221401453,172,0.0,0.0
2014-10-04 00:00:00+00:00,0.006335000041872263,0.006641000043600798,0.005578000098466873,0.00559299997985363,303,0.0,0.0
2014-10-05 00:00:00+00:00,0.005594000220298767,0.006548000033944845,0.004825000185519457,0.005615999922156334,166,0.0,0.0
2014-10-06 00:00:00+00:00,0.005613999906927347,0.005774000193923712,0.004902999848127365,0.005512000061571598,80,0.0,0.0
2014-10-07 00:00:00+00:00,0.0055160000920295715,0.005735999904572964,0.005348999984562397,0.005727999843657017,26,0.0,0.0
2014-10-08 00:00:00+00:00,0.00572599982842803,0.006862000096589327,0.005621000193059444,0.006448000203818083,653,0.0,0.0
2014-10-09 00:00:00+00:00,0.006444000173360109,0.008249999955296516,0.006424000021070242,0.0072200000286102295,480,0.0,0.0
2014-10-10 00:00:00+00:00,0.0072200000286102295,0.009189999662339687,0.007203000131994486,0.008080000057816505,884,0.0,0.0
2014-10-11 00:00:00+00:00,0.008077000267803669,0.009854000061750412,0.007970999926328659,0.009053999558091164,741,0.0,0.0
2014-10-12 00:00:00+00:00,0.009061000309884548,0.009723000228404999,0.00853899959474802,0.009378000162541866,1150,0.0,0.0
2014-10-13 00:00:00+00:00,0.009363999590277672,0.010625000111758709,0.008717999793589115,0.009471000172197819,729,0.0,0.0
2014-10-14 00:00:00+00:00,0.009498000144958496,0.011105000041425228,0.009367000311613083,0.009591000154614449,482,0.0,0.0
2014-10-15 00:00:00+00:00,0.009592000395059586,0.011683999560773373,0.009554999880492687,0.011273999698460102,1054,0.0,0.0
2014-10-16 00:00:00+00:00,0.010344999842345715,0.01065600011497736,0.009936000220477581,0.010211000218987465,170,0.0,0.0
2014-10-17 00:00:00+00:00,0.010215999558568,0.011075999587774277,0.009964999742805958,0.010408000089228153,257,0.0,0.0
2014-10-18 00:00:00+00:00,0.01041099987924099,0.011792999692261219,0.009885000064969063,0.01003700029104948,636,0.0,0.0
2014-10-19 00:00:00+00:00,0.01003200002014637,0.010824999772012234,0.009855000302195549,0.010355000384151936,1302,0.0,0.0
2014-10-20 00:00:00+00:00,0.010347000323235989,0.011416999623179436,0.009808000177145004,0.010347999632358551,370,0.0,0.0
2014-10-21 00:00:00+00:00,0.010338000021874905,0.01167100016027689,0.010058999992907047,0.010065999813377857,356,0.0,0.0
2014-10-22 00:00:00+00:00,0.010057000443339348,0.010209999978542328,0.009405000135302544,0.009789000265300274,1155,0.0,0.0
2014-10-23 00:00:00+00:00,0.009783999994397163,0.009824000298976898,0.009127000346779823,0.009201999753713608,179,0.0,0.0
2014-10-24 00:00:00+00:00,0.009146999567747116,0.009290000423789024,0.007567000109702349,0.007935999892652035,134,0.0,0.0
2014-10-25 00:00:00+00:00,0.007942000404000282,0.008510000072419643,0.006978000048547983,0.007294000126421452,306,0.0,0.0
2014-10-26 00:00:00+00:00,0.007296999916434288,0.007474000100046396,0.006998000200837851,0.007435999810695648,141,0.0,0.0
2014-10-27 00:00:00+00:00,0.007437000051140785,0.007697999943047762,0.007325999904423952,0.0075610000640153885,208,0.0,0.0
2014-10-28 00:00:00+00:00,0.007584000006318092,0.007770999800413847,0.007294000126421452,0.007672999985516071,729,0.0,0.0
2014-10-29 00:00:00+00:00,0.007664999924600124,0.007745999842882156,0.0073540001176297665,0.007368000224232674,220,0.0,0.0
2014-10-30 00:00:00+00:00,0.007418000139296055,0.008452000096440315,0.0070130000822246075,0.007861999794840813,489,0.0,0.0
