TIMESTAMP,TELEBTC28970_OPEN_PRICE_USD,TELEBTC28970_HIGH_PRICE_USD,TELEBTC28970_LOW_PRICE_USD,TELEBTC28970_CLOSE_PRICE_USD,TELEBTC28970_VOLUME_USD,TELEBTC28970_DIVIDENDS_USD,TELEBTC28970_STOCK_SPLITS_USD
2024-01-09 00:00:00+00:00,45797.24609375,48059.6484375,45480.44140625,48059.6484375,33478,0.0,0.0
2024-01-10 00:00:00+00:00,48059.6484375,48278.359375,45386.73828125,47452.80859375,20339,0.0,0.0
2024-01-11 00:00:00+00:00,47452.80859375,49189.62890625,46321.18359375,47698.2109375,12759,0.0,0.0
2024-01-12 00:00:00+00:00,47698.2109375,47704.30859375,42367.6015625,42542.12109375,9881,0.0,0.0
2024-01-13 00:00:00+00:00,42542.12109375,46333.23046875,42163.58203125,46333.23046875,25419,0.0,0.0
2024-01-14 00:00:00+00:00,46333.23046875,46381.2265625,44605.41015625,44605.41015625,8537,0.0,0.0
2024-01-15 00:00:00+00:00,44605.41015625,45002.11328125,42818.90625,42818.90625,23643,0.0,0.0
2024-01-16 00:00:00+00:00,42818.90625,43639.56640625,42818.90625,42918.63671875,8129,0.0,0.0
2024-01-17 00:00:00+00:00,42918.63671875,43370.30859375,40932.140625,41839.81640625,16660,0.0,0.0
2024-01-18 00:00:00+00:00,41839.81640625,43133.1484375,41301.76953125,41342.44140625,22913,0.0,0.0
2024-01-19 00:00:00+00:00,41342.44140625,43656.06640625,40543.0390625,42618.9296875,38310,0.0,0.0
2024-01-20 00:00:00+00:00,42618.9296875,42623.12890625,41334.98828125,41633.46875,13154,0.0,0.0
2024-01-21 00:00:00+00:00,41633.46875,43928.421875,41633.46875,42330.0,21120,0.0,0.0
2024-01-22 00:00:00+00:00,42330.0,42351.8828125,40107.52734375,40107.52734375,4906,0.0,0.0
2024-01-23 00:00:00+00:00,40107.52734375,40875.21875,39105.265625,39305.6640625,10229,0.0,0.0
2024-01-24 00:00:00+00:00,39305.6640625,40333.82421875,39305.6640625,40085.72265625,11816,0.0,0.0
2024-01-25 00:00:00+00:00,40085.72265625,40671.01171875,37907.234375,39853.2265625,13848,0.0,0.0
2024-01-26 00:00:00+00:00,39853.2265625,42675.375,39806.1796875,40944.1484375,11521,0.0,0.0
2024-01-27 00:00:00+00:00,40944.1484375,42087.87890625,40944.1484375,41972.7734375,5531,0.0,0.0
2024-01-28 00:00:00+00:00,41972.7734375,42352.28125,41716.13671875,41716.13671875,4474,0.0,0.0
2024-01-29 00:00:00+00:00,41716.13671875,42951.05078125,41715.80078125,42506.24609375,2709,0.0,0.0
2024-01-30 00:00:00+00:00,42506.24609375,42524.28515625,42284.3203125,42284.3203125,81,0.0,0.0
2024-01-31 00:00:00+00:00,42284.3203125,43083.03515625,42284.3203125,42371.6953125,1483,0.0,0.0
2024-02-01 00:00:00+00:00,42371.6953125,42409.13671875,40608.5546875,41024.76953125,600,0.0,0.0
2024-02-02 00:00:00+00:00,41024.76953125,44286.5390625,41024.76953125,42775.28515625,33090,0.0,0.0
2024-02-03 00:00:00+00:00,42775.28515625,44609.078125,42508.4140625,43963.87890625,18278,0.0,0.0
2024-02-04 00:00:00+00:00,43963.87890625,47251.578125,42241.640625,46511.3046875,13212,0.0,0.0
2024-02-05 00:00:00+00:00,46511.3046875,46511.3046875,42396.171875,42396.171875,12024,0.0,0.0
2024-02-06 00:00:00+00:00,42396.171875,46536.3671875,41823.5390625,43643.59765625,33872,0.0,0.0
2024-02-07 00:00:00+00:00,43643.59765625,44770.86328125,42208.2578125,44770.86328125,16388,0.0,0.0
2024-02-08 00:00:00+00:00,44770.86328125,46237.9140625,43113.640625,45221.30078125,26570,0.0,0.0
2024-02-09 00:00:00+00:00,45221.30078125,46983.14453125,44705.75390625,46247.71484375,8661,0.0,0.0
2024-02-10 00:00:00+00:00,46247.71484375,47836.1953125,46208.82421875,47604.5703125,14355,0.0,0.0
2024-02-11 00:00:00+00:00,47604.5703125,47694.96875,44927.91015625,46447.5234375,3273,0.0,0.0
2024-02-12 00:00:00+00:00,46447.5234375,49138.796875,46185.0625,49037.83203125,13942,0.0,0.0
