,K,Alpha,Tau,Non_Stationary_IMFs,MSE,IMF_1_P_Val
0,9,500,0.3,1,0.2335110941670487,0.01
1,9,500,0.25,1,0.23351628645877046,0.01
2,7,250,0.3,1,0.23352242302632534,0.01
3,9,250,0.3,1,0.23352280479338935,0.01
4,10,500,0.3,1,0.2335243672208042,0.01
5,8,250,0.3,1,0.23352477410956707,0.01
6,7,250,0.25,1,0.23352837095703333,0.01
7,9,250,0.25,1,0.23352899889397938,0.01
8,10,500,0.25,1,0.23353058508465088,0.01
9,8,250,0.25,1,0.2335312379328634,0.01
10,10,500,0.2,1,0.23353632465335397,0.01
11,7,250,0.2,1,0.23353924477646135,0.01
12,9,250,0.2,1,0.23354021010310377,0.01
13,8,250,0.2,1,0.23354287196266554,0.01
14,6,250,0.3,1,0.2335570955675772,0.01
15,7,250,0.15,1,0.2335628430655307,0.01
16,9,250,0.15,1,0.23356412503801002,0.01
17,8,250,0.15,1,0.23356767751966695,0.01
18,10,250,0.3,1,0.23360161788953826,0.01
19,12,750,0.3,1,0.23362618370426733,0.01
20,7,250,0.1,1,0.23363317955000776,0.01
21,9,250,0.1,1,0.23363592813667045,0.01
22,12,750,0.25,1,0.23363656492782722,0.01
23,10,250,0.25,1,0.2336387978958495,0.01
24,8,250,0.1,1,0.23363895419631586,0.01
25,10,250,0.2,1,0.23370461805124176,0.01
26,12,750,0.2,1,0.23382648628602457,0.01
27,10,250,0.15,1,0.23384096439574298,0.01
28,11,250,0.3,1,0.23389477103253256,0.01
29,12,1000,0.3,1,0.23393167142880691,0.01
30,11,250,0.25,1,0.23405987558669974,0.01
31,10,250,0.1,1,0.2342138001226579,0.01
32,11,250,0.2,1,0.23436314747343734,0.01
33,9,250,0.05,1,0.23451263103713865,0.01
34,13,1000,0.3,1,0.23484862635561962,0.01
35,11,250,0.15,1,0.2350237944264248,0.01
36,13,1000,0.25,1,0.23511952572430242,0.01
37,13,1000,0.2,1,0.23608540987468313,0.01
38,13,750,0.3,1,0.23608997818643665,0.01
39,14,250,0.3,1,0.23619295696676068,0.01
40,10,250,0.05,1,0.23622820391214247,0.01
41,6,250,0.25,1,0.23630528080462568,0.01
42,15,250,0.3,1,0.23680361733385014,0.01
43,13,750,0.25,1,0.23690605671227738,0.01
44,11,250,0.1,1,0.23697755040409765,0.01
45,8,250,0.05,1,0.23718755785887938,0.01
46,12,250,0.3,1,0.2372902785256467,0.01
47,14,250,0.25,1,0.2373891981071706,0.01
48,13,1250,0.3,1,0.23764592854076486,0.01
49,14,750,0.3,1,0.23808684412315168,0.01
50,13,750,0.2,1,0.23830717873501722,0.01
51,15,250,0.25,1,0.23836930987423452,0.01
52,12,250,0.25,1,0.23875802232716703,0.01
53,15,1250,0.3,1,0.23916396292742045,0.01
54,14,250,0.2,1,0.23963558297025084,0.01
55,7,250,0.05,1,0.23967454933436344,0.01
56,14,750,0.25,1,0.2400225068470842,0.01
57,13,250,0.3,1,0.24027089441570107,0.01
58,13,750,0.15,1,0.24112139198585097,0.01
59,12,250,0.2,1,0.24137002252321213,0.01
60,15,250,0.2,1,0.24139177923660013,0.01
61,15,1250,0.25,1,0.24337165276606834,0.01
62,15,1000,0.15,1,0.24345579255807562,0.01
63,13,250,0.25,1,0.2435377016723241,0.01
64,14,750,0.2,1,0.2437827596721679,0.01
65,15,1000,0.1,1,0.2441099103350086,0.01
66,14,250,0.15,1,0.2446877823786881,0.01
67,15,750,0.3,1,0.24612630737693217,0.01
68,14,1000,0.3,1,0.24628391204642783,0.01
69,12,750,0.15,1,0.24664783020970418,0.01
70,12,250,0.15,1,0.2468784634435733,0.01
71,15,500,0.3,1,0.2479239765062975,0.01
72,15,250,0.15,1,0.24838919783087574,0.01
73,13,250,0.2,1,0.24980765200453733,0.01
74,11,250,0.05,1,0.25092925931730536,0.01
75,13,500,0.3,1,0.2510143851920023,0.01
76,13,750,0.1,1,0.25194244888646067,0.01
77,12,500,0.3,1,0.25269854192800495,0.01
78,15,500,0.25,1,0.25311353111095564,0.01
79,14,750,0.15,1,0.2536394799826173,0.01
80,15,1250,0.2,1,0.25603806348674224,0.01
81,15,1000,0.2,1,0.25656073590455725,0.01
82,13,1000,0.15,1,0.25658452403348714,0.01
83,13,500,0.25,1,0.2587094553496234,0.01
84,12,500,0.25,1,0.25954743197684427,0.01
85,14,250,0.1,1,0.26044247557722044,0.01
86,14,500,0.3,1,0.26099320344668275,0.01
87,14,500,0.25,1,0.26187425609728315,0.01
88,15,500,0.2,1,0.2618885708345902,0.01
89,12,250,0.1,1,0.26300071836313016,0.01
90,13,250,0.15,1,0.2641120610946273,0.01
91,15,750,0.25,1,0.2670148169015361,0.01
92,9,500,0.2,1,0.26997082238892023,0.01
93,15,250,0.1,1,0.2703224446114355,0.01
94,11,500,0.2,1,0.27067110202949807,0.01
95,12,500,0.2,1,0.2715947540780997,0.01
96,14,500,0.2,1,0.2716552423188772,0.01
97,13,500,0.2,1,0.2730945086185302,0.01
98,11,500,0.3,1,0.2756513259720664,0.01
99,15,500,0.15,1,0.2795290185945571,0.01
100,15,1000,0.25,1,0.2868872222447155,0.01
101,14,500,0.15,1,0.2933807929125242,0.01
102,15,1500,0.3,1,0.2974340621877958,0.01
103,12,500,0.15,1,0.29804157767409223,0.01
104,10,500,0.15,1,0.2997597661146247,0.01
105,13,500,0.15,1,0.3040382144236033,0.01
106,13,250,0.1,1,0.306508182606337,0.01
107,11,500,0.25,1,0.3109337453505558,0.01
108,14,1250,0.3,1,0.3129447077206351,0.01
109,14,750,0.1,1,0.3292294674951075,0.01
110,15,500,0.1,1,0.33071827652325547,0.01
111,8,500,0.3,1,0.33082898017552603,0.01
112,14,250,0.05,1,0.3539553166443052,0.01
113,14,500,0.1,1,0.35398432445751854,0.01
114,12,1000,0.25,1,0.3553314866567937,0.01
115,12,250,0.05,1,0.3667966731758132,0.01
116,14,1000,0.25,1,0.38029177313336504,0.01
117,15,250,0.05,1,0.3809961079473898,0.01
118,13,500,0.1,1,0.38966421901932907,0.01
119,12,500,0.1,1,0.3897525153413643,0.01
