,MSE,RMSE,MAE,MAPE,R2
0,0.0003899794782601383,0.019747898071950296,0.0157779191101467,0.06742889152097789,0.840496147383511
1,8.31323071621892e-05,0.009117691986582415,0.006897835269303776,0.03704818210432692,0.6474472084737348
2,0.0006551674156187712,0.025596238309930838,0.019000093101441465,0.05718726103385312,0.9045375422011624
3,0.0007359410898679804,0.02712823418263674,0.018905465294388465,0.051479010734345985,0.6209697904095179
4,0.00016851551706202424,0.012981352666884305,0.00926893695470964,0.026237893928487573,0.7586489081938571
5,0.00027989602919128466,0.01673009352009978,0.013485541059201557,0.03636566543979107,0.6350764489235821
6,0.00022721392006214573,0.01507361668817891,0.011800403985156081,0.042030151360001794,0.6722807541533221
7,0.00010982878411137241,0.010479922905793363,0.008098642927351596,0.03519722098107182,0.8836826408026566
8,0.00028776405806281896,0.016963609818161314,0.011755899433451364,0.049911105838391576,0.772502033361186
9,0.0001259469667200858,0.011222609621655999,0.008423624516873217,0.03510464727370971,0.4734237664803638
10,8.938619616171834e-05,0.009454427331241081,0.006820289210482919,0.028484611898397783,0.7793899687935859
11,0.0001315416738132829,0.01146916186184862,0.008582851970708232,0.06592240430398917,0.901479197962125
Mean,0.000273692786341151,0.01549707141374697,0.01156812523610125,0.044366420534778704,0.7408278672615504
