TIMESTAMP,CREPE_OPEN_PRICE_USD,CREPE_HIGH_PRICE_USD,CREPE_LOW_PRICE_USD,CREPE_CLOSE_PRICE_USD,CREPE_VOLUME_USD,CREPE_DIVIDENDS_USD,CREPE_STOCK_SPLITS_USD
2023-11-04 00:00:00+00:00,0.02667500078678131,0.031185999512672424,0.0264040008187294,0.02948400005698204,100496,0.0,0.0
2023-11-05 00:00:00+00:00,0.029481999576091766,0.031207000836730003,0.023031000047922134,0.02465200051665306,93852,0.0,0.0
2023-11-06 00:00:00+00:00,0.024651000276207924,0.02573399990797043,0.024359000846743584,0.025162000209093094,84535,0.0,0.0
2023-11-07 00:00:00+00:00,0.02516300044953823,0.025774000212550163,0.02399899996817112,0.025043999776244164,84509,0.0,0.0
2023-11-08 00:00:00+00:00,0.0250450000166893,0.03701300173997879,0.024932999163866043,0.037011999636888504,234764,0.0,0.0
2023-11-09 00:00:00+00:00,0.03701400011777878,0.04425700008869171,0.03701400011777878,0.04425700008869171,163250,0.0,0.0
2023-11-10 00:00:00+00:00,0.0442579984664917,0.05119999870657921,0.0442579984664917,0.05119999870657921,285580,0.0,0.0
2023-11-11 00:00:00+00:00,0.051201000809669495,0.06724999845027924,0.048872001469135284,0.06585200130939484,249681,0.0,0.0
2023-11-12 00:00:00+00:00,0.06585200130939484,0.0802299976348877,0.05603799968957901,0.058556001633405685,205377,0.0,0.0
2023-11-13 00:00:00+00:00,0.05855799838900566,0.059418998658657074,0.05605899915099144,0.05843999981880188,381838,0.0,0.0
2023-11-14 00:00:00+00:00,0.05844699963927269,0.05870100110769272,0.05105400085449219,0.052320998162031174,180420,0.0,0.0
2023-11-15 00:00:00+00:00,0.0523190014064312,0.05250399932265282,0.051614999771118164,0.05197099968791008,174203,0.0,0.0
2023-11-16 00:00:00+00:00,0.05197399854660034,0.05536799877882004,0.051033999770879745,0.05503400042653084,242472,0.0,0.0
2023-11-17 00:00:00+00:00,0.0550369992852211,0.06897199898958206,0.05358799919486046,0.062102001160383224,313283,0.0,0.0
2023-11-18 00:00:00+00:00,0.06209399923682213,0.06453000009059906,0.06066400185227394,0.06453000009059906,227216,0.0,0.0
2023-11-19 00:00:00+00:00,0.06452800333499908,0.06479399651288986,0.05934400111436844,0.059978000819683075,166941,0.0,0.0
2023-11-20 00:00:00+00:00,0.05998200178146362,0.06215900182723999,0.05614500120282173,0.06211400032043457,213646,0.0,0.0
2023-11-21 00:00:00+00:00,0.062111999839544296,0.062272001057863235,0.05880099907517433,0.06032399833202362,200571,0.0,0.0
2023-11-22 00:00:00+00:00,0.06033400073647499,0.07402099668979645,0.05846099928021431,0.06065899878740311,503683,0.0,0.0
2023-11-23 00:00:00+00:00,0.060655999928712845,0.06425700336694717,0.0590209998190403,0.060736000537872314,262671,0.0,0.0
2023-11-24 00:00:00+00:00,0.0607369989156723,0.06524799764156342,0.034269001334905624,0.04420499876141548,121586,0.0,0.0
2023-11-25 00:00:00+00:00,0.04420299828052521,0.045228999108076096,0.03444499894976616,0.044057998806238174,124710,0.0,0.0
