Lag,BTC,ETH,LTC,XMR,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.5140516674920547,0.399664731568682,0.9092718763424398,0.9323868393959147,0.4886307185012312,0.1543901927999614,0.4022576810003441,0.45853406320292955,0.9468721436209272,0.5420496453869387,0.03269055259086644,0.9884584543505033,0.013611322828356356,0.8952564418651824,0.11381404370979627,0.30953700803739015,0.024398786267412337,0.5167229841652966,0.6403642991458187,0.08356579552524152,0.46898914303086925,0.06982380099059773,4.978767730849821e-14,0.05535639049349999,0.15978303028919152,0.9070713054223338,0.6015868717534193,0.07561095447396858,0.8546048408444645,0.18354076927220314,0.5207513248665983
2,0.047508818252436455,0.021595129738956404,0.2666511716044017,0.17582855921419874,0.7273202374714329,0.38290037058515763,0.15079015138529847,0.10980790170517078,0.3092823835950855,0.388525648039222,0.08421329983570987,1.5195559490366523e-05,0.007463653421047797,0.9992090778114472,0.27859589959462305,0.03360785765075095,0.08007000156743391,0.011809152810285082,0.8578118780551338,0.11168723483422921,0.15071981591013078,0.05333148306957964,4.44320015635647e-12,0.16001422284589079,0.07665792448669534,0.04395689227018368,0.647689699683035,0.1864285681736502,0.3201790017859863,0.19388936030537623,0.11111614835098514
3,0.09259505580775629,0.04235422673797567,0.07539612557275811,0.23683399302085684,0.7739550487115221,0.3653973997930932,0.2357465470802237,0.11786956646063487,0.09826594487990509,0.33069141192702756,0.031451808404822264,5.797849652359095e-05,0.019387966749293863,0.9872290628921924,0.4590232018423829,0.09478090526164028,0.16112736327156696,0.025110079849387096,0.8828104668333228,0.20384686425669554,0.17068202108934646,0.04328001678659953,4.552714036540587e-12,0.26706266243520455,0.13855711399436832,0.09815759782790251,0.5860184776849802,0.3016183940892086,0.40416376730827197,0.2595464080149867,0.13573871938940082
4,0.034829635371471,0.07689399366638962,0.02725155241890894,0.1351270442415373,0.7292645126502553,0.611634352982863,0.401936048013978,0.17495745165483875,0.08218305278884112,0.7290749065643967,0.06571856481012732,0.00010121913079636408,0.041479742764158195,0.9857757259480978,0.6066522471610715,0.1501222463376059,0.2500963166677095,0.018050983583403023,0.9628529096624896,0.19345547226144924,0.2950503196974835,0.07314725212197146,5.808913474481387e-12,0.39486192068259707,0.07752226368582517,0.09104816407160088,0.5724169361512554,0.42557255486678225,0.5606296672094786,0.41901182707657536,0.23153268215564982
5,0.041949371116576345,0.11704304366049872,0.012678704441931001,0.11189428540391741,0.8349251069636283,0.24827787147752228,0.35371041720262997,0.2683196998133545,0.10676048508307572,0.8592986751305413,0.10928950152356451,0.0002325527140713322,0.05597834958106981,0.9099195831092479,0.7556518243967763,0.029047401273436548,0.3842684021493659,0.008156352750785216,0.5909442175854664,0.3020785705812692,0.1483188010741655,0.14086596504458793,1.9049641993124463e-11,0.2609424516145266,0.11723026973071587,0.05939826448558069,0.6006269850159407,0.40625348233819136,0.6100951267538997,0.5486775120492993,0.35674390895240127
6,0.04879813687114515,0.1648987758317494,0.012715397916151505,0.14435389842601234,0.8630258784956308,0.395880698379156,0.15532767849332635,0.24056185272306163,0.09357622302725638,0.7688222356476047,0.19762323123524322,0.0006173050670212463,0.042743766454104555,0.9396984077623238,0.8560635607524882,0.04351530041298689,0.534683684645602,0.010666324468778013,0.7713745869584216,0.3722473826095756,0.21109127768368738,0.2220065882385374,2.7385367332082248e-11,0.3926332725056606,0.16345870088549244,0.07518562958853059,0.7185581552160423,0.5756194160137995,0.7119515500356068,0.302190881295,0.44498875097453316
7,0.05062507870829445,0.17746009426095302,0.013553957414267391,0.13430035532769902,0.9291148896884095,0.19263272538948975,0.24258199089431237,0.391084352100558,0.08467849968120161,0.4753664147211838,0.23110493471671048,0.0009189394231124158,0.0681961733612748,0.9886930361879747,0.7123503751199438,0.08184166970742358,0.5862594402219228,0.020528280894692896,0.7829272497907434,0.35440233962618223,0.3495316537184047,0.07977824016176317,7.282991034196128e-11,0.4932479376712108,0.2675251032124469,0.10933133678866747,0.6714253051374238,0.6905779855384454,0.7586611181954876,0.2928404976995932,0.56399235007691
8,0.01977687744257381,0.24511787818260386,0.014099124920388137,0.10116586551255977,0.951524901760566,0.2728307428974822,0.23844825466144573,0.49210691974783594,0.12721237626805185,0.6460753814146025,0.2991178806375143,0.0007181025618034799,0.050024701077764466,0.9946892214135603,0.7520881619246416,0.15852099087418825,0.6454964028054919,0.030744547454543615,0.9273637900706159,0.4706897040353102,0.41769345628706883,0.1555786487916549,2.200572177369738e-10,0.027336311646236518,0.3366605560112045,0.13649237563172584,0.7446411081962528,0.6226009521654619,0.7651695246966393,0.393784140238277,0.6649743399104808
9,0.03991424607149974,0.31878864823855146,0.005984593205083225,0.11350655105409059,0.9345035470482959,0.3108877487060393,0.28382167733241503,0.5722296240783291,0.0495433960555643,0.7233921003366548,0.38606061461918534,0.00013712734958504048,0.06195704518061119,0.9981642897088306,0.8295122925047081,0.17713565319305022,0.6974259546730691,0.0205285934830299,0.5873833218894629,0.40414956764770926,0.6049296922603113,0.1211860082260754,4.799999200769711e-10,0.024561566439101228,0.39674105531632003,0.14528555855218322,0.8027745580684986,0.4064361003254429,0.45236697175160934,0.18194110828635385,0.43535122997507153
10,0.03534654364315441,0.2859139720672307,0.010376467185890885,0.04795401987897707,0.930103695610992,0.34599030375375395,0.38610977567745464,0.3530082261481687,0.029042437960796728,0.8262240393775726,0.0316291504312126,2.508657994659872e-05,0.010535311334679576,0.9994997787448113,0.8794990252545575,0.28775391469423023,0.7801556410804742,0.019531489306091318,0.7202560096066838,0.35181442501870236,0.24497118514667238,0.136243794287208,1.4244513682204244e-09,0.0006873088394232462,0.4739502310674022,0.18432730790152235,0.875047637654444,0.4354892371967679,0.5184163138521861,0.11101201771584703,0.44478103267428915
