Lag,BTC,ETH,LTC,XMR,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.015689950141191875,0.0017572112203210308,6.197818761034289e-05,0.004424239771366821,0.9245610138166518,0.3455004406188037,0.24354005810653528,6.775347343453489e-05,0.12090184105294538,0.6766922705322258,0.9170929742135056,0.5465068287503938,1.6048615448257393e-05,0.28597808874519554,0.9639069677618496,0.2217757336513053,0.3181106315371641,0.012984641149403843,0.9053045343532984,0.022592251739611876,0.9101365492242708,7.334972068756478e-05,0.7079072623653728,0.43070023235600463,0.18946714144297713,0.9465310809550396,0.422130220399749,0.2069218173547424,0.14130182577004594,0.010332920466989554,0.6097745307689155
2,0.005026467339551607,0.002556521314492855,3.229374284755902e-06,0.0015178046546789712,0.4354896595436194,0.5112222698718146,0.4078758393490606,2.6371259412755105e-07,0.12266091231179295,0.7804434270673006,0.49145850584441286,2.4961165409931817e-19,7.14558162506968e-05,0.31044438323791673,0.506447898709222,0.09092804612793234,0.5644964754348976,0.04168795536436062,0.6668900613057726,0.009261428531801527,0.9971090000839535,6.711782579712892e-05,0.9292263525778922,0.27820783393633014,0.4321185884852595,0.888898681558874,0.7107534008247454,0.03106590503919666,0.03507711965734038,0.010788406978185106,0.3584061214825086
3,0.012715788383578537,0.006516601709219946,2.6271756799810823e-06,0.0020465779327336815,0.42940095131317946,0.2502522854123996,0.5930719565515519,1.953272893242181e-09,0.10685261233008599,0.887490638000115,0.266193914921164,1.4987194443422463e-18,0.00023876998957609105,0.5229725213083916,0.7247625815476308,0.0633904374495259,0.6866492634236783,0.08014262637450006,0.3236211671231601,0.020520375073148158,0.9988860134787235,0.00014982326858559514,0.20959732763466685,0.34767563264410994,0.6478484640588185,0.9640191242505444,0.5325696044452211,0.03725423199844941,0.053346978479082846,0.025483369055858858,0.47322544836462654
4,0.024182992167747427,0.004745242748838258,3.514230788255254e-06,0.0005812048563503515,0.5833716947793989,0.2820255877538859,0.03951532379090178,3.3799086806386398e-09,0.08532144531172701,0.5584570874989232,0.3636201581594749,6.071146525957971e-18,0.00010929436739888517,0.4823589570197252,0.784556540140661,0.08249426129531139,0.6856730486078502,0.007578090304946325,0.414914689550145,0.002377571580809738,0.9484100278743884,9.686847504361244e-06,0.07049391473421225,0.126988025512527,0.7562811180330045,0.9180218747891042,0.052618069887933404,0.0037198915706593244,0.07376614696731436,0.03565137829301968,0.237253372928798
5,0.03905292429145922,0.004215516097498846,5.225497988875079e-06,0.00018295905113541592,0.519464191114822,0.3872262006721414,0.01745768832686781,4.7103153209336526e-09,0.03783988217071457,0.574166092992861,0.22559745630375033,1.7942977009861138e-17,0.00013654425327901048,0.43939340475908106,0.8753119297434804,0.13887756777297725,0.767909125199614,0.00820676364143187,0.49605787081073904,0.000611480492645519,0.9528464363177619,7.170872075697614e-06,0.060444983917630334,0.11917170549277485,0.8275172406911213,0.9644743545922634,0.08199600640864682,0.00021589390365941638,0.0612383403174792,0.022236809644218956,0.16344665183850515
6,0.05921113449255976,0.008849407457112015,1.5020217059072458e-05,0.00038198800564467065,0.2129147374093204,0.3192831339086817,0.033248636098194964,6.167626564550724e-09,0.061201719840970434,0.5036166764105041,0.27877338537745944,6.830323222943371e-17,0.0003565974305744903,0.6150587326613244,0.8921755568082836,0.118751554610271,0.4207497581653327,0.007252116635482985,0.6694573821870848,0.001360675225254439,0.8452536535889484,2.409624002139547e-05,0.10968823948295442,0.2008013268461669,0.6950107636149734,0.5930877488008657,0.1517098116886256,0.00025617133016958647,0.09412389780971715,0.03683591322189509,0.23480702780628357
7,0.0558432680871639,0.014388430693385586,2.548744607186428e-05,0.0007349031943485051,0.24828192128866422,0.4620169748564563,0.03568155526776682,3.901245927665429e-09,0.09408250420871639,0.10070770778010685,0.2712756222309647,6.8483280843204495e-18,0.0006389839974972857,0.7022689519607059,0.9343867775777681,0.18555611581966758,0.5175332763171538,0.01143036152404298,0.9113445226762644,0.0015304646093353136,0.6504375376767523,5.706602679778692e-07,0.15932479275590924,0.1355841660656469,0.6724456102219315,0.7333763818510542,0.23337429958015207,0.000401309447339339,0.11734213344862855,0.028820677513638763,0.2826684204485373
8,0.08474090764746421,0.025446229078116563,4.9657185952993166e-05,0.0004466566371951444,0.3169994690424015,0.5853767045459244,0.052926074595679475,8.745726106469717e-10,0.09890149685510134,0.11786645408675266,0.19401450073043908,4.030866980339608e-18,0.0004519462892009897,0.7312339079533479,0.9707283562301121,0.20132955883755987,0.5252989669788848,0.019718045271864406,0.7857241655575036,0.002930989301337253,0.6559492183714484,1.4928469505679182e-06,0.1441638781315688,0.10423801982051766,0.7308209551957714,0.754295848576833,0.31923886542826724,0.00020876868641108635,0.0922230104121868,0.047376094122709905,0.36427050956832535
9,0.05544176412428004,0.006383163099657673,5.393358165271812e-05,0.000903935941791486,0.41004584452073745,0.7046839790740282,0.05116436012555248,1.4459491293671254e-09,0.0572571546890168,0.16692602676875964,0.14267272186566646,3.677604010296116e-18,0.0009987183403298672,0.7447495966555493,0.9719256930886289,0.23880965068832513,0.5511235443443465,0.027132382976967125,0.8553009903083646,0.00407009537864857,0.5161884989494406,2.6602870218437566e-06,0.184350491480033,0.12836427287542274,0.5289480472972152,0.6466414252285269,0.35592340619895585,0.0004331699418735403,0.14206070772956436,0.0581189029898157,0.4618800154020434
10,0.02953218622028418,0.0008222241906334759,7.650376240135445e-05,0.0010068122484541923,0.5086112779230835,0.7403161618500935,0.07848914215098066,2.8508639803580084e-10,0.06623646044212297,0.1503296974986942,0.07013066946584019,1.3224351680093939e-17,0.00014343153867844822,0.6511264602465182,0.9705519861077623,0.31249311010243036,0.3858051406500834,0.026117980887446917,0.9018588069578399,0.006486417768565509,0.5982746091916601,5.737361951087174e-06,0.17540097791613657,0.00888342350766593,0.6001011421061668,0.5622223394426614,0.45771780630013104,0.0007464713176008622,0.1549818282571013,0.07290516357561704,0.33627918615394436
