Lag,BTC,ETH,LTC,XMR,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.00012203083751830804,0.002380452322102722,0.0902108779628447,0.25213129863002787,0.0664185580762089,0.07077818162342027,0.034195934300774514,4.753363763879269e-10,0.006729937636134179,0.023158281770747233,0.0015117411026810104,4.0952034436616714e-09,0.8662434294416124,0.18926864577992797,0.7089331013766254,0.5151923733578243,0.790781115813155,0.5147894982681613,0.9512074509579999,0.019982976940718,0.7301442125422006,0.11761080986929198,0.030002166735750794,0.000720614439934641,0.6992319356343519,0.7515565709310148,0.08619621866020151,0.00040239360029761996,0.03005617640472947,0.021403232883712615,0.14569307902135709
2,0.0005002898460786324,0.0016788837787620609,0.25560577598491546,0.5376498743948348,0.1908441715226355,0.11514214225090084,0.0861464987627907,1.7921266585584514e-09,0.03599144329653345,0.04614771023966315,0.0066340418217333535,5.967624302841221e-16,0.9316889591486328,0.4836592230632907,0.021984609097119193,0.7779249896024958,0.4865326391100834,0.7123391384941293,0.9935284030732344,0.07727508836713522,0.08767790075683743,0.2979367820392013,0.034039838400438935,0.003917219274650104,1.927518329175839e-07,0.32153358020397893,0.0895711016794966,0.001744786360108563,0.03600236306771155,0.0691256794628929,0.4072773353615662
3,5.107224072253214e-05,0.0004580784108362563,0.33257460369773606,0.08086724021298733,0.24014958884919912,0.11927556339835664,0.07733716920539162,2.220408546837192e-15,0.06603088174390397,0.06152781950844167,0.008955754426951528,2.3228720180863787e-15,0.964337593029625,0.22769868452919584,0.059306921514655005,0.8611126001516234,0.4523887591600342,0.7748180447507809,0.7470879730730625,0.18382210464288798,0.12164290127784602,0.3080808164871591,0.06303700622738886,0.002101473162322987,1.0059979561451929e-06,0.46842214774418833,0.0015335079769327599,0.005862237221687748,0.0016916783936541807,0.07076002572454382,0.3157859604224096
4,0.000118699047966351,0.00016135489340438517,0.1622743223229444,0.10823863975222446,0.24679027516334212,0.19957356409807062,0.011627362334358965,1.4823474637585214e-17,0.1232495399804982,0.10040929382172369,0.014257727340383615,4.013968400628028e-21,0.05154345614703376,0.6566795272063084,0.036616820644991166,0.9370125407456105,0.3104008067838443,0.6106870321702114,0.6547912599356582,0.09245272926049632,0.07414608615842418,0.17105218791583274,0.10039112778873309,0.003376829086848726,3.4285458254210935e-06,0.6512419072289394,0.00037087135313809596,0.002974274183249376,0.0025895498390319733,0.11997637210915234,0.25641908063438096
5,0.00022777284985019225,0.0003820768447218533,0.2462527129462096,0.16135888720899663,0.3825549545992964,0.09048775891467287,0.025669879373694828,4.860325042590553e-17,0.2091550819877725,0.152724686329852,0.027333609768441496,2.08729508674366e-27,0.03605674900533775,0.7577585681788607,0.056250335472709835,0.9735937848766347,0.43421096232964684,0.748405679146886,0.7130524930303972,0.1630908491211855,0.10690691393968191,0.19748420398511887,0.11745959862067133,0.006888498458938945,4.9389352323441615e-06,0.7187710660580181,0.0010019157833148122,0.006687277681182454,0.0010672740786323905,0.1970575948595404,0.3788727700499795
6,0.000214656192815776,0.0003514223908877155,0.07624823936429749,0.19126408610487575,0.38271263943976475,0.016422562885174262,0.006977065840854573,8.760181175463426e-17,0.2937429115874511,0.22456011119090472,0.044279242758066446,1.4661665773088476e-28,0.0509819281445843,0.8449753271036778,0.09332778201309508,0.9870964964353768,0.3450727974188305,0.7693239214254926,0.7681604184720641,0.08120693319060925,0.00027125966600266435,0.28724014019019317,0.13425795865485762,0.011195565767227975,9.344227697974478e-06,0.7945239228143557,0.001585478028753134,0.008081790436921378,0.0010783358080556677,0.12047385933194633,0.5176455808208598
7,0.0002529406639658634,6.892190450488737e-05,0.07736760108305124,0.20009322764121962,0.502535015715477,0.03733929682181948,0.01064640440134468,2.722366059400687e-17,0.36472277251190677,0.19059701831984796,0.057279599298827796,2.1065055882395476e-27,0.061868289483504355,0.9132196491634046,0.13182235190023903,0.9703674010907826,0.42055514791710136,0.7130508837107574,0.79763825070269,0.09840836497807817,0.0001308631846719213,0.04180513812360166,0.18099456651864484,0.0048172167571903166,1.666520038744633e-05,0.7341868021194735,0.0020359939476100476,0.008191106754082788,0.0021444853921232005,0.15634552434137114,0.6467868367654637
8,0.0004200965737219791,0.00011865517715773933,0.10730355471995023,0.23948169185685894,0.4509113910017768,0.06592131162790438,0.016857779094078477,1.3546159248933983e-18,0.3309821399692305,0.24663893684795188,0.06242699101805425,9.066131883928136e-27,0.08115220422942711,0.8754308309635054,0.19998236003576764,0.9772241203903951,0.40019445691717276,0.7030514142858786,0.7374157875620707,0.14145148566765411,0.0003491146268444842,0.05301611503341515,0.24052486769201592,0.006592840464645037,1.3630213060626377e-05,0.8049708637061468,0.0034700450248422534,0.010167359344935512,0.0030282596709178145,0.21686440505717888,0.5373778189354239
9,0.0001990250539563635,1.270281169845384e-05,0.09995577231199165,0.22947893017464155,0.56719515386592,0.05506271318305896,0.017288280452865446,3.374457981278247e-18,0.0053986986809984525,0.3112152919861101,0.058881292310223876,8.728811675311864e-27,0.10817780106076642,0.8955681632630419,0.1615197261424834,0.9912850930862457,0.4325727250297593,0.3423333400601183,0.6431669680136778,0.19485448985583784,0.0013387275314219128,0.03810566464972836,0.2288201384546813,0.009359625181391447,2.963136655524185e-05,0.7942813170552286,0.006055278881245784,0.015831631573349037,0.0030374999588189933,0.02667717490917653,0.32894310710999985
10,0.0003110581995720553,5.635821032033489e-06,0.12326492598469566,0.293701583616721,0.5162785733701616,0.081671601926248,0.015662674827841526,1.1770133626899731e-19,0.004693071276120877,0.3864870974449522,0.015252315950370155,1.5696570373406357e-26,0.11350690340324772,0.47528112841242043,0.19040531913783826,0.9889737473674187,0.4676212457855704,0.3826643571178405,0.6191665865298149,0.25788107006534994,0.0007784803147046137,0.04877774582354072,0.23928228140421334,0.0004209238928188088,3.114589817390306e-05,0.8565426007923749,0.005453378036712768,0.02217946893313105,0.004368425984831541,0.03299785482614417,0.31011353247984874
11,0.0005846875324665237,1.2059147790217567e-05,0.15802174394794044,0.3711444540061005,0.4620486234447667,0.07534916049421114,0.009092774241832939,3.5201792035274812e-19,0.0033947072772792385,0.46004138828568575,0.026032687112450846,4.9579984831141717e-26,0.15760107536042903,0.3590518239510561,0.11914099070602856,0.9907219409448923,0.558552243582165,0.36576990885500116,0.6614853042427731,0.34611902098948,0.0005363165269640606,0.06853835144911817,0.13434321093798432,0.0007793808117573601,7.24654185054329e-05,0.8482546423134796,0.007545291425192632,0.014831495845384884,0.0007951731961776561,0.0414090798935952,0.3041098680363064
12,0.0007284355530703258,2.5935839328034712e-05,0.21684109765464304,0.4267245069139345,0.2080768930784633,0.041206911595056066,0.012902936498415167,4.77981812747208e-19,0.004192092354910488,0.4632725029417457,0.013232590933831062,4.63182204085167e-28,0.1330020022801926,0.4660074850947833,0.04905491302129462,0.9807630591808382,0.5863842172146263,0.4342117307001163,0.7420280469522639,0.40759111076024995,0.00035591235119393727,0.002194984406300719,0.2011111983889515,0.0001704768176233732,2.102071293095463e-05,0.8919040412631001,0.013909008495937583,0.015041753732214507,0.0015289592313007892,0.07003161179440684,0.3201144849565934
