TIMESTAMP,RAMEN35957_OPEN_PRICE_USD,RAMEN35957_HIGH_PRICE_USD,RAMEN35957_LOW_PRICE_USD,RAMEN35957_CLOSE_PRICE_USD,RAMEN35957_VOLUME_USD,RAMEN35957_DIVIDENDS_USD,RAMEN35957_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.2532550096511841,0.27511700987815857,0.22661399841308594,0.22761400043964386,210643,0.0,0.0
2025-04-02 00:00:00+00:00,0.22761400043964386,0.24180999398231506,0.20994900166988373,0.21213899552822113,95073,0.0,0.0
2025-04-03 00:00:00+00:00,0.21213899552822113,0.21675799787044525,0.18178300559520721,0.1870889961719513,45792,0.0,0.0
2025-04-04 00:00:00+00:00,0.1870889961719513,0.1886560022830963,0.16451799869537354,0.17168499529361725,0,0.0,0.0
2025-04-05 00:00:00+00:00,0.17168499529361725,0.17642900347709656,0.16327400505542755,0.17164599895477295,11484,0.0,0.0
2025-04-06 00:00:00+00:00,0.17164599895477295,0.17359599471092224,0.12786699831485748,0.12786699831485748,53633,0.0,0.0
2025-04-07 00:00:00+00:00,0.12786699831485748,0.1299699991941452,0.11335799843072891,0.1186710000038147,18665,0.0,0.0
2025-04-08 00:00:00+00:00,0.1186710000038147,0.1198050007224083,0.09212800115346909,0.09277299791574478,17317,0.0,0.0
2025-04-09 00:00:00+00:00,0.09277299791574478,0.1062920019030571,0.07749699801206589,0.09385599941015244,22946,0.0,0.0
2025-04-10 00:00:00+00:00,0.09385599941015244,0.09385599941015244,0.08563199639320374,0.08944399654865265,5319,0.0,0.0
2025-04-11 00:00:00+00:00,0.08944399654865265,0.13216599822044373,0.08810800313949585,0.1273449957370758,165556,0.0,0.0
2025-04-12 00:00:00+00:00,0.1273449957370758,0.16541600227355957,0.12658999860286713,0.16527999937534332,175164,0.0,0.0
2025-04-13 00:00:00+00:00,0.16527999937534332,0.17044100165367126,0.16021400690078735,0.16248899698257446,138739,0.0,0.0
2025-04-14 00:00:00+00:00,0.16248899698257446,0.19240200519561768,0.16248899698257446,0.1774280071258545,227054,0.0,0.0
2025-04-15 00:00:00+00:00,0.1774280071258545,0.20492999255657196,0.1767670065164566,0.1835319995880127,214094,0.0,0.0
2025-04-16 00:00:00+00:00,0.1835319995880127,0.1842540055513382,0.155239999294281,0.1594190001487732,156557,0.0,0.0
2025-04-17 00:00:00+00:00,0.1594190001487732,0.17476600408554077,0.15083299577236176,0.15292100608348846,274755,0.0,0.0
2025-04-18 00:00:00+00:00,0.15292100608348846,0.15547999739646912,0.13118800520896912,0.13168199360370636,99693,0.0,0.0
2025-04-19 00:00:00+00:00,0.13168199360370636,0.13284799456596375,0.1151600033044815,0.11688300222158432,86995,0.0,0.0
