TIMESTAMP,PUMA_OPEN_PRICE_USD,PUMA_HIGH_PRICE_USD,PUMA_LOW_PRICE_USD,PUMA_CLOSE_PRICE_USD,PUMA_VOLUME_USD,PUMA_DIVIDENDS_USD,PUMA_STOCK_SPLITS_USD
2024-01-17 00:00:00+00:00,0.0032450000289827585,0.03110099956393242,0.0032450000289827585,0.019960999488830566,3951751,0.0,0.0
2024-01-18 00:00:00+00:00,0.019920000806450844,0.02669999934732914,0.0007779999868944287,0.0018570000538602471,4131757,0.0,0.0
2024-01-19 00:00:00+00:00,0.00184299994725734,0.0026990000624209642,0.0012309999438002706,0.001382000045850873,682752,0.0,0.0
2024-01-20 00:00:00+00:00,0.001382000045850873,0.0015360000543296337,0.0006489999941550195,0.0006489999941550195,271907,0.0,0.0
2024-01-21 00:00:00+00:00,0.0006510000093840063,0.0007590000168420374,0.0004239999980200082,0.00047500000800937414,60680,0.0,0.0
2024-01-22 00:00:00+00:00,0.0004729999927803874,0.002956999931484461,0.00042299999040551484,0.0021329999435693026,651415,0.0,0.0
2024-01-23 00:00:00+00:00,0.0021490000654011965,0.0021490000654011965,0.0005639999872073531,0.0007140000234358013,259894,0.0,0.0
2024-01-24 00:00:00+00:00,0.0007140000234358013,0.0010580000234767795,0.0005750000127591193,0.0010369999799877405,60287,0.0,0.0
2024-01-25 00:00:00+00:00,0.001016999944113195,0.001016999944113195,0.0006440000142902136,0.0006459999713115394,25820,0.0,0.0
2024-01-26 00:00:00+00:00,0.0006459999713115394,0.0006769999745301902,0.0005859999801032245,0.000610999995842576,18840,0.0,0.0
2024-01-27 00:00:00+00:00,0.000610999995842576,0.000661000027321279,0.00041199999395757914,0.0005029999883845448,40051,0.0,0.0
2024-01-28 00:00:00+00:00,0.0005029999883845448,0.0006719999946653843,0.0004689999914262444,0.0005440000095404685,49317,0.0,0.0
2024-01-29 00:00:00+00:00,0.0005440000095404685,0.0005450000171549618,0.00041099998634308577,0.0005200000014156103,19578,0.0,0.0
2024-01-30 00:00:00+00:00,0.0005200000014156103,0.0005259999888949096,0.0004569999873638153,0.0004839999892283231,7144,0.0,0.0
2024-01-31 00:00:00+00:00,0.0004839999892283231,0.0004980000085197389,0.00045200000749900937,0.00046099998871795833,4903,0.0,0.0
2024-02-01 00:00:00+00:00,0.00046099998871795833,0.0004720000142697245,0.0003800000122282654,0.0003980000037699938,6800,0.0,0.0
