TIMESTAMP,LABS_OPEN_PRICE_USD,LABS_HIGH_PRICE_USD,LABS_LOW_PRICE_USD,LABS_CLOSE_PRICE_USD,LABS_VOLUME_USD,LABS_DIVIDENDS_USD,LABS_STOCK_SPLITS_USD
2021-03-16 00:00:00+00:00,0.036327000707387924,0.03929400071501732,0.029332000762224197,0.03332800045609474,18019275,0.0,0.0
2021-03-17 00:00:00+00:00,0.03332800045609474,0.03584900125861168,0.024163000285625458,0.03081200085580349,7110647,0.0,0.0
2021-03-18 00:00:00+00:00,0.030818000435829163,0.03127099946141243,0.02420799992978573,0.028031000867486,3799507,0.0,0.0
2021-03-19 00:00:00+00:00,0.0280349999666214,0.030880000442266464,0.024947000667452812,0.029092999175190926,4063204,0.0,0.0
2021-03-20 00:00:00+00:00,0.02911200001835823,0.03833800181746483,0.026955999433994293,0.03654500097036362,4507981,0.0,0.0
2021-03-21 00:00:00+00:00,0.03648599982261658,0.047885000705718994,0.03129100054502487,0.04460399970412254,9507306,0.0,0.0
2021-03-22 00:00:00+00:00,0.044741999357938766,0.052324000746011734,0.03926699981093407,0.04662200063467026,7092391,0.0,0.0
2021-03-23 00:00:00+00:00,0.046608999371528625,0.052792999893426895,0.03974499925971031,0.04459000006318092,6441008,0.0,0.0
2021-03-24 00:00:00+00:00,0.04456400126218796,0.06068500131368637,0.039556000381708145,0.04956899955868721,7767429,0.0,0.0
2021-03-25 00:00:00+00:00,0.04949299991130829,0.06027499958872795,0.047561001032590866,0.05392700061202049,6916497,0.0,0.0
2021-03-26 00:00:00+00:00,0.05390699952840805,0.09252800047397614,0.05390699952840805,0.09252800047397614,15688991,0.0,0.0
2021-03-27 00:00:00+00:00,0.09243500232696533,0.1425739973783493,0.08628600090742111,0.13574600219726562,35096769,0.0,0.0
2021-03-28 00:00:00+00:00,0.1357470005750656,0.1392810046672821,0.08577100187540054,0.09585300087928772,20961294,0.0,0.0
2021-03-29 00:00:00+00:00,0.09586799889802933,0.10527200251817703,0.09259200096130371,0.09446399658918381,7795350,0.0,0.0
2021-03-30 00:00:00+00:00,0.09447000175714493,0.10105600208044052,0.07336200028657913,0.08215100318193436,12390789,0.0,0.0
