TIMESTAMP,USP23218_OPEN_PRICE_USD,USP23218_HIGH_PRICE_USD,USP23218_LOW_PRICE_USD,USP23218_CLOSE_PRICE_USD,USP23218_VOLUME_USD,USP23218_DIVIDENDS_USD,USP23218_STOCK_SPLITS_USD
2023-05-17 00:00:00+00:00,1.0170520544052124,2.008749008178711,1.0170520544052124,1.9914640188217163,1109907,0.0,0.0
2023-05-18 00:00:00+00:00,1.9914649724960327,2.0082309246063232,1.9819730520248413,1.9909659624099731,1092837,0.0,0.0
2023-05-19 00:00:00+00:00,1.9910659790039062,2.010443925857544,1.966968059539795,1.987746000289917,881615,0.0,0.0
2023-05-20 00:00:00+00:00,1.9877649545669556,2.00819993019104,1.9520180225372314,2.004865884780884,1009911,0.0,0.0
2023-05-21 00:00:00+00:00,2.004823923110962,2.008039951324463,1.974800944328308,1.9922020435333252,1302929,0.0,0.0
2023-05-22 00:00:00+00:00,1.9921289682388306,2.010296106338501,1.982936978340149,1.9872369766235352,713910,0.0,0.0
2023-05-23 00:00:00+00:00,1.9872419834136963,2.019644021987915,1.9754279851913452,2.0191540718078613,1242499,0.0,0.0
2023-05-24 00:00:00+00:00,2.019197940826416,2.0396881103515625,2.0155670642852783,2.032047986984253,857192,0.0,0.0
2023-05-25 00:00:00+00:00,2.031954050064087,2.0391440391540527,2.0199999809265137,2.0326828956604004,1074708,0.0,0.0
2023-05-26 00:00:00+00:00,2.032681941986084,2.0387399196624756,2.0246899127960205,2.034356117248535,1019405,0.0,0.0
2023-05-27 00:00:00+00:00,2.0343379974365234,2.038562059402466,2.024976968765259,2.028796911239624,906090,0.0,0.0
2023-05-28 00:00:00+00:00,2.028743028640747,2.037259101867676,2.024519920349121,2.0282371044158936,0,0.0,0.0
2023-05-29 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-05-30 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-05-31 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-06-01 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-06-02 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-06-03 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-06-04 00:00:00+00:00,2.0282371044158936,2.0282371044158936,2.0282371044158936,2.0282371044158936,0,0.0,0.0
2023-06-08 00:00:00+00:00,2.0282371044158936,2.0282371044158936,1.8007440567016602,1.8007440567016602,25154,0.0,0.0
2023-06-09 00:00:00+00:00,1.8007409572601318,1.927975058555603,1.7092920541763306,1.7614729404449463,55309,0.0,0.0
2023-06-10 00:00:00+00:00,1.761476993560791,1.7873369455337524,1.7352509498596191,1.7690540552139282,39624,0.0,0.0
2023-06-11 00:00:00+00:00,1.7690889835357666,1.7849290370941162,1.738916039466858,1.7662370204925537,70227,0.0,0.0
2023-06-12 00:00:00+00:00,1.7662529945373535,1.7887779474258423,1.7418999671936035,1.775596022605896,60732,0.0,0.0
2023-06-13 00:00:00+00:00,1.7756710052490234,1.8735710382461548,1.7328699827194214,1.8735710382461548,1096946,0.0,0.0
2023-06-14 00:00:00+00:00,1.8735699653625488,1.9263449907302856,1.8249399662017822,1.8249399662017822,1052567,0.0,0.0
2023-06-15 00:00:00+00:00,1.824944019317627,1.8640819787979126,1.753972053527832,1.8016220331192017,1132892,0.0,0.0
2023-06-16 00:00:00+00:00,1.8016129732131958,1.803352952003479,1.4105700254440308,1.4557520151138306,951184,0.0,0.0
2023-06-17 00:00:00+00:00,1.4557509422302246,1.4698729515075684,1.4057470560073853,1.4271010160446167,1252129,0.0,0.0
2023-06-18 00:00:00+00:00,1.4270429611206055,1.4363329410552979,1.391469955444336,1.3942999839782715,1065530,0.0,0.0
2023-06-19 00:00:00+00:00,1.3943229913711548,1.3990930318832397,1.342826008796692,1.3497990369796753,947634,0.0,0.0
2023-06-20 00:00:00+00:00,1.3495370149612427,1.3501900434494019,1.3204970359802246,1.3488520383834839,877191,0.0,0.0
2023-06-21 00:00:00+00:00,1.3488340377807617,1.350592017173767,1.3236329555511475,1.3304640054702759,1055076,0.0,0.0
2023-06-22 00:00:00+00:00,1.3303580284118652,1.3378950357437134,1.323464035987854,1.3310209512710571,1155866,0.0,0.0
2023-06-23 00:00:00+00:00,1.3311519622802734,1.3445279598236084,1.317945957183838,1.331146001815796,1095367,0.0,0.0
2023-06-24 00:00:00+00:00,1.3311409950256348,1.3355720043182373,1.3175129890441895,1.3322750329971313,930956,0.0,0.0
2023-06-25 00:00:00+00:00,1.332366943359375,1.3407169580459595,0.9909399747848511,1.0161550045013428,686891,0.0,0.0
2023-06-26 00:00:00+00:00,1.0161069631576538,1.0173799991607666,0.9136670231819153,0.9897590279579163,1100974,0.0,0.0
2023-06-27 00:00:00+00:00,0.9897819757461548,0.9974319934844971,0.9585930109024048,0.986100971698761,965574,0.0,0.0
2023-06-28 00:00:00+00:00,0.9860950112342834,0.9880669713020325,0.8983190059661865,0.9549409747123718,1211403,0.0,0.0
2023-06-29 00:00:00+00:00,0.9549810290336609,0.9643970131874084,0.9448779821395874,0.9570729732513428,1310967,0.0,0.0
2023-06-30 00:00:00+00:00,0.9570339918136597,0.9578409790992737,0.891156017780304,0.9539939761161804,1188947,0.0,0.0
2023-07-01 00:00:00+00:00,0.9540029764175415,0.9561259746551514,0.9448729753494263,0.9505910277366638,921930,0.0,0.0
2023-07-02 00:00:00+00:00,0.9505879878997803,0.957023024559021,0.9447020292282104,0.9498100280761719,1208674,0.0,0.0
2023-07-03 00:00:00+00:00,0.9497690200805664,0.9568600058555603,0.7983739972114563,0.7992900013923645,812877,0.0,0.0
2023-07-04 00:00:00+00:00,0.79926997423172,0.8011829853057861,0.7798429727554321,0.7843080163002014,1199197,0.0,0.0
2023-07-05 00:00:00+00:00,0.7843379974365234,0.7976170182228088,0.7107489705085754,0.797249972820282,479849,0.0,0.0
2023-07-06 00:00:00+00:00,0.7972530126571655,0.7996010184288025,0.6648160219192505,0.7587900161743164,647786,0.0,0.0
2023-07-07 00:00:00+00:00,0.7587370276451111,0.7606779932975769,0.7037019729614258,0.7271550297737122,791349,0.0,0.0
2023-07-08 00:00:00+00:00,0.7271159887313843,0.7378759980201721,0.7094550132751465,0.7157130241394043,634087,0.0,0.0
2023-07-09 00:00:00+00:00,0.7157260179519653,0.7337279915809631,0.7156270146369934,0.7256749868392944,507521,0.0,0.0
2023-07-10 00:00:00+00:00,0.7256799936294556,0.7338100075721741,0.7130569815635681,0.724183976650238,540208,0.0,0.0
2023-07-11 00:00:00+00:00,0.7242310047149658,0.7395700216293335,0.7197830080986023,0.7256109714508057,472226,0.0,0.0
2023-07-12 00:00:00+00:00,0.725616991519928,0.7346050143241882,0.7229740023612976,0.7280259728431702,603836,0.0,0.0
2023-07-13 00:00:00+00:00,0.7280200123786926,0.7696279883384705,0.7029749751091003,0.7531769871711731,614179,0.0,0.0
2023-07-14 00:00:00+00:00,0.753180980682373,0.753836989402771,0.7036569714546204,0.7146959900856018,552507,0.0,0.0
2023-07-15 00:00:00+00:00,0.7146850228309631,0.7216280102729797,0.705715000629425,0.7098900079727173,538341,0.0,0.0
2023-07-16 00:00:00+00:00,0.7098519802093506,0.7178239822387695,0.707472026348114,0.7142260074615479,559795,0.0,0.0
2023-07-17 00:00:00+00:00,0.7142339944839478,0.7213529944419861,0.7037500143051147,0.7164070010185242,624962,0.0,0.0
2023-07-18 00:00:00+00:00,0.716385006904602,0.7171109914779663,0.7050520181655884,0.7061570286750793,591761,0.0,0.0
2023-07-19 00:00:00+00:00,0.7061319947242737,0.7218549847602844,0.7052580118179321,0.7153300046920776,600734,0.0,0.0
