TIMESTAMP,CONV_OPEN_PRICE_USD,CONV_HIGH_PRICE_USD,CONV_LOW_PRICE_USD,CONV_CLOSE_PRICE_USD,CONV_VOLUME_USD,CONV_DIVIDENDS_USD,CONV_STOCK_SPLITS_USD
2021-03-25 00:00:00+00:00,0.08780399709939957,0.11258900165557861,0.060454998165369034,0.10920500010251999,13285123,0.0,0.0
2021-03-26 00:00:00+00:00,0.11040599644184113,0.1949779987335205,0.1098570004105568,0.19129599630832672,31224127,0.0,0.0
2021-03-27 00:00:00+00:00,0.19126799702644348,0.22982700169086456,0.1615239977836609,0.19547100365161896,25697375,0.0,0.0
2021-03-28 00:00:00+00:00,0.19551900029182434,0.19551900029182434,0.14513400197029114,0.15657199919223785,10214332,0.0,0.0
2021-03-29 00:00:00+00:00,0.15656299889087677,0.179189994931221,0.13755600154399872,0.17507800459861755,10960653,0.0,0.0
2021-03-30 00:00:00+00:00,0.1750819981098175,0.18415799736976624,0.14876900613307953,0.1631540060043335,12568758,0.0,0.0
2021-03-31 00:00:00+00:00,0.16317300498485565,0.16508199274539948,0.12560200691223145,0.1368509978055954,9924536,0.0,0.0
2021-04-01 00:00:00+00:00,0.13686299324035645,0.150285005569458,0.12483400106430054,0.14405900239944458,10303238,0.0,0.0
2021-04-02 00:00:00+00:00,0.14399799704551697,0.15974199771881104,0.13613100349903107,0.15415599942207336,8570591,0.0,0.0
2021-04-03 00:00:00+00:00,0.15369899570941925,0.15521200001239777,0.13115599751472473,0.13243000209331512,11223993,0.0,0.0
2021-04-04 00:00:00+00:00,0.1326960027217865,0.15222600102424622,0.1315619945526123,0.14370499551296234,13849595,0.0,0.0
2021-04-05 00:00:00+00:00,0.14385400712490082,0.14472199976444244,0.13155999779701233,0.13239699602127075,12482749,0.0,0.0
2021-04-06 00:00:00+00:00,0.13230299949645996,0.14149700105190277,0.12614800035953522,0.12802700698375702,8481233,0.0,0.0
2021-04-07 00:00:00+00:00,0.12799499928951263,0.12885500490665436,0.10159099847078323,0.10988499969244003,7970595,0.0,0.0
