TIMESTAMP,GROKCAT_OPEN_PRICE_USD,GROKCAT_HIGH_PRICE_USD,GROKCAT_LOW_PRICE_USD,GROKCAT_CLOSE_PRICE_USD,GROKCAT_VOLUME_USD,GROKCAT_DIVIDENDS_USD,GROKCAT_STOCK_SPLITS_USD
2024-04-09 00:00:00+00:00,0.0010290000354871154,0.0013139999937266111,0.0009539999882690609,0.0010270000202581286,618002,0.0,0.0
2024-04-10 00:00:00+00:00,0.0010499999625608325,0.0010819999733939767,0.0008919999818317592,0.0009239999926649034,482029,0.0,0.0
2024-04-11 00:00:00+00:00,0.0009239999926649034,0.0009790000040084124,0.0007249999907799065,0.0008229999803006649,413006,0.0,0.0
2024-04-12 00:00:00+00:00,0.0008229999803006649,0.0010420000180602074,0.0007559999939985573,0.0007719999994151294,1785659,0.0,0.0
2024-04-13 00:00:00+00:00,0.0007989999721758068,0.0008019999950192869,0.0005389999714680016,0.0006050000083632767,3139686,0.0,0.0
2024-04-14 00:00:00+00:00,0.0006050000083632767,0.0006050000083632767,0.0004490000137593597,0.0004710000066552311,2216647,0.0,0.0
2024-04-15 00:00:00+00:00,0.00047900000936351717,0.0005779999773949385,0.0004290000069886446,0.0004419999895617366,2082211,0.0,0.0
2024-04-16 00:00:00+00:00,0.00044800000614486635,0.00044800000614486635,0.00037799999699927866,0.0003800000122282654,2127795,0.0,0.0
2024-04-17 00:00:00+00:00,0.0004030000127386302,0.0008689999813213944,0.0004030000127386302,0.0006580000044777989,2347320,0.0,0.0
2024-04-18 00:00:00+00:00,0.0007120000082068145,0.0007510000141337514,0.0005510000046342611,0.0005610000225715339,1204717,0.0,0.0
2024-04-19 00:00:00+00:00,0.0005740000051446259,0.0006779999821446836,0.0005419999943114817,0.0005929999751970172,1657713,0.0,0.0
2024-04-20 00:00:00+00:00,0.0005929999751970172,0.000699999975040555,0.000590000010561198,0.0006970000104047358,1604811,0.0,0.0
2024-04-21 00:00:00+00:00,0.000699999975040555,0.000699999975040555,0.0005249999812804163,0.0005249999812804163,1753029,0.0,0.0
2024-04-22 00:00:00+00:00,0.0005249999812804163,0.0006099999882280827,0.0005249999812804163,0.0005549999768845737,1662725,0.0,0.0
2024-04-23 00:00:00+00:00,0.0005549999768845737,0.0005549999768845737,0.0005070000188425183,0.0005249999812804163,1569571,0.0,0.0
2024-04-24 00:00:00+00:00,0.0005319999763742089,0.0005329999839887023,0.00043899999582208693,0.0004729999927803874,1659560,0.0,0.0
2024-04-25 00:00:00+00:00,0.0004729999927803874,0.0005109999910928309,0.0004670000053010881,0.00047400000039488077,1630820,0.0,0.0
