TIMESTAMP,GENOME_OPEN_PRICE_USD,GENOME_HIGH_PRICE_USD,GENOME_LOW_PRICE_USD,GENOME_CLOSE_PRICE_USD,GENOME_VOLUME_USD,GENOME_DIVIDENDS_USD,GENOME_STOCK_SPLITS_USD
2024-04-14 00:00:00+00:00,0.013845999725162983,0.015124999918043613,0.013166000135242939,0.0148290004581213,104174,0.0,0.0
2024-04-15 00:00:00+00:00,0.014554000459611416,0.017013000324368477,0.013879000209271908,0.01473699975758791,157440,0.0,0.0
2024-04-16 00:00:00+00:00,0.014696000143885612,0.014698999933898449,0.011068000458180904,0.01331000030040741,102647,0.0,0.0
2024-04-17 00:00:00+00:00,0.01337399985641241,0.01432000007480383,0.011935999616980553,0.01234699971973896,39026,0.0,0.0
2024-04-18 00:00:00+00:00,0.012488000094890594,0.013074000366032124,0.011873999610543251,0.012821000069379807,26801,0.0,0.0
2024-04-19 00:00:00+00:00,0.01280600018799305,0.01280600018799305,0.011068000458180904,0.01261799968779087,40121,0.0,0.0
2024-04-20 00:00:00+00:00,0.01261799968779087,0.01261799968779087,0.011451000347733498,0.01158900000154972,58901,0.0,0.0
2024-04-21 00:00:00+00:00,0.011460999958217144,0.011490000411868095,0.010666999965906143,0.01116000022739172,60271,0.0,0.0
2024-04-22 00:00:00+00:00,0.011006999760866165,0.011915000155568123,0.01083299983292818,0.011556999757885933,134760,0.0,0.0
2024-04-23 00:00:00+00:00,0.011556999757885933,0.012089000083506107,0.011556999757885933,0.011893000453710556,59132,0.0,0.0
2024-04-24 00:00:00+00:00,0.011931000277400017,0.012121999636292458,0.01158200018107891,0.011599999852478504,32115,0.0,0.0
2024-04-25 00:00:00+00:00,0.011586000211536884,0.011586000211536884,0.011068999767303467,0.011385999619960785,40163,0.0,0.0
2024-04-26 00:00:00+00:00,0.011385999619960785,0.011385999619960785,0.010700000450015068,0.010700000450015068,26983,0.0,0.0
2024-04-27 00:00:00+00:00,0.01067699957638979,0.01067699957638979,0.010114000178873539,0.010195000097155571,33753,0.0,0.0
2024-04-28 00:00:00+00:00,0.010195000097155571,0.010436000302433968,0.00991200003772974,0.00991200003772974,29203,0.0,0.0
